# src groups:          1
# obs groups:          3600
# TOPs:                3600
# plane waves:         2888
# multipole order: L = 38
x_by_lambda_0 y_by_lambda_0 rel_err_db
3.224591e+01 1.867181e+02 -217.703433
3.224591e+01 2.099104e+02 -216.305009
3.224591e+01 2.359833e+02 -213.950970
3.224591e+01 2.652948e+02 -212.968025
3.224591e+01 2.982471e+02 -213.737079
3.224591e+01 3.352924e+02 -214.157754
3.224591e+01 3.769391e+02 -215.517612
3.224591e+01 4.237587e+02 -219.630424
3.224591e+01 4.763938e+02 -220.147252
3.224591e+01 5.355667e+02 -230.855033
3.224591e+01 6.020894e+02 -221.436020
3.224591e+01 6.768750e+02 -223.610897
3.224591e+01 7.609497e+02 -225.629590
3.224591e+01 8.554673e+02 -221.142936
3.224591e+01 9.617249e+02 -215.642709
3.224591e+01 1.081181e+03 -215.320169
3.224591e+01 1.215474e+03 -217.145369
3.224591e+01 1.366448e+03 -217.226518
3.224591e+01 1.536175e+03 -214.091971
3.224591e+01 1.726983e+03 -215.899488
3.224591e+01 1.941492e+03 -215.258096
3.224591e+01 2.182645e+03 -213.735072
3.224591e+01 2.453751e+03 -213.608226
3.224591e+01 2.758532e+03 -214.342540
3.224591e+01 3.101169e+03 -213.996854
3.224591e+01 3.486365e+03 -214.849927
3.224591e+01 3.919407e+03 -215.126434
3.224591e+01 4.406236e+03 -214.234995
3.224591e+01 4.953535e+03 -214.313301
3.224591e+01 5.568814e+03 -213.304494
3.224591e+01 6.260517e+03 -214.031240
3.224591e+01 7.038136e+03 -211.952696
3.224591e+01 7.912343e+03 -211.352607
3.224591e+01 8.895135e+03 -211.502745
3.224591e+01 1.000000e+04 -213.469834

3.625117e+01 1.000000e+01 -210.927082
3.625117e+01 1.124210e+01 -209.887331
3.625117e+01 1.263848e+01 -209.212271
3.625117e+01 1.420831e+01 -207.525930
3.625117e+01 1.597312e+01 -207.469312
3.625117e+01 1.795714e+01 -206.630657
3.625117e+01 2.018760e+01 -205.817072
3.625117e+01 2.269511e+01 -206.380362
3.625117e+01 2.551407e+01 -205.795724
3.625117e+01 2.868317e+01 -203.741546
3.625117e+01 3.224591e+01 -200.808568
3.625117e+01 3.625117e+01 -199.136758
3.625117e+01 4.075393e+01 -199.158848
3.625117e+01 4.581598e+01 -200.385581
3.625117e+01 5.150678e+01 -203.781713
3.625117e+01 5.790444e+01 -207.665024
3.625117e+01 6.509675e+01 -207.091616
3.625117e+01 7.318242e+01 -208.366671
3.625117e+01 8.227241e+01 -213.219185
3.625117e+01 9.249147e+01 -219.790900
3.625117e+01 1.039798e+02 -216.836948
3.625117e+01 1.168952e+02 -212.411169
3.625117e+01 1.314147e+02 -212.666253
3.625117e+01 1.477378e+02 -221.130627
3.625117e+01 1.660883e+02 -228.008125
3.625117e+01 1.867181e+02 -217.660242
3.625117e+01 2.099104e+02 -216.324917
3.625117e+01 2.359833e+02 -214.095681
3.625117e+01 2.652948e+02 -213.005539
3.625117e+01 2.982471e+02 -213.852402
3.625117e+01 3.352924e+02 -214.338060
3.625117e+01 3.769391e+02 -215.650646
3.625117e+01 4.237587e+02 -219.691079
3.625117e+01 4.763938e+02 -220.408928
3.625117e+01 5.355667e+02 -229.908956
3.625117e+01 6.020894e+02 -221.454517
3.625117e+01 6.768750e+02 -223.507121
3.625117e+01 7.609497e+02 -225.806622
3.625117e+01 8.554673e+02 -221.950877
3.625117e+01 9.617249e+02 -215.611051
3.625117e+01 1.081181e+03 -215.358402
3.625117e+01 1.215474e+03 -217.511606
3.625117e+01 1.366448e+03 -217.428554
3.625117e+01 1.536175e+03 -214.379279
3.625117e+01 1.726983e+03 -215.818931
3.625117e+01 1.941492e+03 -215.617603
3.625117e+01 2.182645e+03 -213.967026
3.625117e+01 2.453751e+03 -213.389069
3.625117e+01 2.758532e+03 -213.694514
3.625117e+01 3.101169e+03 -213.291816
3.625117e+01 3.486365e+03 -214.071377
3.625117e+01 3.919407e+03 -214.958921
3.625117e+01 4.406236e+03 -214.381662
3.625117e+01 4.953535e+03 -215.613441
3.625117e+01 5.568814e+03 -214.479583
3.625117e+01 6.260517e+03 -213.531672
3.625117e+01 7.038136e+03 -212.993931
3.625117e+01 7.912343e+03 -214.227746
3.625117e+01 8.895135e+03 -211.739302
3.625117e+01 1.000000e+04 -212.399754

4.075393e+01 1.000000e+01 -208.590957
4.075393e+01 1.124210e+01 -208.227442
4.075393e+01 1.263848e+01 -208.392075
4.075393e+01 1.420831e+01 -207.326474
4.075393e+01 1.597312e+01 -207.292842
4.075393e+01 1.795714e+01 -206.540242
4.075393e+01 2.018760e+01 -205.165772
4.075393e+01 2.269511e+01 -203.891101
4.075393e+01 2.551407e+01 -201.843334
4.075393e+01 2.868317e+01 -200.299184
4.075393e+01 3.224591e+01 -199.333021
4.075393e+01 3.625117e+01 -199.165990
4.075393e+01 4.075393e+01 -199.796812
4.075393e+01 4.581598e+01 -201.983770
4.075393e+01 5.150678e+01 -206.041349
4.075393e+01 5.790444e+01 -207.606996
4.075393e+01 6.509675e+01 -207.684775
4.075393e+01 7.318242e+01 -208.633303
4.075393e+01 8.227241e+01 -212.843730
4.075393e+01 9.249147e+01 -219.895470
4.075393e+01 1.039798e+02 -214.836918
4.075393e+01 1.168952e+02 -212.820442
4.075393e+01 1.314147e+02 -214.251136
4.075393e+01 1.477378e+02 -217.644897
4.075393e+01 1.660883e+02 -227.927301
4.075393e+01 1.867181e+02 -219.663286
4.075393e+01 2.099104e+02 -216.442820
4.075393e+01 2.359833e+02 -214.066220
4.075393e+01 2.652948e+02 -212.984100
4.075393e+01 2.982471e+02 -213.184641
4.075393e+01 3.352924e+02 -214.004781
4.075393e+01 3.769391e+02 -216.435640
4.075393e+01 4.237587e+02 -218.322322
4.075393e+01 4.763938e+02 -222.130596
4.075393e+01 5.355667e+02 -226.967417
4.075393e+01 6.020894e+02 -220.570371
4.075393e+01 6.768750e+02 -225.154157
4.075393e+01 7.609497e+02 -225.123850
4.075393e+01 8.554673e+02 -220.547500
4.075393e+01 9.617249e+02 -215.774602
4.075393e+01 1.081181e+03 -215.277269
4.075393e+01 1.215474e+03 -217.050655
4.075393e+01 1.366448e+03 -217.557513
4.075393e+01 1.536175e+03 -213.799709
4.075393e+01 1.726983e+03 -215.188557
4.075393e+01 1.941492e+03 -215.239386
4.075393e+01 2.182645e+03 -213.265364
4.075393e+01 2.453751e+03 -214.006471
4.075393e+01 2.758532e+03 -214.321384
4.075393e+01 3.101169e+03 -213.629483
4.075393e+01 3.486365e+03 -215.211238
4.075393e+01 3.919407e+03 -214.709838
4.075393e+01 4.406236e+03 -214.432181
4.075393e+01 4.953535e+03 -214.200715
4.075393e+01 5.568814e+03 -213.635715
4.075393e+01 6.260517e+03 -213.560762
4.075393e+01 7.038136e+03 -212.274752
4.075393e+01 7.912343e+03 -212.605628
4.075393e+01 8.895135e+03 -210.998743
4.075393e+01 1.000000e+04 -211.595015

4.581598e+01 1.000000e+01 -205.379950
4.581598e+01 1.124210e+01 -204.687937
4.581598e+01 1.263848e+01 -204.066734
4.581598e+01 1.420831e+01 -202.858297
4.581598e+01 1.597312e+01 -202.658010
4.581598e+01 1.795714e+01 -201.777373
4.581598e+01 2.018760e+01 -200.162445
4.581598e+01 2.269511e+01 -199.840078
4.581598e+01 2.551407e+01 -198.994992
4.581598e+01 2.868317e+01 -198.998302
4.581598e+01 3.224591e+01 -199.265770
4.581598e+01 3.625117e+01 -200.390746
4.581598e+01 4.075393e+01 -201.987821
4.581598e+01 4.581598e+01 -204.646321
4.581598e+01 5.150678e+01 -207.895129
4.581598e+01 5.790444e+01 -207.641065
4.581598e+01 6.509675e+01 -208.001815
4.581598e+01 7.318242e+01 -209.807844
4.581598e+01 8.227241e+01 -215.052529
4.581598e+01 9.249147e+01 -219.414438
4.581598e+01 1.039798e+02 -214.426677
4.581598e+01 1.168952e+02 -213.176066
4.581598e+01 1.314147e+02 -215.265729
4.581598e+01 1.477378e+02 -217.913883
4.581598e+01 1.660883e+02 -227.315902
4.581598e+01 1.867181e+02 -220.185410
4.581598e+01 2.099104e+02 -216.513488
4.581598e+01 2.359833e+02 -214.320439
4.581598e+01 2.652948e+02 -213.163977
4.581598e+01 2.982471e+02 -213.246109
4.581598e+01 3.352924e+02 -213.985074
4.581598e+01 3.769391e+02 -216.680533
4.581598e+01 4.237587e+02 -218.332288
4.581598e+01 4.763938e+02 -222.539853
4.581598e+01 5.355667e+02 -226.136273
4.581598e+01 6.020894e+02 -220.480420
4.581598e+01 6.768750e+02 -226.759192
4.581598e+01 7.609497e+02 -224.456126
4.581598e+01 8.554673e+02 -220.558174
4.581598e+01 9.617249e+02 -215.911758
4.581598e+01 1.081181e+03 -215.379696
4.581598e+01 1.215474e+03 -216.229675
4.581598e+01 1.366448e+03 -216.764918
4.581598e+01 1.536175e+03 -214.214771
4.581598e+01 1.726983e+03 -215.770835
4.581598e+01 1.941492e+03 -215.762903
4.581598e+01 2.182645e+03 -213.378287
4.581598e+01 2.453751e+03 -213.893278
4.581598e+01 2.758532e+03 -214.055221
4.581598e+01 3.101169e+03 -212.582128
4.581598e+01 3.486365e+03 -214.818741
4.581598e+01 3.919407e+03 -215.328379
4.581598e+01 4.406236e+03 -213.755807
4.581598e+01 4.953535e+03 -214.503927
4.581598e+01 5.568814e+03 -213.647718
4.581598e+01 6.260517e+03 -213.992272
4.581598e+01 7.038136e+03 -209.778423
4.581598e+01 7.912343e+03 -212.823144
4.581598e+01 8.895135e+03 -210.694036
4.581598e+01 1.000000e+04 -213.052073

5.150678e+01 1.000000e+01 -199.933141
5.150678e+01 1.124210e+01 -199.798977
5.150678e+01 1.263848e+01 -199.493123
5.150678e+01 1.420831e+01 -199.424259
5.150678e+01 1.597312e+01 -198.979984
5.150678e+01 1.795714e+01 -198.918121
5.150678e+01 2.018760e+01 -199.271412
5.150678e+01 2.269511e+01 -199.327688
5.150678e+01 2.551407e+01 -199.880341
5.150678e+01 2.868317e+01 -200.562022
5.150678e+01 3.224591e+01 -201.908191
5.150678e+01 3.625117e+01 -203.735925
5.150678e+01 4.075393e+01 -205.951952
5.150678e+01 4.581598e+01 -207.873859
5.150678e+01 5.150678e+01 -207.582431
5.150678e+01 5.790444e+01 -207.918479
5.150678e+01 6.509675e+01 -209.313893
5.150678e+01 7.318242e+01 -212.704682
5.150678e+01 8.227241e+01 -219.811522
5.150678e+01 9.249147e+01 -218.078377
5.150678e+01 1.039798e+02 -215.017111
5.150678e+01 1.168952e+02 -213.123014
5.150678e+01 1.314147e+02 -214.611286
5.150678e+01 1.477378e+02 -222.204310
5.150678e+01 1.660883e+02 -225.452508
5.150678e+01 1.867181e+02 -218.096268
5.150678e+01 2.099104e+02 -216.784121
5.150678e+01 2.359833e+02 -214.466917
5.150678e+01 2.652948e+02 -213.397614
5.150678e+01 2.982471e+02 -213.965860
5.150678e+01 3.352924e+02 -214.372256
5.150678e+01 3.769391e+02 -216.069911
5.150678e+01 4.237587e+02 -219.591781
5.150678e+01 4.763938e+02 -221.222171
5.150678e+01 5.355667e+02 -228.304715
5.150678e+01 6.020894e+02 -220.795277
5.150678e+01 6.768750e+02 -224.642437
5.150678e+01 7.609497e+02 -225.034434
5.150678e+01 8.554673e+02 -221.401703
5.150678e+01 9.617249e+02 -215.464585
5.150678e+01 1.081181e+03 -215.556994
5.150678e+01 1.215474e+03 -216.934660
5.150678e+01 1.366448e+03 -217.215589
5.150678e+01 1.536175e+03 -213.969678
5.150678e+01 1.726983e+03 -215.371866
5.150678e+01 1.941492e+03 -215.355405
5.150678e+01 2.182645e+03 -213.894146
5.150678e+01 2.453751e+03 -213.796132
5.150678e+01 2.758532e+03 -214.655571
5.150678e+01 3.101169e+03 -213.445557
5.150678e+01 3.486365e+03 -214.599423
5.150678e+01 3.919407e+03 -214.016809
5.150678e+01 4.406236e+03 -213.254310
5.150678e+01 4.953535e+03 -214.618764
5.150678e+01 5.568814e+03 -212.917494
5.150678e+01 6.260517e+03 -214.603353
5.150678e+01 7.038136e+03 -213.007978
5.150678e+01 7.912343e+03 -211.334348
5.150678e+01 8.895135e+03 -211.682740
5.150678e+01 1.000000e+04 -210.867297

5.790444e+01 1.000000e+01 -198.036134
5.790444e+01 1.124210e+01 -198.445294
5.790444e+01 1.263848e+01 -198.858343
5.790444e+01 1.420831e+01 -199.396526
5.790444e+01 1.597312e+01 -199.669961
5.790444e+01 1.795714e+01 -200.196158
5.790444e+01 2.018760e+01 -201.439156
5.790444e+01 2.269511e+01 -201.712596
5.790444e+01 2.551407e+01 -203.033701
5.790444e+01 2.868317e+01 -203.927493
5.790444e+01 3.224591e+01 -206.457635
5.790444e+01 3.625117e+01 -207.508610
5.790444e+01 4.075393e+01 -207.564927
5.790444e+01 4.581598e+01 -207.691849
5.790444e+01 5.150678e+01 -207.977226
5.790444e+01 5.790444e+01 -208.774397
5.790444e+01 6.509675e+01 -210.811857
5.790444e+01 7.318242e+01 -215.215552
5.790444e+01 8.227241e+01 -220.436723
5.790444e+01 9.249147e+01 -217.102069
5.790444e+01 1.039798e+02 -214.234156
5.790444e+01 1.168952e+02 -214.319148
5.790444e+01 1.314147e+02 -218.166070
5.790444e+01 1.477378e+02 -219.327231
5.790444e+01 1.660883e+02 -227.284874
5.790444e+01 1.867181e+02 -221.361009
5.790444e+01 2.099104e+02 -216.545298
5.790444e+01 2.359833e+02 -214.635828
5.790444e+01 2.652948e+02 -213.647674
5.790444e+01 2.982471e+02 -213.546887
5.790444e+01 3.352924e+02 -214.186335
5.790444e+01 3.769391e+02 -217.485310
5.790444e+01 4.237587e+02 -217.988477
5.790444e+01 4.763938e+02 -223.319011
5.790444e+01 5.355667e+02 -225.090711
5.790444e+01 6.020894e+02 -220.279188
5.790444e+01 6.768750e+02 -227.750752
5.790444e+01 7.609497e+02 -224.118432
5.790444e+01 8.554673e+02 -220.479718
5.790444e+01 9.617249e+02 -215.870752
5.790444e+01 1.081181e+03 -215.701729
5.790444e+01 1.215474e+03 -216.745216
5.790444e+01 1.366448e+03 -216.715436
5.790444e+01 1.536175e+03 -214.339922
5.790444e+01 1.726983e+03 -216.062806
5.790444e+01 1.941492e+03 -215.465394
5.790444e+01 2.182645e+03 -213.652117
5.790444e+01 2.453751e+03 -214.028274
5.790444e+01 2.758532e+03 -213.792774
5.790444e+01 3.101169e+03 -212.893118
5.790444e+01 3.486365e+03 -215.052392
5.790444e+01 3.919407e+03 -215.336426
5.790444e+01 4.406236e+03 -215.320870
5.790444e+01 4.953535e+03 -214.307070
5.790444e+01 5.568814e+03 -214.855626
5.790444e+01 6.260517e+03 -214.478144
5.790444e+01 7.038136e+03 -212.894237
5.790444e+01 7.912343e+03 -213.591687
5.790444e+01 8.895135e+03 -210.763117
5.790444e+01 1.000000e+04 -213.770050

6.509675e+01 1.000000e+01 -198.462243
6.509675e+01 1.124210e+01 -199.763798
6.509675e+01 1.263848e+01 -201.232207
6.509675e+01 1.420831e+01 -201.896970
6.509675e+01 1.597312e+01 -203.761649
6.509675e+01 1.795714e+01 -204.786389
6.509675e+01 2.018760e+01 -204.440011
6.509675e+01 2.269511e+01 -206.140421
6.509675e+01 2.551407e+01 -206.217149
6.509675e+01 2.868317e+01 -207.249458
6.509675e+01 3.224591e+01 -206.725625
6.509675e+01 3.625117e+01 -207.109705
6.509675e+01 4.075393e+01 -207.868755
6.509675e+01 4.581598e+01 -208.109628
6.509675e+01 5.150678e+01 -209.444657
6.509675e+01 5.790444e+01 -210.656141
6.509675e+01 6.509675e+01 -214.223138
6.509675e+01 7.318242e+01 -219.475456
6.509675e+01 8.227241e+01 -218.639069
6.509675e+01 9.249147e+01 -216.412710
6.509675e+01 1.039798e+02 -214.425434
6.509675e+01 1.168952e+02 -215.838005
6.509675e+01 1.314147e+02 -217.076462
6.509675e+01 1.477378e+02 -229.472194
6.509675e+01 1.660883e+02 -227.047899
6.509675e+01 1.867181e+02 -218.591305
6.509675e+01 2.099104e+02 -216.057142
6.509675e+01 2.359833e+02 -214.693591
6.509675e+01 2.652948e+02 -214.380213
6.509675e+01 2.982471e+02 -215.645275
6.509675e+01 3.352924e+02 -215.955865
6.509675e+01 3.769391e+02 -215.786398
6.509675e+01 4.237587e+02 -221.339652
6.509675e+01 4.763938e+02 -219.627073
6.509675e+01 5.355667e+02 -240.400664
6.509675e+01 6.020894e+02 -222.994912
6.509675e+01 6.768750e+02 -221.275243
6.509675e+01 7.609497e+02 -224.375791
6.509675e+01 8.554673e+02 -223.304136
6.509675e+01 9.617249e+02 -215.468258
6.509675e+01 1.081181e+03 -215.353668
6.509675e+01 1.215474e+03 -217.682528
6.509675e+01 1.366448e+03 -217.280415
6.509675e+01 1.536175e+03 -214.230748
6.509675e+01 1.726983e+03 -216.520394
6.509675e+01 1.941492e+03 -215.970171
6.509675e+01 2.182645e+03 -213.873712
6.509675e+01 2.453751e+03 -213.558984
6.509675e+01 2.758532e+03 -215.391380
6.509675e+01 3.101169e+03 -213.139787
6.509675e+01 3.486365e+03 -214.510217
6.509675e+01 3.919407e+03 -215.077850
6.509675e+01 4.406236e+03 -213.268435
6.509675e+01 4.953535e+03 -214.446812
6.509675e+01 5.568814e+03 -213.683177
6.509675e+01 6.260517e+03 -214.174208
6.509675e+01 7.038136e+03 -212.956713
6.509675e+01 7.912343e+03 -213.977260
6.509675e+01 8.895135e+03 -213.531001
6.509675e+01 1.000000e+04 -211.621347

7.318242e+01 1.000000e+01 -198.225122
7.318242e+01 1.124210e+01 -198.992938
7.318242e+01 1.263848e+01 -200.466972
7.318242e+01 1.420831e+01 -201.205326
7.318242e+01 1.597312e+01 -203.106876
7.318242e+01 1.795714e+01 -204.113776
7.318242e+01 2.018760e+01 -204.320460
7.318242e+01 2.269511e+01 -205.578729
7.318242e+01 2.551407e+01 -206.099441
7.318242e+01 2.868317e+01 -206.756013
7.318242e+01 3.224591e+01 -207.525309
7.318242e+01 3.625117e+01 -208.503726
7.318242e+01 4.075393e+01 -208.577172
7.318242e+01 4.581598e+01 -209.659054
7.318242e+01 5.150678e+01 -212.733205
7.318242e+01 5.790444e+01 -214.733701
7.318242e+01 6.509675e+01 -219.231059
7.318242e+01 7.318242e+01 -219.396961
7.318242e+01 8.227241e+01 -216.724029
7.318242e+01 9.249147e+01 -215.359724
7.318242e+01 1.039798e+02 -214.862375
7.318242e+01 1.168952e+02 -217.089160
7.318242e+01 1.314147e+02 -217.969839
7.318242e+01 1.477378e+02 -236.235425
7.318242e+01 1.660883e+02 -224.951038
7.318242e+01 1.867181e+02 -218.254929
7.318242e+01 2.099104e+02 -216.246628
7.318242e+01 2.359833e+02 -215.034166
7.318242e+01 2.652948e+02 -214.749660
7.318242e+01 2.982471e+02 -215.853967
7.318242e+01 3.352924e+02 -216.100884
7.318242e+01 3.769391e+02 -216.093631
7.318242e+01 4.237587e+02 -221.884944
7.318242e+01 4.763938e+02 -220.032085
7.318242e+01 5.355667e+02 -237.266441
7.318242e+01 6.020894e+02 -222.427870
7.318242e+01 6.768750e+02 -221.331955
7.318242e+01 7.609497e+02 -224.687874
7.318242e+01 8.554673e+02 -222.663823
7.318242e+01 9.617249e+02 -215.524200
7.318242e+01 1.081181e+03 -215.269353
7.318242e+01 1.215474e+03 -217.919611
7.318242e+01 1.366448e+03 -217.831232
7.318242e+01 1.536175e+03 -214.423138
7.318242e+01 1.726983e+03 -216.156185
7.318242e+01 1.941492e+03 -215.720870
7.318242e+01 2.182645e+03 -213.670787
7.318242e+01 2.453751e+03 -213.347023
7.318242e+01 2.758532e+03 -214.407773
7.318242e+01 3.101169e+03 -213.112613
7.318242e+01 3.486365e+03 -215.280006
7.318242e+01 3.919407e+03 -214.435562
7.318242e+01 4.406236e+03 -213.831820
7.318242e+01 4.953535e+03 -214.486983
7.318242e+01 5.568814e+03 -213.952464
7.318242e+01 6.260517e+03 -214.217550
7.318242e+01 7.038136e+03 -212.022325
7.318242e+01 7.912343e+03 -214.053260
7.318242e+01 8.895135e+03 -213.582275
7.318242e+01 1.000000e+04 -212.360729

8.227241e+01 1.000000e+01 -205.986394
8.227241e+01 1.124210e+01 -205.100882
8.227241e+01 1.263848e+01 -204.047227
8.227241e+01 1.420831e+01 -204.084506
8.227241e+01 1.597312e+01 -203.286417
8.227241e+01 1.795714e+01 -203.786393
8.227241e+01 2.018760e+01 -206.003914
8.227241e+01 2.269511e+01 -205.886856
8.227241e+01 2.551407e+01 -207.361968
8.227241e+01 2.868317e+01 -207.968952
8.227241e+01 3.224591e+01 -211.227022
8.227241e+01 3.625117e+01 -213.051093
8.227241e+01 4.075393e+01 -211.821619
8.227241e+01 4.581598e+01 -213.908496
8.227241e+01 5.150678e+01 -218.790934
8.227241e+01 5.790444e+01 -219.790063
8.227241e+01 6.509675e+01 -218.866889
8.227241e+01 7.318242e+01 -216.944679
8.227241e+01 8.227241e+01 -215.650929
8.227241e+01 9.249147e+01 -214.808303
8.227241e+01 1.039798e+02 -215.457484
8.227241e+01 1.168952e+02 -218.541198
8.227241e+01 1.314147e+02 -219.187935
8.227241e+01 1.477378e+02 -235.023691
8.227241e+01 1.660883e+02 -223.001852
8.227241e+01 1.867181e+02 -218.136859
8.227241e+01 2.099104e+02 -216.612288
8.227241e+01 2.359833e+02 -215.373356
8.227241e+01 2.652948e+02 -214.946539
8.227241e+01 2.982471e+02 -216.051458
8.227241e+01 3.352924e+02 -216.175016
8.227241e+01 3.769391e+02 -216.365590
8.227241e+01 4.237587e+02 -221.906207
8.227241e+01 4.763938e+02 -220.519837
8.227241e+01 5.355667e+02 -233.652110
8.227241e+01 6.020894e+02 -222.182499
8.227241e+01 6.768750e+02 -221.975733
8.227241e+01 7.609497e+02 -225.097431
8.227241e+01 8.554673e+02 -222.318883
8.227241e+01 9.617249e+02 -215.582839
8.227241e+01 1.081181e+03 -215.096519
8.227241e+01 1.215474e+03 -217.465884
8.227241e+01 1.366448e+03 -217.427590
8.227241e+01 1.536175e+03 -213.878256
8.227241e+01 1.726983e+03 -215.312149
8.227241e+01 1.941492e+03 -215.535982
8.227241e+01 2.182645e+03 -213.105537
8.227241e+01 2.453751e+03 -214.204999
8.227241e+01 2.758532e+03 -214.762426
8.227241e+01 3.101169e+03 -213.075348
8.227241e+01 3.486365e+03 -214.817444
8.227241e+01 3.919407e+03 -214.588113
8.227241e+01 4.406236e+03 -213.174273
8.227241e+01 4.953535e+03 -213.383604
8.227241e+01 5.568814e+03 -213.434085
8.227241e+01 6.260517e+03 -214.417101
8.227241e+01 7.038136e+03 -212.603790
8.227241e+01 7.912343e+03 -214.677994
8.227241e+01 8.895135e+03 -213.107795
8.227241e+01 1.000000e+04 -211.855239

9.249147e+01 1.000000e+01 -214.433091
9.249147e+01 1.124210e+01 -213.844964
9.249147e+01 1.263848e+01 -213.298309
9.249147e+01 1.420831e+01 -211.835420
9.249147e+01 1.597312e+01 -212.408318
9.249147e+01 1.795714e+01 -211.993455
9.249147e+01 2.018760e+01 -210.353258
9.249147e+01 2.269511e+01 -211.670481
9.249147e+01 2.551407e+01 -212.008182
9.249147e+01 2.868317e+01 -213.887082
9.249147e+01 3.224591e+01 -215.052735
9.249147e+01 3.625117e+01 -217.067067
9.249147e+01 4.075393e+01 -218.613734
9.249147e+01 4.581598e+01 -219.601195
9.249147e+01 5.150678e+01 -218.428831
9.249147e+01 5.790444e+01 -218.278467
9.249147e+01 6.509675e+01 -217.321074
9.249147e+01 7.318242e+01 -215.967884
9.249147e+01 8.227241e+01 -215.102435
9.249147e+01 9.249147e+01 -215.708780
9.249147e+01 1.039798e+02 -215.448735
9.249147e+01 1.168952e+02 -218.082039
9.249147e+01 1.314147e+02 -221.833837
9.249147e+01 1.477378e+02 -227.394709
9.249147e+01 1.660883e+02 -221.216531
9.249147e+01 1.867181e+02 -217.891444
9.249147e+01 2.099104e+02 -217.288629
9.249147e+01 2.359833e+02 -215.916390
9.249147e+01 2.652948e+02 -215.032555
9.249147e+01 2.982471e+02 -215.648294
9.249147e+01 3.352924e+02 -215.760081
9.249147e+01 3.769391e+02 -217.082899
9.249147e+01 4.237587e+02 -220.434761
9.249147e+01 4.763938e+02 -222.162837
9.249147e+01 5.355667e+02 -228.634456
9.249147e+01 6.020894e+02 -221.176773
9.249147e+01 6.768750e+02 -223.947111
9.249147e+01 7.609497e+02 -225.343665
9.249147e+01 8.554673e+02 -221.496489
9.249147e+01 9.617249e+02 -215.841208
9.249147e+01 1.081181e+03 -215.330215
9.249147e+01 1.215474e+03 -217.378744
9.249147e+01 1.366448e+03 -216.800498
9.249147e+01 1.536175e+03 -214.358676
9.249147e+01 1.726983e+03 -215.958364
9.249147e+01 1.941492e+03 -214.876362
9.249147e+01 2.182645e+03 -213.321775
9.249147e+01 2.453751e+03 -213.867705
9.249147e+01 2.758532e+03 -214.121743
9.249147e+01 3.101169e+03 -213.035514
9.249147e+01 3.486365e+03 -215.641716
9.249147e+01 3.919407e+03 -215.586931
9.249147e+01 4.406236e+03 -213.433467
9.249147e+01 4.953535e+03 -214.646711
9.249147e+01 5.568814e+03 -212.975872
9.249147e+01 6.260517e+03 -213.713074
9.249147e+01 7.038136e+03 -212.071690
9.249147e+01 7.912343e+03 -210.822363
9.249147e+01 8.895135e+03 -212.856769
9.249147e+01 1.000000e+04 -213.338967

1.039798e+02 1.000000e+01 -225.678165
1.039798e+02 1.124210e+01 -222.845132
1.039798e+02 1.263848e+01 -219.645277
1.039798e+02 1.420831e+01 -222.298665
1.039798e+02 1.597312e+01 -217.242241
1.039798e+02 1.795714e+01 -216.468451
1.039798e+02 2.018760e+01 -221.725096
1.039798e+02 2.269511e+01 -215.554494
1.039798e+02 2.551407e+01 -216.713125
1.039798e+02 2.868317e+01 -215.478219
1.039798e+02 3.224591e+01 -220.526551
1.039798e+02 3.625117e+01 -219.570684
1.039798e+02 4.075393e+01 -215.840921
1.039798e+02 4.581598e+01 -215.610931
1.039798e+02 5.150678e+01 -216.472998
1.039798e+02 5.790444e+01 -215.366100
1.039798e+02 6.509675e+01 -215.442263
1.039798e+02 7.318242e+01 -215.693523
1.039798e+02 8.227241e+01 -216.048972
1.039798e+02 9.249147e+01 -215.774363
1.039798e+02 1.039798e+02 -222.083175
1.039798e+02 1.168952e+02 -227.115924
1.039798e+02 1.314147e+02 -227.603342
1.039798e+02 1.477378e+02 -237.976045
1.039798e+02 1.660883e+02 -227.845206
1.039798e+02 1.867181e+02 -220.559481
1.039798e+02 2.099104e+02 -217.405974
1.039798e+02 2.359833e+02 -216.840682
1.039798e+02 2.652948e+02 -216.106524
1.039798e+02 2.982471e+02 -215.599950
1.039798e+02 3.352924e+02 -216.420855
1.039798e+02 3.769391e+02 -221.090365
1.039798e+02 4.237587e+02 -218.510358
1.039798e+02 4.763938e+02 -228.509227
1.039798e+02 5.355667e+02 -223.048420
1.039798e+02 6.020894e+02 -220.224035
1.039798e+02 6.768750e+02 -230.763133
1.039798e+02 7.609497e+02 -222.914810
1.039798e+02 8.554673e+02 -219.748385
1.039798e+02 9.617249e+02 -216.582282
1.039798e+02 1.081181e+03 -216.067469
1.039798e+02 1.215474e+03 -216.742253
1.039798e+02 1.366448e+03 -216.774200
1.039798e+02 1.536175e+03 -215.000114
1.039798e+02 1.726983e+03 -215.022904
1.039798e+02 1.941492e+03 -214.878492
1.039798e+02 2.182645e+03 -213.261141
1.039798e+02 2.453751e+03 -213.798966
1.039798e+02 2.758532e+03 -214.003639
1.039798e+02 3.101169e+03 -213.216017
1.039798e+02 3.486365e+03 -215.101502
1.039798e+02 3.919407e+03 -214.736481
1.039798e+02 4.406236e+03 -213.403104
1.039798e+02 4.953535e+03 -214.879577
1.039798e+02 5.568814e+03 -215.404506
1.039798e+02 6.260517e+03 -214.092795
1.039798e+02 7.038136e+03 -211.677408
