# src groups:          1
# obs groups:          3600
# TOPs:                3600
# plane waves:         2888
# multipole order: L = 38
x_by_lambda_0 y_by_lambda_0 rel_err_db
1.039798e+02 7.912343e+03 -210.998469
1.039798e+02 8.895135e+03 -213.342663
1.039798e+02 1.000000e+04 -212.187022

1.168952e+02 1.000000e+01 -227.533164
1.168952e+02 1.124210e+01 -227.199488
1.168952e+02 1.263848e+01 -225.155922
1.168952e+02 1.420831e+01 -224.513488
1.168952e+02 1.597312e+01 -222.070696
1.168952e+02 1.795714e+01 -220.681364
1.168952e+02 2.018760e+01 -219.655243
1.168952e+02 2.269511e+01 -217.791988
1.168952e+02 2.551407e+01 -216.494508
1.168952e+02 2.868317e+01 -215.184274
1.168952e+02 3.224591e+01 -214.507623
1.168952e+02 3.625117e+01 -214.089467
1.168952e+02 4.075393e+01 -213.930981
1.168952e+02 4.581598e+01 -214.162054
1.168952e+02 5.150678e+01 -214.102796
1.168952e+02 5.790444e+01 -215.163636
1.168952e+02 6.509675e+01 -217.177091
1.168952e+02 7.318242e+01 -218.244230
1.168952e+02 8.227241e+01 -219.382500
1.168952e+02 9.249147e+01 -218.328565
1.168952e+02 1.039798e+02 -226.711989
1.168952e+02 1.168952e+02 -228.465088
1.168952e+02 1.314147e+02 -227.477441
1.168952e+02 1.477378e+02 -235.426157
1.168952e+02 1.660883e+02 -225.014534
1.168952e+02 1.867181e+02 -219.979612
1.168952e+02 2.099104e+02 -217.799436
1.168952e+02 2.359833e+02 -217.485284
1.168952e+02 2.652948e+02 -216.623454
1.168952e+02 2.982471e+02 -215.953170
1.168952e+02 3.352924e+02 -216.958726
1.168952e+02 3.769391e+02 -221.026892
1.168952e+02 4.237587e+02 -218.703334
1.168952e+02 4.763938e+02 -227.719508
1.168952e+02 5.355667e+02 -223.623319
1.168952e+02 6.020894e+02 -220.496259
1.168952e+02 6.768750e+02 -230.213460
1.168952e+02 7.609497e+02 -223.675834
1.168952e+02 8.554673e+02 -219.777082
1.168952e+02 9.617249e+02 -216.945177
1.168952e+02 1.081181e+03 -215.913840
1.168952e+02 1.215474e+03 -216.821637
1.168952e+02 1.366448e+03 -216.637391
1.168952e+02 1.536175e+03 -214.796944
1.168952e+02 1.726983e+03 -215.120306
1.168952e+02 1.941492e+03 -215.218881
1.168952e+02 2.182645e+03 -213.423927
1.168952e+02 2.453751e+03 -213.620479
1.168952e+02 2.758532e+03 -213.962388
1.168952e+02 3.101169e+03 -213.572339
1.168952e+02 3.486365e+03 -214.658744
1.168952e+02 3.919407e+03 -214.897521
1.168952e+02 4.406236e+03 -214.000351
1.168952e+02 4.953535e+03 -214.088304
1.168952e+02 5.568814e+03 -212.517043
1.168952e+02 6.260517e+03 -213.145415
1.168952e+02 7.038136e+03 -212.838729
1.168952e+02 7.912343e+03 -212.136757
1.168952e+02 8.895135e+03 -210.555259
1.168952e+02 1.000000e+04 -213.781655

1.314147e+02 1.000000e+01 -223.980475
1.314147e+02 1.124210e+01 -224.284354
1.314147e+02 1.263848e+01 -224.195158
1.314147e+02 1.420831e+01 -222.651671
1.314147e+02 1.597312e+01 -222.687047
1.314147e+02 1.795714e+01 -221.598571
1.314147e+02 2.018760e+01 -219.436322
1.314147e+02 2.269511e+01 -218.763247
1.314147e+02 2.551407e+01 -217.100076
1.314147e+02 2.868317e+01 -216.133006
1.314147e+02 3.224591e+01 -214.568818
1.314147e+02 3.625117e+01 -213.987138
1.314147e+02 4.075393e+01 -214.788332
1.314147e+02 4.581598e+01 -215.618980
1.314147e+02 5.150678e+01 -214.624149
1.314147e+02 5.790444e+01 -218.415284
1.314147e+02 6.509675e+01 -217.568293
1.314147e+02 7.318242e+01 -218.062530
1.314147e+02 8.227241e+01 -218.930641
1.314147e+02 9.249147e+01 -220.857583
1.314147e+02 1.039798e+02 -227.414622
1.314147e+02 1.168952e+02 -228.640688
1.314147e+02 1.314147e+02 -244.028746
1.314147e+02 1.477378e+02 -221.610023
1.314147e+02 1.660883e+02 -219.591932
1.314147e+02 1.867181e+02 -218.400663
1.314147e+02 2.099104e+02 -217.592056
1.314147e+02 2.359833e+02 -216.715581
1.314147e+02 2.652948e+02 -216.621666
1.314147e+02 2.982471e+02 -217.590096
1.314147e+02 3.352924e+02 -217.736852
1.314147e+02 3.769391e+02 -218.105021
1.314147e+02 4.237587e+02 -222.839847
1.314147e+02 4.763938e+02 -221.970446
1.314147e+02 5.355667e+02 -231.287992
1.314147e+02 6.020894e+02 -221.675198
1.314147e+02 6.768750e+02 -222.615584
1.314147e+02 7.609497e+02 -224.781340
1.314147e+02 8.554673e+02 -223.207519
1.314147e+02 9.617249e+02 -215.607606
1.314147e+02 1.081181e+03 -215.561685
1.314147e+02 1.215474e+03 -217.288716
1.314147e+02 1.366448e+03 -217.247895
1.314147e+02 1.536175e+03 -214.460545
1.314147e+02 1.726983e+03 -216.082612
1.314147e+02 1.941492e+03 -215.241168
1.314147e+02 2.182645e+03 -213.807790
1.314147e+02 2.453751e+03 -213.904857
1.314147e+02 2.758532e+03 -214.744677
1.314147e+02 3.101169e+03 -213.360034
1.314147e+02 3.486365e+03 -215.136599
1.314147e+02 3.919407e+03 -214.854871
1.314147e+02 4.406236e+03 -214.241906
1.314147e+02 4.953535e+03 -214.592514
1.314147e+02 5.568814e+03 -213.268755
1.314147e+02 6.260517e+03 -213.792376
1.314147e+02 7.038136e+03 -211.286074
1.314147e+02 7.912343e+03 -213.411609
1.314147e+02 8.895135e+03 -212.013672
1.314147e+02 1.000000e+04 -212.361430

1.477378e+02 1.000000e+01 -225.463865
1.477378e+02 1.124210e+01 -226.911142
1.477378e+02 1.263848e+01 -227.161556
1.477378e+02 1.420831e+01 -226.835944
1.477378e+02 1.597312e+01 -224.332181
1.477378e+02 1.795714e+01 -223.653480
1.477378e+02 2.018760e+01 -225.775604
1.477378e+02 2.269511e+01 -223.150094
1.477378e+02 2.551407e+01 -223.470939
1.477378e+02 2.868317e+01 -220.908967
1.477378e+02 3.224591e+01 -225.104490
1.477378e+02 3.625117e+01 -224.708145
1.477378e+02 4.075393e+01 -217.676282
1.477378e+02 4.581598e+01 -216.823757
1.477378e+02 5.150678e+01 -221.802097
1.477378e+02 5.790444e+01 -217.207458
1.477378e+02 6.509675e+01 -227.710786
1.477378e+02 7.318242e+01 -232.562866
1.477378e+02 8.227241e+01 -237.485902
1.477378e+02 9.249147e+01 -228.766107
1.477378e+02 1.039798e+02 -232.632960
1.477378e+02 1.168952e+02 -246.260888
1.477378e+02 1.314147e+02 -222.002235
1.477378e+02 1.477378e+02 -222.852623
1.477378e+02 1.660883e+02 -221.113097
1.477378e+02 1.867181e+02 -218.811159
1.477378e+02 2.099104e+02 -218.127195
1.477378e+02 2.359833e+02 -218.262961
1.477378e+02 2.652948e+02 -217.150852
1.477378e+02 2.982471e+02 -216.897370
1.477378e+02 3.352924e+02 -217.859413
1.477378e+02 3.769391e+02 -220.590409
1.477378e+02 4.237587e+02 -220.459530
1.477378e+02 4.763938e+02 -227.470450
1.477378e+02 5.355667e+02 -224.884882
1.477378e+02 6.020894e+02 -220.958398
1.477378e+02 6.768750e+02 -228.260973
1.477378e+02 7.609497e+02 -225.047504
1.477378e+02 8.554673e+02 -220.002045
1.477378e+02 9.617249e+02 -216.684134
1.477378e+02 1.081181e+03 -216.021915
1.477378e+02 1.215474e+03 -216.637993
1.477378e+02 1.366448e+03 -217.360031
1.477378e+02 1.536175e+03 -214.564483
1.477378e+02 1.726983e+03 -216.126561
1.477378e+02 1.941492e+03 -214.916231
1.477378e+02 2.182645e+03 -213.265158
1.477378e+02 2.453751e+03 -213.925484
1.477378e+02 2.758532e+03 -214.631392
1.477378e+02 3.101169e+03 -213.644270
1.477378e+02 3.486365e+03 -215.109762
1.477378e+02 3.919407e+03 -213.123909
1.477378e+02 4.406236e+03 -213.166978
1.477378e+02 4.953535e+03 -213.063266
1.477378e+02 5.568814e+03 -213.366210
1.477378e+02 6.260517e+03 -215.679256
1.477378e+02 7.038136e+03 -210.725710
1.477378e+02 7.912343e+03 -213.829874
1.477378e+02 8.895135e+03 -211.684557
1.477378e+02 1.000000e+04 -214.481642

1.660883e+02 1.000000e+01 -232.616631
1.660883e+02 1.124210e+01 -235.474582
1.660883e+02 1.263848e+01 -238.515165
1.660883e+02 1.420831e+01 -237.607533
1.660883e+02 1.597312e+01 -237.350897
1.660883e+02 1.795714e+01 -237.220405
1.660883e+02 2.018760e+01 -241.419227
1.660883e+02 2.269511e+01 -243.747993
1.660883e+02 2.551407e+01 -241.653097
1.660883e+02 2.868317e+01 -242.793537
1.660883e+02 3.224591e+01 -235.007090
1.660883e+02 3.625117e+01 -232.622207
1.660883e+02 4.075393e+01 -233.143831
1.660883e+02 4.581598e+01 -228.574819
1.660883e+02 5.150678e+01 -235.374302
1.660883e+02 5.790444e+01 -224.685232
1.660883e+02 6.509675e+01 -228.178788
1.660883e+02 7.318242e+01 -227.965800
1.660883e+02 8.227241e+01 -226.731903
1.660883e+02 9.249147e+01 -224.844221
1.660883e+02 1.039798e+02 -241.052239
1.660883e+02 1.168952e+02 -229.723867
1.660883e+02 1.314147e+02 -220.848477
1.660883e+02 1.477378e+02 -221.790078
1.660883e+02 1.660883e+02 -220.019954
1.660883e+02 1.867181e+02 -218.788308
1.660883e+02 2.099104e+02 -219.523352
1.660883e+02 2.359833e+02 -219.824541
1.660883e+02 2.652948e+02 -221.174660
1.660883e+02 2.982471e+02 -222.900316
1.660883e+02 3.352924e+02 -224.268458
1.660883e+02 3.769391e+02 -221.232444
1.660883e+02 4.237587e+02 -233.367271
1.660883e+02 4.763938e+02 -221.100851
1.660883e+02 5.355667e+02 -230.899673
1.660883e+02 6.020894e+02 -227.469425
1.660883e+02 6.768750e+02 -219.093773
1.660883e+02 7.609497e+02 -221.059163
1.660883e+02 8.554673e+02 -223.493300
1.660883e+02 9.617249e+02 -215.984508
1.660883e+02 1.081181e+03 -215.531304
1.660883e+02 1.215474e+03 -218.854772
1.660883e+02 1.366448e+03 -218.789432
1.660883e+02 1.536175e+03 -214.443220
1.660883e+02 1.726983e+03 -216.003315
1.660883e+02 1.941492e+03 -215.911981
1.660883e+02 2.182645e+03 -213.840049
1.660883e+02 2.453751e+03 -213.510445
1.660883e+02 2.758532e+03 -214.407027
1.660883e+02 3.101169e+03 -213.346281
1.660883e+02 3.486365e+03 -214.626441
1.660883e+02 3.919407e+03 -213.834361
1.660883e+02 4.406236e+03 -213.165587
1.660883e+02 4.953535e+03 -214.792564
1.660883e+02 5.568814e+03 -213.544717
1.660883e+02 6.260517e+03 -215.183940
1.660883e+02 7.038136e+03 -212.268332
1.660883e+02 7.912343e+03 -214.119558
1.660883e+02 8.895135e+03 -212.942304
1.660883e+02 1.000000e+04 -212.464234

1.867181e+02 1.000000e+01 -225.991001
1.867181e+02 1.124210e+01 -227.677207
1.867181e+02 1.263848e+01 -229.573414
1.867181e+02 1.420831e+01 -227.701720
1.867181e+02 1.597312e+01 -230.287473
1.867181e+02 1.795714e+01 -230.207606
1.867181e+02 2.018760e+01 -227.878950
1.867181e+02 2.269511e+01 -230.818987
1.867181e+02 2.551407e+01 -229.753667
1.867181e+02 2.868317e+01 -230.432711
1.867181e+02 3.224591e+01 -227.645785
1.867181e+02 3.625117e+01 -226.869825
1.867181e+02 4.075393e+01 -230.301708
1.867181e+02 4.581598e+01 -230.039358
1.867181e+02 5.150678e+01 -225.231755
1.867181e+02 5.790444e+01 -232.662198
1.867181e+02 6.509675e+01 -224.117561
1.867181e+02 7.318242e+01 -223.005773
1.867181e+02 8.227241e+01 -222.011315
1.867181e+02 9.249147e+01 -221.130587
1.867181e+02 1.039798e+02 -224.980671
1.867181e+02 1.168952e+02 -222.994935
1.867181e+02 1.314147e+02 -219.879203
1.867181e+02 1.477378e+02 -220.035560
1.867181e+02 1.660883e+02 -219.383846
1.867181e+02 1.867181e+02 -218.705350
1.867181e+02 2.099104e+02 -218.264076
1.867181e+02 2.359833e+02 -219.136182
1.867181e+02 2.652948e+02 -218.824587
1.867181e+02 2.982471e+02 -218.476352
1.867181e+02 3.352924e+02 -219.276982
1.867181e+02 3.769391e+02 -222.012496
1.867181e+02 4.237587e+02 -221.040827
1.867181e+02 4.763938e+02 -230.254498
1.867181e+02 5.355667e+02 -224.576442
1.867181e+02 6.020894e+02 -221.081785
1.867181e+02 6.768750e+02 -227.449942
1.867181e+02 7.609497e+02 -225.358313
1.867181e+02 8.554673e+02 -220.791755
1.867181e+02 9.617249e+02 -216.839273
1.867181e+02 1.081181e+03 -216.301319
1.867181e+02 1.215474e+03 -216.985397
1.867181e+02 1.366448e+03 -217.279444
1.867181e+02 1.536175e+03 -214.623213
1.867181e+02 1.726983e+03 -215.549116
1.867181e+02 1.941492e+03 -215.452020
1.867181e+02 2.182645e+03 -213.919935
1.867181e+02 2.453751e+03 -214.013241
1.867181e+02 2.758532e+03 -214.216297
1.867181e+02 3.101169e+03 -213.560470
1.867181e+02 3.486365e+03 -215.542088
1.867181e+02 3.919407e+03 -214.815304
1.867181e+02 4.406236e+03 -214.442904
1.867181e+02 4.953535e+03 -213.748924
1.867181e+02 5.568814e+03 -214.010991
1.867181e+02 6.260517e+03 -215.302119
1.867181e+02 7.038136e+03 -211.546648
1.867181e+02 7.912343e+03 -212.932224
1.867181e+02 8.895135e+03 -215.077606
1.867181e+02 1.000000e+04 -212.178960

2.099104e+02 1.000000e+01 -230.682781
2.099104e+02 1.124210e+01 -233.516427
2.099104e+02 1.263848e+01 -239.573321
2.099104e+02 1.420831e+01 -233.385912
2.099104e+02 1.597312e+01 -241.639249
2.099104e+02 1.795714e+01 -244.462631
2.099104e+02 2.018760e+01 -233.132224
2.099104e+02 2.269511e+01 -241.801906
2.099104e+02 2.551407e+01 -240.826159
2.099104e+02 2.868317e+01 -245.355848
2.099104e+02 3.224591e+01 -232.312847
2.099104e+02 3.625117e+01 -232.742393
2.099104e+02 4.075393e+01 -240.082250
2.099104e+02 4.581598e+01 -233.151706
2.099104e+02 5.150678e+01 -231.749671
2.099104e+02 5.790444e+01 -227.731159
2.099104e+02 6.509675e+01 -223.052279
2.099104e+02 7.318242e+01 -222.393086
2.099104e+02 8.227241e+01 -221.858477
2.099104e+02 9.249147e+01 -221.966495
2.099104e+02 1.039798e+02 -221.117760
2.099104e+02 1.168952e+02 -220.701416
2.099104e+02 1.314147e+02 -219.841308
2.099104e+02 1.477378e+02 -219.565330
2.099104e+02 1.660883e+02 -220.633693
2.099104e+02 1.867181e+02 -218.702630
2.099104e+02 2.099104e+02 -220.533454
2.099104e+02 2.359833e+02 -222.660838
2.099104e+02 2.652948e+02 -223.427188
2.099104e+02 2.982471e+02 -222.566002
2.099104e+02 3.352924e+02 -224.835672
2.099104e+02 3.769391e+02 -229.611463
2.099104e+02 4.237587e+02 -221.898053
2.099104e+02 4.763938e+02 -241.289378
2.099104e+02 5.355667e+02 -222.256639
2.099104e+02 6.020894e+02 -221.126758
2.099104e+02 6.768750e+02 -231.864501
2.099104e+02 7.609497e+02 -223.010352
2.099104e+02 8.554673e+02 -219.138153
2.099104e+02 9.617249e+02 -218.227223
2.099104e+02 1.081181e+03 -217.394687
2.099104e+02 1.215474e+03 -216.765723
2.099104e+02 1.366448e+03 -216.704422
2.099104e+02 1.536175e+03 -215.194323
2.099104e+02 1.726983e+03 -216.007626
2.099104e+02 1.941492e+03 -214.886055
2.099104e+02 2.182645e+03 -213.379988
2.099104e+02 2.453751e+03 -214.173887
2.099104e+02 2.758532e+03 -214.478502
2.099104e+02 3.101169e+03 -212.810670
2.099104e+02 3.486365e+03 -214.457776
2.099104e+02 3.919407e+03 -213.716819
2.099104e+02 4.406236e+03 -213.632030
2.099104e+02 4.953535e+03 -213.321891
2.099104e+02 5.568814e+03 -213.210070
2.099104e+02 6.260517e+03 -213.016803
2.099104e+02 7.038136e+03 -211.610483
2.099104e+02 7.912343e+03 -211.258715
2.099104e+02 8.895135e+03 -213.693174
2.099104e+02 1.000000e+04 -215.154887

2.359833e+02 1.000000e+01 -230.972092
2.359833e+02 1.124210e+01 -231.259300
2.359833e+02 1.263848e+01 -233.137126
2.359833e+02 1.420831e+01 -231.577324
2.359833e+02 1.597312e+01 -232.650466
2.359833e+02 1.795714e+01 -232.972570
2.359833e+02 2.018760e+01 -232.630830
2.359833e+02 2.269511e+01 -233.772008
2.359833e+02 2.551407e+01 -233.330234
2.359833e+02 2.868317e+01 -232.685375
2.359833e+02 3.224591e+01 -231.373775
2.359833e+02 3.625117e+01 -231.971034
2.359833e+02 4.075393e+01 -230.030080
2.359833e+02 4.581598e+01 -228.830578
2.359833e+02 5.150678e+01 -226.871583
2.359833e+02 5.790444e+01 -225.562751
2.359833e+02 6.509675e+01 -223.709611
2.359833e+02 7.318242e+01 -222.102403
2.359833e+02 8.227241e+01 -221.061889
2.359833e+02 9.249147e+01 -220.318046
2.359833e+02 1.039798e+02 -221.146731
2.359833e+02 1.168952e+02 -220.876748
2.359833e+02 1.314147e+02 -219.059280
2.359833e+02 1.477378e+02 -220.030512
2.359833e+02 1.660883e+02 -221.758374
2.359833e+02 1.867181e+02 -219.903368
2.359833e+02 2.099104e+02 -223.148191
2.359833e+02 2.359833e+02 -224.581907
2.359833e+02 2.652948e+02 -224.656381
2.359833e+02 2.982471e+02 -226.965057
2.359833e+02 3.352924e+02 -230.047043
2.359833e+02 3.769391e+02 -238.898299
2.359833e+02 4.237587e+02 -224.049822
2.359833e+02 4.763938e+02 -229.276416
2.359833e+02 5.355667e+02 -221.898239
2.359833e+02 6.020894e+02 -222.666192
2.359833e+02 6.768750e+02 -229.460138
2.359833e+02 7.609497e+02 -221.784447
2.359833e+02 8.554673e+02 -218.976978
2.359833e+02 9.617249e+02 -219.023773
2.359833e+02 1.081181e+03 -218.219374
2.359833e+02 1.215474e+03 -216.444545
2.359833e+02 1.366448e+03 -216.419716
2.359833e+02 1.536175e+03 -215.142463
2.359833e+02 1.726983e+03 -215.027936
2.359833e+02 1.941492e+03 -214.930990
2.359833e+02 2.182645e+03 -213.400878
2.359833e+02 2.453751e+03 -214.670608
2.359833e+02 2.758532e+03 -213.687326
2.359833e+02 3.101169e+03 -213.331368
2.359833e+02 3.486365e+03 -214.696105
2.359833e+02 3.919407e+03 -215.017765
2.359833e+02 4.406236e+03 -214.866957
2.359833e+02 4.953535e+03 -214.573050
2.359833e+02 5.568814e+03 -213.091546
2.359833e+02 6.260517e+03 -214.875973
2.359833e+02 7.038136e+03 -209.907162
2.359833e+02 7.912343e+03 -213.695215
2.359833e+02 8.895135e+03 -211.207377
2.359833e+02 1.000000e+04 -212.508539

2.652948e+02 1.000000e+01 -231.025407
2.652948e+02 1.124210e+01 -231.229861
2.652948e+02 1.263848e+01 -231.142356
2.652948e+02 1.420831e+01 -232.796678
2.652948e+02 1.597312e+01 -230.193089
2.652948e+02 1.795714e+01 -229.972105
2.652948e+02 2.018760e+01 -233.637645
2.652948e+02 2.269511e+01 -231.235388
2.652948e+02 2.551407e+01 -231.394424
2.652948e+02 2.868317e+01 -230.861380
2.652948e+02 3.224591e+01 -232.687516
2.652948e+02 3.625117e+01 -232.306625
2.652948e+02 4.075393e+01 -228.125647
2.652948e+02 4.581598e+01 -226.652122
2.652948e+02 5.150678e+01 -226.085519
2.652948e+02 5.790444e+01 -223.153670
2.652948e+02 6.509675e+01 -225.873787
2.652948e+02 7.318242e+01 -224.100146
2.652948e+02 8.227241e+01 -221.674104
2.652948e+02 9.249147e+01 -219.611796
2.652948e+02 1.039798e+02 -218.743650
2.652948e+02 1.168952e+02 -218.766436
2.652948e+02 1.314147e+02 -219.189599
2.652948e+02 1.477378e+02 -218.556061
2.652948e+02 1.660883e+02 -223.950614
2.652948e+02 1.867181e+02 -219.260731
2.652948e+02 2.099104e+02 -223.800691
2.652948e+02 2.359833e+02 -224.640886
2.652948e+02 2.652948e+02 -222.773376
2.652948e+02 2.982471e+02 -225.049185
2.652948e+02 3.352924e+02 -223.386757
2.652948e+02 3.769391e+02 -223.179618
2.652948e+02 4.237587e+02 -233.612090
2.652948e+02 4.763938e+02 -223.038324
2.652948e+02 5.355667e+02 -245.615262
2.652948e+02 6.020894e+02 -225.121373
2.652948e+02 6.768750e+02 -219.970408
2.652948e+02 7.609497e+02 -221.846682
2.652948e+02 8.554673e+02 -224.725831
2.652948e+02 9.617249e+02 -216.973330
2.652948e+02 1.081181e+03 -216.382474
2.652948e+02 1.215474e+03 -219.065274
2.652948e+02 1.366448e+03 -218.412185
2.652948e+02 1.536175e+03 -214.725367
2.652948e+02 1.726983e+03 -216.502808
2.652948e+02 1.941492e+03 -216.046163
2.652948e+02 2.182645e+03 -213.745297
2.652948e+02 2.453751e+03 -213.694333
2.652948e+02 2.758532e+03 -214.936857
2.652948e+02 3.101169e+03 -213.640920
2.652948e+02 3.486365e+03 -214.882026
2.652948e+02 3.919407e+03 -214.826349
2.652948e+02 4.406236e+03 -213.040849
2.652948e+02 4.953535e+03 -214.270865
2.652948e+02 5.568814e+03 -213.951967
2.652948e+02 6.260517e+03 -212.577556
2.652948e+02 7.038136e+03 -212.515295
2.652948e+02 7.912343e+03 -212.489364
2.652948e+02 8.895135e+03 -212.484209
2.652948e+02 1.000000e+04 -213.637434

2.982471e+02 1.000000e+01 -233.458401
2.982471e+02 1.124210e+01 -235.001363
2.982471e+02 1.263848e+01 -232.949759
2.982471e+02 1.420831e+01 -235.433898
2.982471e+02 1.597312e+01 -231.326493
2.982471e+02 1.795714e+01 -231.443281
2.982471e+02 2.018760e+01 -235.552785
2.982471e+02 2.269511e+01 -232.894723
2.982471e+02 2.551407e+01 -233.338449
2.982471e+02 2.868317e+01 -231.900859
2.982471e+02 3.224591e+01 -234.861729
2.982471e+02 3.625117e+01 -235.419808
2.982471e+02 4.075393e+01 -228.507093
2.982471e+02 4.581598e+01 -226.858805
2.982471e+02 5.150678e+01 -227.796390
2.982471e+02 5.790444e+01 -223.563098
2.982471e+02 6.509675e+01 -230.306432
2.982471e+02 7.318242e+01 -227.694625
2.982471e+02 8.227241e+01 -225.084457
2.982471e+02 9.249147e+01 -221.053282
2.982471e+02 1.039798e+02 -217.864402
2.982471e+02 1.168952e+02 -217.685369
2.982471e+02 1.314147e+02 -220.483801
2.982471e+02 1.477378e+02 -217.797504
2.982471e+02 1.660883e+02 -226.196710
2.982471e+02 1.867181e+02 -218.741366
2.982471e+02 2.099104e+02 -222.644481
2.982471e+02 2.359833e+02 -226.792272
2.982471e+02 2.652948e+02 -225.158151
2.982471e+02 2.982471e+02 -228.648981
2.982471e+02 3.352924e+02 -225.192293
2.982471e+02 3.769391e+02 -225.040726
2.982471e+02 4.237587e+02 -242.399787
2.982471e+02 4.763938e+02 -222.663934
2.982471e+02 5.355667e+02 -232.075139
2.982471e+02 6.020894e+02 -227.061935
2.982471e+02 6.768750e+02 -219.839461
2.982471e+02 7.609497e+02 -220.619865
2.982471e+02 8.554673e+02 -223.938161
2.982471e+02 9.617249e+02 -217.735333
2.982471e+02 1.081181e+03 -216.764584
2.982471e+02 1.215474e+03 -219.828412
2.982471e+02 1.366448e+03 -218.827688
2.982471e+02 1.536175e+03 -214.905836
2.982471e+02 1.726983e+03 -216.635879
2.982471e+02 1.941492e+03 -215.880818
2.982471e+02 2.182645e+03 -214.166050
2.982471e+02 2.453751e+03 -213.856429
2.982471e+02 2.758532e+03 -214.134292
2.982471e+02 3.101169e+03 -212.914310
2.982471e+02 3.486365e+03 -214.149192
2.982471e+02 3.919407e+03 -214.992073
2.982471e+02 4.406236e+03 -213.522109
2.982471e+02 4.953535e+03 -213.293522
2.982471e+02 5.568814e+03 -213.347607
2.982471e+02 6.260517e+03 -215.122058
2.982471e+02 7.038136e+03 -213.631038
2.982471e+02 7.912343e+03 -213.659737
2.982471e+02 8.895135e+03 -212.572323
2.982471e+02 1.000000e+04 -212.516247

3.352924e+02 1.000000e+01 -230.469784
3.352924e+02 1.124210e+01 -230.940601
3.352924e+02 1.263848e+01 -230.153383
3.352924e+02 1.420831e+01 -231.303571
3.352924e+02 1.597312e+01 -229.352154
3.352924e+02 1.795714e+01 -229.309070
3.352924e+02 2.018760e+01 -231.591402
3.352924e+02 2.269511e+01 -230.425931
3.352924e+02 2.551407e+01 -231.019507
3.352924e+02 2.868317e+01 -229.153165
3.352924e+02 3.224591e+01 -230.444975
3.352924e+02 3.625117e+01 -230.575471
3.352924e+02 4.075393e+01 -227.701137
3.352924e+02 4.581598e+01 -226.133471
3.352924e+02 5.150678e+01 -227.167551
3.352924e+02 5.790444e+01 -223.471332
3.352924e+02 6.509675e+01 -226.627330
3.352924e+02 7.318242e+01 -225.532431
3.352924e+02 8.227241e+01 -223.663334
3.352924e+02 9.249147e+01 -220.786575
3.352924e+02 1.039798e+02 -218.250655
3.352924e+02 1.168952e+02 -218.067495
3.352924e+02 1.314147e+02 -219.838858
3.352924e+02 1.477378e+02 -218.085328
3.352924e+02 1.660883e+02 -227.617294
3.352924e+02 1.867181e+02 -219.193702
3.352924e+02 2.099104e+02 -224.172324
3.352924e+02 2.359833e+02 -229.672732
3.352924e+02 2.652948e+02 -223.520760
3.352924e+02 2.982471e+02 -225.332813
3.352924e+02 3.352924e+02 -224.430877
3.352924e+02 3.769391e+02 -225.337132
3.352924e+02 4.237587e+02 -236.407042
3.352924e+02 4.763938e+02 -224.113355
3.352924e+02 5.355667e+02 -235.790687
3.352924e+02 6.020894e+02 -226.163848
3.352924e+02 6.768750e+02 -220.398258
3.352924e+02 7.609497e+02 -221.474838
3.352924e+02 8.554673e+02 -225.068993
3.352924e+02 9.617249e+02 -217.701979
3.352924e+02 1.081181e+03 -217.002801
3.352924e+02 1.215474e+03 -220.500974
3.352924e+02 1.366448e+03 -218.895413
3.352924e+02 1.536175e+03 -215.480450
3.352924e+02 1.726983e+03 -216.790956
3.352924e+02 1.941492e+03 -216.657426
3.352924e+02 2.182645e+03 -214.596319
3.352924e+02 2.453751e+03 -213.671851
3.352924e+02 2.758532e+03 -214.544335
3.352924e+02 3.101169e+03 -213.394247
3.352924e+02 3.486365e+03 -214.842926
3.352924e+02 3.919407e+03 -215.775333
3.352924e+02 4.406236e+03 -213.451226
3.352924e+02 4.953535e+03 -214.709477
3.352924e+02 5.568814e+03 -214.515608
3.352924e+02 6.260517e+03 -212.927721
3.352924e+02 7.038136e+03 -211.897117
3.352924e+02 7.912343e+03 -213.524110
3.352924e+02 8.895135e+03 -214.042813
3.352924e+02 1.000000e+04 -214.262518

3.769391e+02 1.000000e+01 -230.804867
3.769391e+02 1.124210e+01 -230.770364
3.769391e+02 1.263848e+01 -229.603377
3.769391e+02 1.420831e+01 -230.974123
3.769391e+02 1.597312e+01 -227.786328
3.769391e+02 1.795714e+01 -227.339249
3.769391e+02 2.018760e+01 -230.029689
3.769391e+02 2.269511e+01 -228.331518
3.769391e+02 2.551407e+01 -228.861129
3.769391e+02 2.868317e+01 -228.998109
3.769391e+02 3.224591e+01 -230.081300
3.769391e+02 3.625117e+01 -228.909357
3.769391e+02 4.075393e+01 -227.482803
3.769391e+02 4.581598e+01 -226.745317
3.769391e+02 5.150678e+01 -227.147264
3.769391e+02 5.790444e+01 -225.634258
3.769391e+02 6.509675e+01 -224.692393
3.769391e+02 7.318242e+01 -223.591859
3.769391e+02 8.227241e+01 -222.642759
3.769391e+02 9.249147e+01 -221.856030
3.769391e+02 1.039798e+02 -223.459103
3.769391e+02 1.168952e+02 -221.845422
3.769391e+02 1.314147e+02 -219.524172
3.769391e+02 1.477378e+02 -220.717703
3.769391e+02 1.660883e+02 -221.335536
3.769391e+02 1.867181e+02 -221.396727
3.769391e+02 2.099104e+02 -227.486299
3.769391e+02 2.359833e+02 -237.085411
3.769391e+02 2.652948e+02 -223.072660
