x_by_lambda_0 z_by_lambda_0 rel_err_db rel_time
1.477377652599e+01 2.099103720109e+02 -2.632092556214e+02 4.290896263e+01
1.477377652599e+01 2.453751106640e+02 -2.015384412943e+02 4.088587110e+01
1.477377652599e+01 2.868316813342e+02 -2.483469463051e+02 4.288322714e+01
1.477377652599e+01 3.352924149250e+02 -2.337176808900e+02 4.098565625e+01
1.477377652599e+01 3.919406774847e+02 -2.498533336842e+02 4.539457000e+01
1.477377652599e+01 4.581597669054e+02 -1.979111683048e+02 3.244318365e+01
1.477377652599e+01 5.355666917707e+02 -2.264934032350e+02 3.628027078e+01
1.477377652599e+01 6.260516572015e+02 -2.348931059744e+02 3.516634362e+01
1.477377652599e+01 7.318242219076e+02 -2.320396119205e+02 3.457915873e+01
1.477377652599e+01 8.554672535566e+02 -2.267078128583e+02 3.300797147e+01
1.477377652599e+01 1.000000000000e+03 -2.104259823489e+02 2.809107927e+01

1.726983290659e+01 1.000000000000e-01 -2.169088152706e+02 1.413535123e+01
1.726983290659e+01 1.168951816499e-01 -2.176937853141e+02 1.412535770e+01
1.726983290659e+01 1.366448349295e-01 -2.185950765458e+02 1.412978979e+01
1.726983290659e+01 1.597312280060e-01 -2.196851257881e+02 1.422340206e+01
1.726983290659e+01 1.867181091292e-01 -2.209313419276e+02 1.417698738e+01
1.726983290659e+01 2.182644728397e-01 -2.224243867388e+02 1.419908883e+01
1.726983290659e+01 2.551406520031e-01 -2.241643508944e+02 1.416448645e+01
1.726983290659e+01 2.982471286217e-01 -2.261976584025e+02 1.426551967e+01
1.726983290659e+01 3.486365227678e-01 -2.286073285962e+02 1.420040596e+01
1.726983290659e+01 4.075392965872e-01 -2.314793224742e+02 1.415735569e+01
1.726983290659e+01 4.763938010401e-01 -2.347545117068e+02 1.420979311e+01
1.726983290659e+01 5.568813990945e-01 -2.387223902896e+02 1.420009482e+01
1.726983290659e+01 6.509675230458e-01 -2.434170480995e+02 1.420312248e+01
1.726983290659e+01 7.609496685460e-01 -2.491186141985e+02 1.426785947e+01
1.726983290659e+01 8.895134973108e-01 -2.560114099516e+02 1.429199074e+01
1.726983290659e+01 1.039798418481e+00 -2.645073443889e+02 1.426045831e+01
1.726983290659e+01 1.215474250076e+00 -2.727750297494e+02 1.423043621e+01
1.726983290659e+01 1.420830832534e+00 -2.757756202228e+02 1.422552577e+01
1.726983290659e+01 1.660882782628e+00 -2.746317241038e+02 1.416787646e+01
1.726983290659e+01 1.941491945744e+00 -2.768600376848e+02 1.410870208e+01
1.726983290659e+01 2.269510536695e+00 -2.815055617983e+02 1.410442945e+01
1.726983290659e+01 2.652948464432e+00 -2.795783586201e+02 1.415231955e+01
1.726983290659e+01 3.101168926575e+00 -2.879456136259e+02 1.420784010e+01
1.726983290659e+01 3.625117049989e+00 -2.856296481023e+02 1.403705082e+01
1.726983290659e+01 4.237587160604e+00 -2.937150655415e+02 1.406092642e+01
1.726983290659e+01 4.953535208959e+00 -2.769919749239e+02 1.318359438e+01
1.726983290659e+01 5.790443980602e+00 -2.824229931781e+02 1.301477090e+01
1.726983290659e+01 6.768750009459e+00 -2.928193278086e+02 1.416495860e+01
1.726983290659e+01 7.912342618981e+00 -2.795826390563e+02 1.388190379e+01
1.726983290659e+01 9.249147277217e+00 -2.722733878488e+02 1.342503825e+01
1.726983290659e+01 1.081180751077e+01 -2.746253545385e+02 1.347812822e+01
1.726983290659e+01 1.263848202934e+01 -2.788112053486e+02 1.429797972e+01
1.726983290659e+01 1.477377652599e+01 -2.765608955184e+02 1.425790590e+01
1.726983290659e+01 1.726983290659e+01 -2.818156090416e+02 1.611269189e+01
1.726983290659e+01 2.018760254679e+01 -2.862330014368e+02 1.701077566e+01
1.726983290659e+01 2.359833466782e+01 -2.797648128951e+02 1.701356822e+01
1.726983290659e+01 2.758531617629e+01 -2.750439560113e+02 1.884438975e+01
1.726983290659e+01 3.224590545296e+01 -2.837273363880e+02 1.976490785e+01
1.726983290659e+01 3.769390975388e+01 -2.676128253604e+02 2.153767699e+01
1.726983290659e+01 4.406236427774e+01 -2.791554370487e+02 2.345879022e+01
1.726983290659e+01 5.150678076168e+01 -2.889028923165e+02 2.656961097e+01
1.726983290659e+01 6.020894493336e+01 -2.676183620960e+02 2.850477504e+01
1.726983290659e+01 7.038135554932e+01 -2.698364275946e+02 3.035259749e+01
1.726983290659e+01 8.227241341700e+01 -2.682320551094e+02 3.301444385e+01
1.726983290659e+01 9.617248711153e+01 -2.665324126124e+02 3.225177920e+01
1.726983290659e+01 1.124210035062e+02 -2.703525129436e+02 3.701085752e+01
1.726983290659e+01 1.314147362612e+02 -2.715128543649e+02 3.973676194e+01
1.726983290659e+01 1.536174946672e+02 -2.656987578293e+02 4.382107979e+01
1.726983290659e+01 1.795714494372e+02 -2.139150956007e+02 4.112886178e+01
1.726983290659e+01 2.099103720109e+02 -2.469149606680e+02 4.523644691e+01
1.726983290659e+01 2.453751106640e+02 -2.590344859284e+02 4.728094623e+01
1.726983290659e+01 2.868316813342e+02 -2.096709922974e+02 4.298965265e+01
1.726983290659e+01 3.352924149250e+02 -2.304739523589e+02 4.519420011e+01
1.726983290659e+01 3.919406774847e+02 -2.322159847918e+02 4.458645514e+01
1.726983290659e+01 4.581597669054e+02 -2.285198824419e+02 4.328525145e+01
1.726983290659e+01 5.355666917707e+02 -1.914479371299e+02 3.605580920e+01
1.726983290659e+01 6.260516572015e+02 -2.381987752700e+02 3.720970077e+01
1.726983290659e+01 7.318242219076e+02 -2.333056071746e+02 3.758851638e+01
1.726983290659e+01 8.554672535566e+02 -2.283212861525e+02 3.498753709e+01
1.726983290659e+01 1.000000000000e+03 -2.254295142536e+02 3.346951972e+01

2.018760254679e+01 1.000000000000e-01 -2.240736288748e+02 1.500234562e+01
2.018760254679e+01 1.168951816499e-01 -2.247966368468e+02 1.500371164e+01
2.018760254679e+01 1.366448349295e-01 -2.256908316383e+02 1.505749140e+01
2.018760254679e+01 1.597312280060e-01 -2.266712467716e+02 1.504240354e+01
2.018760254679e+01 1.867181091292e-01 -2.278837711989e+02 1.498242103e+01
2.018760254679e+01 2.182644728397e-01 -2.293192108639e+02 1.506915007e+01
2.018760254679e+01 2.551406520031e-01 -2.309064993943e+02 1.497714667e+01
2.018760254679e+01 2.982471286217e-01 -2.328372001757e+02 1.503248256e+01
2.018760254679e+01 3.486365227678e-01 -2.350972932942e+02 1.506885987e+01
2.018760254679e+01 4.075392965872e-01 -2.377504655111e+02 1.505134336e+01
2.018760254679e+01 4.763938010401e-01 -2.409643647509e+02 1.504495090e+01
2.018760254679e+01 5.568813990945e-01 -2.445836099308e+02 1.502093291e+01
2.018760254679e+01 6.509675230458e-01 -2.492041860691e+02 1.511542741e+01
2.018760254679e+01 7.609496685460e-01 -2.543814301774e+02 1.506905502e+01
2.018760254679e+01 8.895134973108e-01 -2.612844655495e+02 1.507655705e+01
2.018760254679e+01 1.039798418481e+00 -2.677385249352e+02 1.509585935e+01
2.018760254679e+01 1.215474250076e+00 -2.769435289439e+02 1.507290089e+01
2.018760254679e+01 1.420830832534e+00 -2.713123338792e+02 1.494703379e+01
2.018760254679e+01 1.660882782628e+00 -2.763859422703e+02 1.498360237e+01
2.018760254679e+01 1.941491945744e+00 -2.783966298285e+02 1.505672828e+01
2.018760254679e+01 2.269510536695e+00 -2.739734205008e+02 1.496285956e+01
2.018760254679e+01 2.652948464432e+00 -2.721846785914e+02 1.500653096e+01
2.018760254679e+01 3.101168926575e+00 -2.702934364735e+02 1.494886226e+01
2.018760254679e+01 3.625117049989e+00 -2.780601441468e+02 1.493823829e+01
2.018760254679e+01 4.237587160604e+00 -2.734480963327e+02 1.483273458e+01
2.018760254679e+01 4.953535208959e+00 -2.758770320223e+02 1.488632385e+01
2.018760254679e+01 5.790443980602e+00 -2.855570304663e+02 1.497076779e+01
2.018760254679e+01 6.768750009459e+00 -2.792439217027e+02 1.382311427e+01
2.018760254679e+01 7.912342618981e+00 -2.976556319904e+02 1.387971258e+01
2.018760254679e+01 9.249147277217e+00 -2.728524213546e+02 1.353698991e+01
2.018760254679e+01 1.081180751077e+01 -2.858682928430e+02 1.399035564e+01
2.018760254679e+01 1.263848202934e+01 -2.722984958618e+02 1.497342728e+01
2.018760254679e+01 1.477377652599e+01 -2.802901953121e+02 1.578443207e+01
2.018760254679e+01 1.726983290659e+01 -2.860201775076e+02 1.668549152e+01
2.018760254679e+01 2.018760254679e+01 -2.778748688080e+02 1.773480079e+01
2.018760254679e+01 2.359833466782e+01 -2.769599179578e+02 1.759827209e+01
2.018760254679e+01 2.758531617629e+01 -2.776719316322e+02 1.848167963e+01
2.018760254679e+01 3.224590545296e+01 -2.762457410929e+02 2.032060764e+01
2.018760254679e+01 3.769390975388e+01 -2.707447043373e+02 2.340605563e+01
2.018760254679e+01 4.406236427774e+01 -2.688025776877e+02 2.431041315e+01
2.018760254679e+01 5.150678076168e+01 -2.702606544287e+02 2.721709107e+01
2.018760254679e+01 6.020894493336e+01 -2.774460524869e+02 2.894710634e+01
2.018760254679e+01 7.038135554932e+01 -2.841119917733e+02 3.077225780e+01
2.018760254679e+01 8.227241341700e+01 -2.633523127651e+02 3.340749885e+01
2.018760254679e+01 9.617248711153e+01 -2.653251558509e+02 3.637967029e+01
2.018760254679e+01 1.124210035062e+02 -2.569079117796e+02 3.822241663e+01
2.018760254679e+01 1.314147362612e+02 -2.740187836687e+02 4.004385607e+01
2.018760254679e+01 1.536174946672e+02 -2.698607146701e+02 4.283431165e+01
2.018760254679e+01 1.795714494372e+02 -2.572564332951e+02 4.766512581e+01
2.018760254679e+01 2.099103720109e+02 -2.612502280024e+02 4.809616895e+01
2.018760254679e+01 2.453751106640e+02 -2.399172620253e+02 4.879240858e+01
2.018760254679e+01 2.868316813342e+02 -2.513950394267e+02 4.865512180e+01
2.018760254679e+01 3.352924149250e+02 -1.959158976718e+02 4.526992033e+01
2.018760254679e+01 3.919406774847e+02 -2.312577836767e+02 4.613814922e+01
2.018760254679e+01 4.581597669054e+02 -2.341023101150e+02 4.677321840e+01
2.018760254679e+01 5.355666917707e+02 -1.642155048821e+02 3.537318472e+01
2.018760254679e+01 6.260516572015e+02 -2.165976779173e+02 3.707462383e+01
2.018760254679e+01 7.318242219076e+02 -2.325246268779e+02 3.948588282e+01
2.018760254679e+01 8.554672535566e+02 -2.342982595500e+02 3.979183052e+01
2.018760254679e+01 1.000000000000e+03 -2.300498938912e+02 4.349829607e+01

2.359833466782e+01 1.000000000000e-01 -2.306036360161e+02 1.486168551e+01
2.359833466782e+01 1.168951816499e-01 -2.313129323894e+02 1.479970771e+01
2.359833466782e+01 1.366448349295e-01 -2.321615120746e+02 1.493092985e+01
2.359833466782e+01 1.597312280060e-01 -2.330804839642e+02 1.491087684e+01
2.359833466782e+01 1.867181091292e-01 -2.341973610674e+02 1.486089717e+01
2.359833466782e+01 2.182644728397e-01 -2.355543251753e+02 1.486760892e+01
2.359833466782e+01 2.551406520031e-01 -2.372011747066e+02 1.489652960e+01
2.359833466782e+01 2.982471286217e-01 -2.390551304012e+02 1.488810615e+01
2.359833466782e+01 3.486365227678e-01 -2.413327358734e+02 1.488368997e+01
2.359833466782e+01 4.075392965872e-01 -2.437690628020e+02 1.489253125e+01
2.359833466782e+01 4.763938010401e-01 -2.466888828206e+02 1.485744663e+01
2.359833466782e+01 5.568813990945e-01 -2.507300649945e+02 1.494294234e+01
2.359833466782e+01 6.509675230458e-01 -2.377928866168e+02 1.475514244e+01
2.359833466782e+01 7.609496685460e-01 -2.425022927101e+02 1.479146506e+01
2.359833466782e+01 8.895134973108e-01 -2.482327117152e+02 1.480639851e+01
2.359833466782e+01 1.039798418481e+00 -2.558870632060e+02 1.478929208e+01
2.359833466782e+01 1.215474250076e+00 -2.628887238489e+02 1.473969727e+01
2.359833466782e+01 1.420830832534e+00 -2.784741634452e+02 1.477668290e+01
2.359833466782e+01 1.660882782628e+00 -2.759937048036e+02 1.479030660e+01
2.359833466782e+01 1.941491945744e+00 -2.780543695926e+02 1.483377160e+01
2.359833466782e+01 2.269510536695e+00 -2.763905750256e+02 1.479455169e+01
2.359833466782e+01 2.652948464432e+00 -2.754551093483e+02 1.480487033e+01
2.359833466782e+01 3.101168926575e+00 -2.742299405850e+02 1.481670707e+01
2.359833466782e+01 3.625117049989e+00 -2.744216517792e+02 1.480911153e+01
2.359833466782e+01 4.237587160604e+00 -2.833932479681e+02 1.469053270e+01
2.359833466782e+01 4.953535208959e+00 -2.889496591101e+02 1.472396422e+01
2.359833466782e+01 5.790443980602e+00 -2.945879490650e+02 1.476333117e+01
2.359833466782e+01 6.768750009459e+00 -2.723922367775e+02 1.457882624e+01
2.359833466782e+01 7.912342618981e+00 -2.789407917755e+02 1.637540503e+01
2.359833466782e+01 9.249147277217e+00 -2.731634956487e+02 1.587576351e+01
2.359833466782e+01 1.081180751077e+01 -2.849019613160e+02 1.648017783e+01
2.359833466782e+01 1.263848202934e+01 -2.795020468620e+02 1.655073038e+01
2.359833466782e+01 1.477377652599e+01 -2.887803492460e+02 1.744309869e+01
2.359833466782e+01 1.726983290659e+01 -2.819951069896e+02 1.829915292e+01
2.359833466782e+01 2.018760254679e+01 -2.750750142699e+02 1.954327723e+01
2.359833466782e+01 2.359833466782e+01 -2.818182857672e+02 2.134604635e+01
2.359833466782e+01 2.758531617629e+01 -3.048785777850e+02 2.139282339e+01
2.359833466782e+01 3.224590545296e+01 -2.770519156325e+02 2.224595045e+01
2.359833466782e+01 3.769390975388e+01 -2.706934727733e+02 2.500359952e+01
2.359833466782e+01 4.406236427774e+01 -2.757279662673e+02 2.677821342e+01
2.359833466782e+01 5.150678076168e+01 -2.701764331416e+02 2.861686326e+01
2.359833466782e+01 6.020894493336e+01 -2.764964305454e+02 3.048367725e+01
2.359833466782e+01 7.038135554932e+01 -2.777222723607e+02 3.304013822e+01
2.359833466782e+01 8.227241341700e+01 -2.694013819094e+02 3.599012713e+01
2.359833466782e+01 9.617248711153e+01 -2.739404584016e+02 4.036406721e+01
2.359833466782e+01 1.124210035062e+02 -2.632064265254e+02 4.123116015e+01
2.359833466782e+01 1.314147362612e+02 -2.656202078137e+02 4.677399937e+01
2.359833466782e+01 1.536174946672e+02 -2.498096219806e+02 4.660501837e+01
2.359833466782e+01 1.795714494372e+02 -2.609140398995e+02 5.274478695e+01
2.359833466782e+01 2.099103720109e+02 -2.656619788477e+02 5.616916877e+01
2.359833466782e+01 2.453751106640e+02 -2.004018247207e+02 5.380808809e+01
2.359833466782e+01 2.868316813342e+02 -2.430606734986e+02 6.098720655e+01
2.359833466782e+01 3.352924149250e+02 -2.489226465059e+02 7.195745175e+01
2.359833466782e+01 3.919406774847e+02 -2.009425457914e+02 5.616101806e+01
2.359833466782e+01 4.581597669054e+02 -2.313040871499e+02 6.413675255e+01
2.359833466782e+01 5.355666917707e+02 -2.296376277519e+02 6.525428233e+01
2.359833466782e+01 6.260516572015e+02 -2.439084529108e+02 6.329066973e+01
2.359833466782e+01 7.318242219076e+02 -1.918077163197e+02 5.083832008e+01
2.359833466782e+01 8.554672535566e+02 -2.244422563532e+02 5.570952037e+01
2.359833466782e+01 1.000000000000e+03 -2.330594759988e+02 5.444266339e+01

2.758531617629e+01 1.000000000000e-01 -2.256447909138e+02 1.669681110e+01
2.758531617629e+01 1.168951816499e-01 -2.262918333684e+02 1.674570913e+01
2.758531617629e+01 1.366448349295e-01 -2.270951948754e+02 1.672246785e+01
2.758531617629e+01 1.597312280060e-01 -2.280165667709e+02 1.678406700e+01
2.758531617629e+01 1.867181091292e-01 -2.290702384978e+02 1.672220675e+01
2.758531617629e+01 2.182644728397e-01 -2.303314453334e+02 1.682245240e+01
2.758531617629e+01 2.551406520031e-01 -2.317584566299e+02 1.674249176e+01
2.758531617629e+01 2.982471286217e-01 -2.334960614091e+02 1.674627246e+01
2.758531617629e+01 3.486365227678e-01 -2.355420408462e+02 1.677273849e+01
2.758531617629e+01 4.075392965872e-01 -2.379468841729e+02 1.680785919e+01
2.758531617629e+01 4.763938010401e-01 -2.407656256440e+02 1.679523605e+01
2.758531617629e+01 5.568813990945e-01 -2.440046445258e+02 1.677168517e+01
2.758531617629e+01 6.509675230458e-01 -2.479860000356e+02 1.680016434e+01
2.758531617629e+01 7.609496685460e-01 -2.526068671456e+02 1.681746282e+01
2.758531617629e+01 8.895134973108e-01 -2.585696709634e+02 1.685213077e+01
2.758531617629e+01 1.039798418481e+00 -2.647229325764e+02 1.684093106e+01
2.758531617629e+01 1.215474250076e+00 -2.768058768012e+02 1.680954411e+01
2.758531617629e+01 1.420830832534e+00 -2.761870624002e+02 1.603469938e+01
2.758531617629e+01 1.660882782628e+00 -2.759756063201e+02 1.602404903e+01
2.758531617629e+01 1.941491945744e+00 -2.709093364939e+02 1.602280716e+01
2.758531617629e+01 2.269510536695e+00 -2.736499912137e+02 1.596317149e+01
2.758531617629e+01 2.652948464432e+00 -2.798571774393e+02 1.600138347e+01
2.758531617629e+01 3.101168926575e+00 -2.725596317117e+02 1.602220659e+01
2.758531617629e+01 3.625117049989e+00 -2.744062921426e+02 1.584461205e+01
2.758531617629e+01 4.237587160604e+00 -2.739161324476e+02 1.585989080e+01
2.758531617629e+01 4.953535208959e+00 -2.747919175618e+02 1.671560944e+01
2.758531617629e+01 5.790443980602e+00 -2.760459494011e+02 1.846232224e+01
2.758531617629e+01 6.768750009459e+00 -2.687978424141e+02 1.855750421e+01
2.758531617629e+01 7.912342618981e+00 -2.673665182787e+02 1.748902609e+01
2.758531617629e+01 9.249147277217e+00 -2.888022190784e+02 1.791925994e+01
2.758531617629e+01 1.081180751077e+01 -2.741780117373e+02 1.763133465e+01
2.758531617629e+01 1.263848202934e+01 -2.796670383664e+02 1.859026260e+01
2.758531617629e+01 1.477377652599e+01 -2.792562229422e+02 1.853723820e+01
2.758531617629e+01 1.726983290659e+01 -2.772457109093e+02 1.943565989e+01
2.758531617629e+01 2.018760254679e+01 -2.749673062684e+02 1.941262733e+01
2.758531617629e+01 2.359833466782e+01 -2.791756187120e+02 2.030291112e+01
2.758531617629e+01 2.758531617629e+01 -2.726374333084e+02 2.307670215e+01
2.758531617629e+01 3.224590545296e+01 -2.805123456250e+02 2.486107486e+01
2.758531617629e+01 3.769390975388e+01 -2.684001194574e+02 2.581329300e+01
2.758531617629e+01 4.406236427774e+01 -2.806127064223e+02 2.750633621e+01
2.758531617629e+01 5.150678076168e+01 -2.778605219402e+02 2.920859004e+01
2.758531617629e+01 6.020894493336e+01 -2.681402854795e+02 3.206291590e+01
2.758531617629e+01 7.038135554932e+01 -2.740176669902e+02 3.470673131e+01
2.758531617629e+01 8.227241341700e+01 -2.586583630037e+02 3.815102647e+01
2.758531617629e+01 9.617248711153e+01 -2.758398224952e+02 4.088775815e+01
2.758531617629e+01 1.124210035062e+02 -2.626946103911e+02 4.440252478e+01
2.758531617629e+01 1.314147362612e+02 -2.376394699264e+02 4.457085788e+01
2.758531617629e+01 1.536174946672e+02 -2.644846596683e+02 5.212773164e+01
2.758531617629e+01 1.795714494372e+02 -2.575442382471e+02 5.405727026e+01
2.758531617629e+01 2.099103720109e+02 -2.644155078748e+02 6.194577641e+01
2.758531617629e+01 2.453751106640e+02 -2.569650375790e+02 6.900162246e+01
2.758531617629e+01 2.868316813342e+02 -2.115380588753e+02 6.482862644e+01
2.758531617629e+01 3.352924149250e+02 -2.451300054589e+02 7.111937648e+01
2.758531617629e+01 3.919406774847e+02 -2.438514240710e+02 7.316934801e+01
2.758531617629e+01 4.581597669054e+02 -2.003991110764e+02 6.964856019e+01
2.758531617629e+01 5.355666917707e+02 -2.395102536168e+02 7.431894755e+01
2.758531617629e+01 6.260516572015e+02 -2.294376503712e+02 7.495391431e+01
2.758531617629e+01 7.318242219076e+02 -2.311063589153e+02 6.978850374e+01
2.758531617629e+01 8.554672535566e+02 -1.914973585253e+02 5.664244978e+01
2.758531617629e+01 1.000000000000e+03 -2.307583378930e+02 6.374951388e+01

3.224590545296e+01 1.000000000000e-01 -2.330680838043e+02 2.036293902e+01
3.224590545296e+01 1.168951816499e-01 -2.336951105566e+02 2.032871179e+01
3.224590545296e+01 1.366448349295e-01 -2.345109730611e+02 2.035874631e+01
3.224590545296e+01 1.597312280060e-01 -2.352729641226e+02 2.035592582e+01
3.224590545296e+01 1.867181091292e-01 -2.365177962937e+02 2.045872155e+01
3.224590545296e+01 2.182644728397e-01 -2.376134466367e+02 2.039717943e+01
3.224590545296e+01 2.551406520031e-01 -2.390144067322e+02 2.042276246e+01
3.224590545296e+01 2.982471286217e-01 -2.406439001106e+02 2.039806244e+01
3.224590545296e+01 3.486365227678e-01 -2.426065616326e+02 2.043884584e+01
3.224590545296e+01 4.075392965872e-01 -2.447202207698e+02 2.043835973e+01
3.224590545296e+01 4.763938010401e-01 -2.470773016319e+02 2.037478623e+01
3.224590545296e+01 5.568813990945e-01 -2.505831969688e+02 2.045161912e+01
3.224590545296e+01 6.509675230458e-01 -2.545894051936e+02 2.035879752e+01
3.224590545296e+01 7.609496685460e-01 -2.580358278353e+02 2.135506726e+01
3.224590545296e+01 8.895134973108e-01 -2.614632588898e+02 2.132141810e+01
3.224590545296e+01 1.039798418481e+00 -2.653816028990e+02 2.132828348e+01
3.224590545296e+01 1.215474250076e+00 -2.839285793190e+02 2.132279924e+01
3.224590545296e+01 1.420830832534e+00 -2.822224760229e+02 2.138713508e+01
3.224590545296e+01 1.660882782628e+00 -2.715762262792e+02 2.138078297e+01
3.224590545296e+01 1.941491945744e+00 -2.758203195323e+02 2.147912606e+01
3.224590545296e+01 2.269510536695e+00 -2.724267214018e+02 2.052322887e+01
3.224590545296e+01 2.652948464432e+00 -2.742003864644e+02 2.047713116e+01
3.224590545296e+01 3.101168926575e+00 -2.757241101171e+02 2.118220780e+01
3.224590545296e+01 3.625117049989e+00 -2.737330570652e+02 2.122974292e+01
3.224590545296e+01 4.237587160604e+00 -2.834496940051e+02 2.123229533e+01
3.224590545296e+01 4.953535208959e+00 -2.780326774999e+02 2.123570513e+01
3.224590545296e+01 5.790443980602e+00 -2.792468974255e+02 2.131707447e+01
3.224590545296e+01 6.768750009459e+00 -2.760006842330e+02 2.042272483e+01
3.224590545296e+01 7.912342618981e+00 -2.815856660143e+02 2.028615773e+01
3.224590545296e+01 9.249147277217e+00 -2.803006764580e+02 1.959016096e+01
3.224590545296e+01 1.081180751077e+01 -2.774389362433e+02 1.929389797e+01
3.224590545296e+01 1.263848202934e+01 -2.700841451821e+02 1.927687766e+01
3.224590545296e+01 1.477377652599e+01 -2.765996823283e+02 2.113151156e+01
3.224590545296e+01 1.726983290659e+01 -2.872639864228e+02 2.112158903e+01
3.224590545296e+01 2.018760254679e+01 -2.837312985622e+02 2.201192442e+01
3.224590545296e+01 2.359833466782e+01 -2.869611147374e+02 2.196333986e+01
3.224590545296e+01 2.758531617629e+01 -2.729659041151e+02 2.298413854e+01
3.224590545296e+01 3.224590545296e+01 -2.706232140221e+02 2.567040404e+01
3.224590545296e+01 3.769390975388e+01 -2.685337040274e+02 2.646377671e+01
3.224590545296e+01 4.406236427774e+01 -2.672194934713e+02 3.004009050e+01
3.224590545296e+01 5.150678076168e+01 -2.679691850103e+02 3.170333741e+01
3.224590545296e+01 6.020894493336e+01 -2.721642868575e+02 3.354400466e+01
3.224590545296e+01 7.038135554932e+01 -2.793326855318e+02 3.612081582e+01
3.224590545296e+01 8.227241341700e+01 -2.614293208079e+02 4.054716112e+01
3.224590545296e+01 9.617248711153e+01 -2.681952272878e+02 4.140326928e+01
3.224590545296e+01 1.124210035062e+02 -2.677436339651e+02 4.844615545e+01
3.224590545296e+01 1.314147362612e+02 -2.607900052858e+02 5.152405989e+01
3.224590545296e+01 1.536174946672e+02 -2.741779779724e+02 5.607749592e+01
3.224590545296e+01 1.795714494372e+02 -2.718973815162e+02 6.207650429e+01
3.224590545296e+01 2.099103720109e+02 -2.627803043253e+02 6.312168796e+01
3.224590545296e+01 2.453751106640e+02 -2.601280670774e+02 6.852503717e+01
3.224590545296e+01 2.868316813342e+02 -2.532458257081e+02 7.381688863e+01
3.224590545296e+01 3.352924149250e+02 -2.441324009898e+02 7.757722590e+01
3.224590545296e+01 3.919406774847e+02 -2.510532473129e+02 8.196070016e+01
3.224590545296e+01 4.581597669054e+02 -2.368050937946e+02 8.200174118e+01
3.224590545296e+01 5.355666917707e+02 -2.103277940669e+02 7.524350395e+01
3.224590545296e+01 6.260516572015e+02 -2.267618169183e+02 8.111725743e+01
3.224590545296e+01 7.318242219076e+02 -2.289180924146e+02 7.865988443e+01
3.224590545296e+01 8.554672535566e+02 -1.619120265759e+02 5.876324116e+01
3.224590545296e+01 1.000000000000e+03 -1.915906458181e+02 6.387143152e+01

3.769390975388e+01 1.000000000000e-01 -2.236010104644e+02 2.279520075e+01
3.769390975388e+01 1.168951816499e-01 -2.241818222674e+02 2.261176000e+01
3.769390975388e+01 1.366448349295e-01 -2.249253709131e+02 2.271628333e+01
3.769390975388e+01 1.597312280060e-01 -2.438055823274e+02 2.292372733e+01
3.769390975388e+01 1.867181091292e-01 -2.452014352076e+02 2.285215249e+01
3.769390975388e+01 2.182644728397e-01 -2.463108223300e+02 2.290189667e+01
3.769390975388e+01 2.551406520031e-01 -2.479422529202e+02 2.290694562e+01
3.769390975388e+01 2.982471286217e-01 -2.492266638571e+02 2.289441947e+01
3.769390975388e+01 3.486365227678e-01 -2.514509787267e+02 2.289238422e+01
3.769390975388e+01 4.075392965872e-01 -2.531488589399e+02 2.292662735e+01
3.769390975388e+01 4.763938010401e-01 -2.564429755191e+02 2.301173587e+01
3.769390975388e+01 5.568813990945e-01 -2.605211230115e+02 2.301562869e+01
3.769390975388e+01 6.509675230458e-01 -2.642345056205e+02 2.306691424e+01
3.769390975388e+01 7.609496685460e-01 -2.675045790545e+02 2.290555943e+01
3.769390975388e+01 8.895134973108e-01 -2.745301460321e+02 2.310312046e+01
3.769390975388e+01 1.039798418481e+00 -2.807616742707e+02 2.297765452e+01
3.769390975388e+01 1.215474250076e+00 -2.849531545319e+02 2.298052544e+01
3.769390975388e+01 1.420830832534e+00 -2.722449789233e+02 2.302419490e+01
3.769390975388e+01 1.660882782628e+00 -2.800436327176e+02 2.294212529e+01
3.769390975388e+01 1.941491945744e+00 -2.780936079206e+02 2.290501046e+01
3.769390975388e+01 2.269510536695e+00 -2.681444838435e+02 2.286770398e+01
3.769390975388e+01 2.652948464432e+00 -2.707914063817e+02 2.285893912e+01
3.769390975388e+01 3.101168926575e+00 -2.754029946059e+02 2.292640466e+01
3.769390975388e+01 3.625117049989e+00 -2.879096824958e+02 2.288799093e+01
3.769390975388e+01 4.237587160604e+00 -2.727371298721e+02 2.202118858e+01
3.769390975388e+01 4.953535208959e+00 -2.759526998512e+02 2.212860650e+01
3.769390975388e+01 5.790443980602e+00 -2.753828589830e+02 2.207805303e+01
3.769390975388e+01 6.768750009459e+00 -2.678147166652e+02 2.211662583e+01
3.769390975388e+01 7.912342618981e+00 -2.908491626045e+02 2.209240105e+01
3.769390975388e+01 9.249147277217e+00 -2.882227710876e+02 2.128738330e+01
3.769390975388e+01 1.081180751077e+01 -2.782912663318e+02 2.007075817e+01
3.769390975388e+01 1.263848202934e+01 -2.836933933024e+02 2.102528857e+01
3.769390975388e+01 1.477377652599e+01 -2.716251020293e+02 2.191100448e+01
3.769390975388e+01 1.726983290659e+01 -2.661771167915e+02 2.094485887e+01
3.769390975388e+01 2.018760254679e+01 -2.701865620360e+02 2.279614699e+01
3.769390975388e+01 2.359833466782e+01 -2.674762403013e+02 2.364957782e+01
3.769390975388e+01 2.758531617629e+01 -2.694686219516e+02 2.449496153e+01
3.769390975388e+01 3.224590545296e+01 -2.677998892542e+02 2.719850921e+01
