x_by_lambda_0 z_by_lambda_0 g1_1 g1_2 g1_3 g2_1 g2_2 g2_3
3.474576e+00 4.152542e+00 -2.058298e-02 -1.419185e-01 -1.515728e+00 7.718769e-03 1.031805e-03 6.975421e-05
3.474576e+00 4.322034e+00 -2.238592e-02 -1.590548e-01 -1.931390e+00 8.475452e-03 1.218465e-03 1.032466e-04
3.474576e+00 4.491525e+00 -9.743905e-03 -7.035351e-02 -1.013690e+00 3.819914e-03 6.272565e-04 6.706839e-05
3.474576e+00 4.661017e+00 9.057985e-03 6.951449e-02 7.353891e-01 -3.096832e-03 -3.059644e-04 -6.125438e-06
3.474576e+00 4.830508e+00 2.127598e-02 1.645696e-01 2.101164e+00 -7.602893e-03 -9.469527e-04 -6.414247e-05
3.474576e+00 5.000000e+00 1.844079e-02 1.441871e-01 2.001181e+00 -6.681492e-03 -8.890862e-04 -7.065041e-05

3.644068e+00 -5.000000e+00 3.089137e-03 4.893769e-04 5.030224e-05 3.089137e-03 4.893769e-04 5.030224e-05
3.644068e+00 -4.830508e+00 7.597027e-03 1.043921e-03 8.475910e-05 7.597027e-03 1.043921e-03 8.475910e-05
3.644068e+00 -4.661017e+00 7.030463e-03 9.029557e-04 6.051099e-05 7.030463e-03 9.029557e-04 6.051099e-05
3.644068e+00 -4.491525e+00 1.654432e-03 1.095097e-04 -1.359932e-05 1.654432e-03 1.095097e-04 -1.359932e-05
3.644068e+00 -4.322034e+00 -5.085349e-03 -8.491393e-04 -9.213891e-05 -5.085349e-03 -8.491393e-04 -9.213891e-05
3.644068e+00 -4.152542e+00 -8.894456e-03 -1.351363e-03 -1.204547e-04 -8.894456e-03 -1.351363e-03 -1.204547e-04
3.644068e+00 -3.983051e+00 -7.358688e-03 -1.034839e-03 -7.006552e-05 -7.358688e-03 -1.034839e-03 -7.006552e-05
3.644068e+00 -3.813559e+00 -1.323743e-03 -2.426476e-05 4.018609e-05 -1.323743e-03 -2.426476e-05 4.018609e-05
3.644068e+00 -3.644068e+00 5.778788e-03 1.136937e-03 1.506983e-04 5.778788e-03 1.136937e-03 1.506983e-04
3.644068e+00 -3.474576e+00 1.003279e-02 1.794134e-03 1.922493e-04 1.003279e-02 1.794134e-03 1.922493e-04
3.644068e+00 -3.305085e+00 9.192380e-03 1.538896e-03 1.245320e-04 9.192380e-03 1.538896e-03 1.245320e-04
3.644068e+00 -3.135593e+00 3.699137e-03 4.192448e-04 -3.869412e-05 3.699137e-03 4.192448e-04 -3.869412e-05
3.644068e+00 -2.966102e+00 -3.802120e-03 -1.092151e-03 -2.307696e-04 -3.802120e-03 -1.092151e-03 -2.307696e-04
3.644068e+00 -2.796610e+00 -9.949414e-03 -2.329722e-03 -3.587133e-04 -9.949414e-03 -2.329722e-03 -3.587133e-04
3.644068e+00 -2.627119e+00 -1.224072e-02 -2.732541e-03 -3.423304e-04 -1.224072e-02 -2.732541e-03 -3.423304e-04
3.644068e+00 -2.457627e+00 -9.946671e-03 -2.065142e-03 -1.485078e-04 -9.946671e-03 -2.065142e-03 -1.485078e-04
3.644068e+00 -2.288136e+00 -4.098366e-03 -4.803504e-04 1.926629e-04 -4.098366e-03 -4.803504e-04 1.926629e-04
3.644068e+00 -2.118644e+00 3.221358e-03 1.572242e-03 5.941719e-04 3.221358e-03 1.572242e-03 5.941719e-04
3.644068e+00 -1.949153e+00 9.811872e-03 3.525684e-03 9.357480e-04 9.811872e-03 3.525684e-03 9.357480e-04
3.644068e+00 -1.779661e+00 1.408645e-02 4.878084e-03 1.094314e-03 1.408645e-02 4.878084e-03 1.094314e-03
3.644068e+00 -1.610169e+00 1.539018e-02 5.314398e-03 9.702161e-04 1.539018e-02 5.314398e-03 9.702161e-04
3.644068e+00 -1.440678e+00 1.392408e-02 4.743745e-03 5.016744e-04 1.392408e-02 4.743745e-03 5.016744e-04
3.644068e+00 -1.271186e+00 1.043529e-02 3.264606e-03 -3.351216e-04 1.043529e-02 3.264606e-03 -3.351216e-04
3.644068e+00 -1.101695e+00 5.858254e-03 1.089989e-03 -1.538662e-03 5.858254e-03 1.089989e-03 -1.538662e-03
3.644068e+00 -9.322034e-01 1.036811e-03 -1.533407e-03 -3.103812e-03 1.036811e-03 -1.533407e-03 -3.103812e-03
3.644068e+00 -7.627119e-01 -3.421694e-03 -4.387742e-03 -5.048913e-03 -3.421694e-03 -4.387742e-03 -5.048913e-03
3.644068e+00 -5.932203e-01 -7.171977e-03 -7.316915e-03 -7.445917e-03 -7.171977e-03 -7.316915e-03 -7.445917e-03
3.644068e+00 -4.237288e-01 -1.007807e-02 -1.022842e-02 -1.045179e-02 -1.007807e-02 -1.022842e-02 -1.045179e-02
3.644068e+00 -2.542373e-01 -1.212715e-02 -1.306746e-02 -1.433681e-02 -1.212715e-02 -1.306746e-02 -1.433681e-02
3.644068e+00 -8.474576e-02 -1.334278e-02 -1.576665e-02 -1.949553e-02 -1.334278e-02 -1.576665e-02 -1.949553e-02
3.644068e+00 8.474576e-02 -1.371630e-02 -1.817326e-02 -2.640462e-02 1.334278e-02 1.576665e-02 1.949553e-02
3.644068e+00 2.542373e-01 -1.316525e-02 -1.995777e-02 -3.545650e-02 1.212715e-02 1.306746e-02 1.433681e-02
3.644068e+00 4.237288e-01 -1.152532e-02 -2.051815e-02 -4.655911e-02 1.007807e-02 1.022842e-02 1.045179e-02
3.644068e+00 5.932203e-01 -8.583751e-03 -1.891707e-02 -5.839081e-02 7.171977e-03 7.316915e-03 7.445917e-03
3.644068e+00 7.627119e-01 -4.163126e-03 -1.392419e-02 -6.731782e-02 3.421694e-03 4.387742e-03 5.048913e-03
3.644068e+00 9.322034e-01 1.741220e-03 -4.266189e-03 -6.632787e-02 -1.036811e-03 1.533407e-03 3.103812e-03
3.644068e+00 1.101695e+00 8.786895e-03 1.081926e-02 -4.493524e-02 -5.858254e-03 -1.089989e-03 1.538662e-03
3.644068e+00 1.271186e+00 1.612431e-02 3.072375e-02 8.378740e-03 -1.043529e-02 -3.264606e-03 3.351216e-04
3.644068e+00 1.440678e+00 2.234242e-02 5.251848e-02 9.970949e-02 -1.392408e-02 -4.743745e-03 -5.016744e-04
3.644068e+00 1.610169e+00 2.563453e-02 7.043630e-02 2.195443e-01 -1.539018e-02 -5.314398e-03 -9.702161e-04
3.644068e+00 1.779661e+00 2.426653e-02 7.653797e-02 3.330390e-01 -1.408645e-02 -4.878084e-03 -1.094314e-03
3.644068e+00 1.949153e+00 1.731527e-02 6.318301e-02 3.795398e-01 -9.811872e-03 -3.525684e-03 -9.357480e-04
3.644068e+00 2.118644e+00 5.456725e-03 2.716985e-02 2.913110e-01 -3.221358e-03 -1.572242e-03 -5.941719e-04
3.644068e+00 2.288136e+00 -8.601042e-03 -2.592167e-02 3.407490e-02 4.098366e-03 4.803504e-04 -1.926629e-04
3.644068e+00 2.457627e+00 -2.048828e-02 -7.993544e-02 -3.451784e-01 9.946671e-03 2.065142e-03 1.485078e-04
3.644068e+00 2.627119e+00 -2.556305e-02 -1.117471e-01 -6.965737e-01 1.224072e-02 2.732541e-03 3.423304e-04
3.644068e+00 2.796610e+00 -2.101420e-02 -1.010663e-01 -8.087439e-01 9.949414e-03 2.329722e-03 3.587133e-04
3.644068e+00 2.966102e+00 -7.765014e-03 -4.318017e-02 -5.219402e-01 3.802120e-03 1.092151e-03 2.307696e-04
3.644068e+00 3.135593e+00 9.030834e-03 4.257202e-02 1.343744e-01 -3.699137e-03 -4.192448e-04 3.869412e-05
3.644068e+00 3.305085e+00 2.171326e-02 1.163526e-01 8.763124e-01 -9.192380e-03 -1.538896e-03 -1.245320e-04
3.644068e+00 3.474576e+00 2.373797e-02 1.359546e-01 1.262273e+00 -1.003279e-02 -1.794134e-03 -1.922493e-04
3.644068e+00 3.644068e+00 1.351137e-02 8.240026e-02 9.503938e-01 -5.778788e-03 -1.136937e-03 -1.506983e-04
3.644068e+00 3.813559e+00 -3.927970e-03 -2.240458e-02 -2.000760e-02 1.323743e-03 2.426476e-05 -4.018609e-05
3.644068e+00 3.983051e+00 -1.898172e-02 -1.209802e-01 -1.138881e+00 7.358688e-03 1.034839e-03 7.006552e-05
3.644068e+00 4.152542e+00 -2.277855e-02 -1.512993e-01 -1.668872e+00 8.894456e-03 1.351363e-03 1.204547e-04
3.644068e+00 4.322034e+00 -1.278744e-02 -8.775854e-02 -1.136330e+00 5.085349e-03 8.491393e-04 9.213891e-05
3.644068e+00 4.491525e+00 4.978728e-03 3.550155e-02 2.505705e-01 -1.654432e-03 -1.095097e-04 1.359932e-05
3.644068e+00 4.661017e+00 1.921695e-02 1.399320e-01 1.614726e+00 -7.030463e-03 -9.029557e-04 -6.051099e-05
3.644068e+00 4.830508e+00 2.053891e-02 1.526503e-01 1.953203e+00 -7.597027e-03 -1.043921e-03 -8.475910e-05
3.644068e+00 5.000000e+00 8.014302e-03 5.965806e-02 8.919313e-01 -3.089137e-03 -4.893769e-04 -5.030224e-05

3.813559e+00 -5.000000e+00 -1.723705e-03 -1.363262e-04 5.603685e-06 -1.723705e-03 -1.363262e-04 5.603685e-06
3.813559e+00 -4.830508e+00 4.556767e-03 7.157344e-04 7.227891e-05 4.556767e-03 7.157344e-04 7.227891e-05
3.813559e+00 -4.661017e+00 8.061053e-03 1.156584e-03 9.725583e-05 8.061053e-03 1.156584e-03 9.725583e-05
3.813559e+00 -4.491525e+00 6.435620e-03 8.559545e-04 5.619724e-05 6.435620e-03 8.559545e-04 5.619724e-05
3.813559e+00 -4.322034e+00 6.226235e-04 -4.810197e-05 -3.304572e-05 6.226235e-04 -4.810197e-05 -3.304572e-05
3.813559e+00 -4.152542e+00 -5.855017e-03 -1.027861e-03 -1.179986e-04 -5.855017e-03 -1.027861e-03 -1.179986e-04
3.813559e+00 -3.983051e+00 -9.140697e-03 -1.483770e-03 -1.416125e-04 -9.140697e-03 -1.483770e-03 -1.416125e-04
3.813559e+00 -3.813559e+00 -7.314558e-03 -1.098734e-03 -7.707363e-05 -7.314558e-03 -1.098734e-03 -7.707363e-05
3.813559e+00 -3.644068e+00 -1.354035e-03 -2.040295e-05 5.305486e-05 -1.354035e-03 -2.040295e-05 5.305486e-05
3.813559e+00 -3.474576e+00 5.601886e-03 1.219564e-03 1.845040e-04 5.601886e-03 1.219564e-03 1.845040e-04
3.813559e+00 -3.305085e+00 1.005532e-02 1.985458e-03 2.419210e-04 1.005532e-02 1.985458e-03 2.419210e-04
3.813559e+00 -3.135593e+00 9.910746e-03 1.853965e-03 1.766657e-04 9.910746e-03 1.853965e-03 1.766657e-04
3.813559e+00 -2.966102e+00 5.307916e-03 8.067423e-04 -6.790807e-06 5.307916e-03 8.067423e-04 -6.790807e-06
3.813559e+00 -2.796610e+00 -1.713914e-03 -7.770200e-04 -2.477760e-04 -1.713914e-03 -7.770200e-04 -2.477760e-04
3.813559e+00 -2.627119e+00 -8.335589e-03 -2.297543e-03 -4.500048e-04 -8.335589e-03 -2.297543e-03 -4.500048e-04
3.813559e+00 -2.457627e+00 -1.219376e-02 -3.179207e-03 -5.160174e-04 -1.219376e-02 -3.179207e-03 -5.160174e-04
3.813559e+00 -2.288136e+00 -1.217670e-02 -3.072042e-03 -3.812029e-04 -1.217670e-02 -3.072042e-03 -3.812029e-04
3.813559e+00 -2.118644e+00 -8.564152e-03 -1.940587e-03 -3.534740e-05 -8.564152e-03 -1.940587e-03 -3.534740e-05
3.813559e+00 -1.949153e+00 -2.632291e-03 -3.141150e-05 4.738026e-04 -2.632291e-03 -3.141150e-05 4.738026e-04
3.813559e+00 -1.779661e+00 3.974978e-03 2.241453e-03 1.053172e-03 3.974978e-03 2.241453e-03 1.053172e-03
3.813559e+00 -1.610169e+00 9.812995e-03 4.435000e-03 1.586355e-03 9.812995e-03 4.435000e-03 1.586355e-03
3.813559e+00 -1.440678e+00 1.396911e-02 6.190250e-03 1.956663e-03 1.396911e-02 6.190250e-03 1.956663e-03
3.813559e+00 -1.271186e+00 1.613434e-02 7.294176e-03 2.064536e-03 1.613434e-02 7.294176e-03 2.064536e-03
3.813559e+00 -1.101695e+00 1.648701e-02 7.689760e-03 1.835960e-03 1.648701e-02 7.689760e-03 1.835960e-03
3.813559e+00 -9.322034e-01 1.549495e-02 7.449824e-03 1.222149e-03 1.549495e-02 7.449824e-03 1.222149e-03
3.813559e+00 -7.627119e-01 1.372528e-02 6.735876e-03 1.937127e-04 1.372528e-02 6.735876e-03 1.937127e-04
3.813559e+00 -5.932203e-01 1.171059e-02 5.760458e-03 -1.265014e-03 1.171059e-02 5.760458e-03 -1.265014e-03
3.813559e+00 -4.237288e-01 9.882024e-03 4.764544e-03 -3.153081e-03 9.882024e-03 4.764544e-03 -3.153081e-03
3.813559e+00 -2.542373e-01 8.555401e-03 4.013996e-03 -5.428958e-03 8.555401e-03 4.013996e-03 -5.428958e-03
3.813559e+00 -8.474576e-02 7.946822e-03 3.812239e-03 -7.946927e-03 7.946822e-03 3.812239e-03 -7.946927e-03
3.813559e+00 8.474576e-02 8.194638e-03 4.519824e-03 -1.032934e-02 -7.946822e-03 -3.812239e-03 7.946927e-03
3.813559e+00 2.542373e-01 9.369853e-03 6.563768e-03 -1.175252e-02 -8.555401e-03 -4.013996e-03 5.428958e-03
3.813559e+00 4.237288e-01 1.146356e-02 1.040992e-02 -1.065221e-02 -9.882024e-03 -4.764544e-03 3.153081e-03
3.813559e+00 5.932203e-01 1.434750e-02 1.646263e-02 -4.436223e-03 -1.171059e-02 -5.760458e-03 1.265014e-03
3.813559e+00 7.627119e-01 1.771383e-02 2.485592e-02 1.055188e-02 -1.372528e-02 -6.735876e-03 -1.937127e-04
3.813559e+00 9.322034e-01 2.101423e-02 3.512486e-02 3.836734e-02 -1.549495e-02 -7.449824e-03 -1.222149e-03
3.813559e+00 1.101695e+00 2.343574e-02 4.581088e-02 8.152882e-02 -1.648701e-02 -7.689760e-03 -1.835960e-03
3.813559e+00 1.271186e+00 2.396474e-02 5.416649e-02 1.375054e-01 -1.613434e-02 -7.294176e-03 -2.064536e-03
3.813559e+00 1.440678e+00 2.158823e-02 5.624978e-02 1.943025e-01 -1.396911e-02 -6.190250e-03 -1.956663e-03
3.813559e+00 1.610169e+00 1.564764e-02 4.775031e-02 2.275859e-01 -9.812995e-03 -4.435000e-03 -1.586355e-03
3.813559e+00 1.779661e+00 6.285254e-03 2.573395e-02 2.035548e-01 -3.974978e-03 -2.241453e-03 -1.053172e-03
3.813559e+00 1.949153e+00 -5.179481e-03 -8.966347e-03 9.170378e-02 2.632291e-03 3.141150e-05 -4.738026e-04
3.813559e+00 2.118644e+00 -1.618910e-02 -4.968736e-02 -1.125270e-01 8.564152e-03 1.940587e-03 3.534740e-05
3.813559e+00 2.288136e+00 -2.343581e-02 -8.376782e-02 -3.638729e-01 1.217670e-02 3.072042e-03 3.812029e-04
3.813559e+00 2.457627e+00 -2.395678e-02 -9.574102e-02 -5.600953e-01 1.219376e-02 3.179207e-03 5.160174e-04
3.813559e+00 2.627119e+00 -1.656673e-02 -7.405081e-02 -5.709104e-01 8.335589e-03 2.297543e-03 4.500048e-04
3.813559e+00 2.796610e+00 -2.999089e-03 -1.907430e-02 -3.072934e-01 1.713914e-03 7.770200e-04 2.477760e-04
3.813559e+00 2.966102e+00 1.202080e-02 5.206848e-02 1.954238e-01 -5.307916e-03 -8.067423e-04 6.790807e-06
3.813559e+00 3.135593e+00 2.225708e-02 1.087492e-01 7.370619e-01 -9.910746e-03 -1.853965e-03 -1.766657e-04
3.813559e+00 3.305085e+00 2.272583e-02 1.197641e-01 1.011311e+00 -1.005532e-02 -1.985458e-03 -2.419210e-04
3.813559e+00 3.474576e+00 1.254340e-02 7.148762e-02 7.710385e-01 -5.601886e-03 -1.219564e-03 -1.845040e-04
3.813559e+00 3.644068e+00 -3.829327e-03 -1.897850e-02 2.359383e-02 1.354035e-03 2.040295e-05 -5.305486e-05
3.813559e+00 3.813559e+00 -1.816454e-02 -1.064690e-01 -8.829882e-01 7.314558e-03 1.098734e-03 7.707363e-05
3.813559e+00 3.983051e+00 -2.260547e-02 -1.396267e-01 -1.395771e+00 9.140697e-03 1.483770e-03 1.416125e-04
3.813559e+00 4.152542e+00 -1.432904e-02 -9.251857e-02 -1.092972e+00 5.855017e-03 1.027861e-03 1.179986e-04
3.813559e+00 4.322034e+00 2.170958e-03 1.362792e-02 -2.620723e-02 -6.226235e-04 4.810197e-05 3.304572e-05
3.813559e+00 4.491525e+00 1.712885e-02 1.165581e-01 1.199260e+00 -6.435620e-03 -8.559545e-04 -5.619724e-05
3.813559e+00 4.661017e+00 2.124471e-02 1.489648e-01 1.747494e+00 -8.061053e-03 -1.156584e-03 -9.725583e-05
3.813559e+00 4.830508e+00 1.177383e-02 8.431192e-02 1.130867e+00 -4.556767e-03 -7.157344e-04 -7.227891e-05
3.813559e+00 5.000000e+00 -5.194308e-03 -3.939652e-02 -3.538391e-01 1.723705e-03 1.363262e-04 -5.603685e-06

3.983051e+00 -5.000000e+00 -5.876452e-03 -7.525133e-04 -4.911143e-05 -5.876452e-03 -7.525133e-04 -4.911143e-05
3.983051e+00 -4.830508e+00 -4.220688e-04 4.934037e-05 2.457715e-05 -4.220688e-04 4.934037e-05 2.457715e-05
3.983051e+00 -4.661017e+00 5.557052e-03 9.019167e-04 9.396959e-05 5.557052e-03 9.019167e-04 9.396959e-05
3.983051e+00 -4.491525e+00 8.283596e-03 1.252260e-03 1.104298e-04 8.283596e-03 1.252260e-03 1.104298e-04
3.983051e+00 -4.322034e+00 6.034615e-03 8.383495e-04 5.412369e-05 6.034615e-03 8.383495e-04 5.412369e-05
3.983051e+00 -4.152542e+00 8.661592e-05 -1.467536e-04 -5.056328e-05 8.661592e-05 -1.467536e-04 -5.056328e-05
3.983051e+00 -3.983051e+00 -6.183091e-03 -1.164259e-03 -1.456551e-04 -6.183091e-03 -1.164259e-03 -1.456551e-04
3.983051e+00 -3.813559e+00 -9.318844e-03 -1.634193e-03 -1.706261e-04 -9.318844e-03 -1.634193e-03 -1.706261e-04
3.983051e+00 -3.644068e+00 -7.658815e-03 -1.252090e-03 -9.664512e-05 -7.658815e-03 -1.252090e-03 -9.664512e-05
3.983051e+00 -3.474576e+00 -2.054605e-03 -1.461358e-04 5.452558e-05 -2.054605e-03 -1.461358e-04 5.452558e-05
3.983051e+00 -3.305085e+00 4.776376e-03 1.192949e-03 2.168009e-04 4.776376e-03 1.192949e-03 2.168009e-04
3.983051e+00 -3.135593e+00 9.723707e-03 2.152070e-03 3.079141e-04 9.723707e-03 2.152070e-03 3.079141e-04
3.983051e+00 -2.966102e+00 1.072304e-02 2.272966e-03 2.658487e-04 1.072304e-02 2.272966e-03 2.658487e-04
3.983051e+00 -2.796610e+00 7.494895e-03 1.436466e-03 7.724923e-05 7.494895e-03 1.436466e-03 7.724923e-05
3.983051e+00 -2.627119e+00 1.394590e-03 -1.119431e-04 -2.134874e-04 1.394590e-03 -1.119431e-04 -2.134874e-04
3.983051e+00 -2.457627e+00 -5.366052e-03 -1.879822e-03 -5.165188e-04 -5.366052e-03 -1.879822e-03 -5.165188e-04
3.983051e+00 -2.288136e+00 -1.065592e-02 -3.317011e-03 -7.237185e-04 -1.065592e-02 -3.317011e-03 -7.237185e-04
3.983051e+00 -2.118644e+00 -1.311218e-02 -3.992213e-03 -7.396269e-04 -1.311218e-02 -3.992213e-03 -7.396269e-04
3.983051e+00 -1.949153e+00 -1.238900e-02 -3.697741e-03 -5.056575e-04 -1.238900e-02 -3.697741e-03 -5.056575e-04
3.983051e+00 -1.779661e+00 -9.006957e-03 -2.464540e-03 -1.122800e-05 -9.006957e-03 -2.464540e-03 -1.122800e-05
3.983051e+00 -1.610169e+00 -3.978891e-03 -5.055618e-04 7.091478e-04 -3.978891e-03 -5.055618e-04 7.091478e-04
3.983051e+00 -1.440678e+00 1.592212e-03 1.876203e-03 1.589497e-03 1.592212e-03 1.876203e-03 1.589497e-03
3.983051e+00 -1.271186e+00 6.808513e-03 4.379017e-03 2.551507e-03 6.808513e-03 4.379017e-03 2.551507e-03
3.983051e+00 -1.101695e+00 1.111709e-02 6.769294e-03 3.524304e-03 1.111709e-02 6.769294e-03 3.524304e-03
3.983051e+00 -9.322034e-01 1.431384e-02 8.915834e-03 4.462212e-03 1.431384e-02 8.915834e-03 4.462212e-03
3.983051e+00 -7.627119e-01 1.646405e-02 1.079525e-02 5.360607e-03 1.646405e-02 1.079525e-02 5.360607e-03
3.983051e+00 -5.932203e-01 1.779374e-02 1.247836e-02 6.272834e-03 1.779374e-02 1.247836e-02 6.272834e-03
3.983051e+00 -4.237288e-01 1.858913e-02 1.410757e-02 7.333247e-03 1.858913e-02 1.410757e-02 7.333247e-03
3.983051e+00 -2.542373e-01 1.912145e-02 1.587098e-02 8.792176e-03 1.912145e-02 1.587098e-02 8.792176e-03
3.983051e+00 -8.474576e-02 1.959790e-02 1.797371e-02 1.106615e-02 1.959790e-02 1.797371e-02 1.106615e-02
3.983051e+00 8.474576e-02 2.013135e-02 2.060017e-02 1.479740e-02 -1.959790e-02 -1.797371e-02 -1.106615e-02
3.983051e+00 2.542373e-01 2.071973e-02 2.385699e-02 2.089506e-02 -1.912145e-02 -1.587098e-02 -8.792176e-03
3.983051e+00 4.237288e-01 2.122989e-02 2.768497e-02 3.049032e-02 -1.858913e-02 -1.410757e-02 -7.333247e-03
3.983051e+00 5.932203e-01 2.138787e-02 3.173600e-02 4.468275e-02 -1.779374e-02 -1.247836e-02 -6.272834e-03
3.983051e+00 7.627119e-01 2.078636e-02 3.523077e-02 6.390935e-02 -1.646405e-02 -1.079525e-02 -5.360607e-03
3.983051e+00 9.322034e-01 1.892811e-02 3.685026e-02 8.680105e-02 -1.431384e-02 -8.915834e-03 -4.462212e-03
3.983051e+00 1.101695e+00 1.532632e-02 3.476217e-02 1.086115e-01 -1.111709e-02 -6.769294e-03 -3.524304e-03
3.983051e+00 1.271186e+00 9.674246e-03 2.692087e-02 1.198061e-01 -6.808513e-03 -4.379017e-03 -2.551507e-03
3.983051e+00 1.440678e+00 2.069453e-03 1.176168e-02 1.061258e-01 -1.592212e-03 -1.876203e-03 -1.589497e-03
3.983051e+00 1.610169e+00 -6.765974e-03 -1.071812e-02 5.197502e-02 3.978891e-03 5.055618e-04 -7.091478e-04
3.983051e+00 1.779661e+00 -1.537745e-02 -3.776445e-02 -5.148610e-02 9.006957e-03 2.464540e-03 1.122800e-05
3.983051e+00 1.949153e+00 -2.171683e-02 -6.317307e-02 -1.945300e-01 1.238900e-02 3.697741e-03 5.056575e-04
3.983051e+00 2.118644e+00 -2.362718e-02 -7.793630e-02 -3.385690e-01 1.311218e-02 3.992213e-03 7.396269e-04
3.983051e+00 2.288136e+00 -1.964654e-02 -7.287720e-02 -4.167858e-01 1.065592e-02 3.317011e-03 7.237185e-04
3.983051e+00 2.457627e+00 -9.902372e-03 -4.308431e-02 -3.550205e-01 5.366052e-03 1.879822e-03 5.165188e-04
3.983051e+00 2.627119e+00 3.325609e-03 7.404447e-03 -1.137683e-01 -1.394590e-03 1.119431e-04 2.134874e-04
3.983051e+00 2.796610e+00 1.584488e-02 6.345509e-02 2.645667e-01 -7.494895e-03 -1.436466e-03 -7.724923e-05
3.983051e+00 2.966102e+00 2.283606e-02 1.020469e-01 6.354617e-01 -1.072304e-02 -2.272966e-03 -2.658487e-04
3.983051e+00 3.135593e+00 2.092080e-02 1.016267e-01 7.922272e-01 -9.723707e-03 -2.152070e-03 -3.079141e-04
3.983051e+00 3.305085e+00 1.015179e-02 5.457520e-02 5.720856e-01 -4.776376e-03 -1.192949e-03 -2.168009e-04
3.983051e+00 3.474576e+00 -5.246245e-03 -2.394170e-02 -1.550554e-02 2.054605e-03 1.461358e-04 -5.452558e-05
3.983051e+00 3.644068e+00 -1.822582e-02 -9.805145e-02 -7.246188e-01 7.658815e-03 1.252090e-03 9.664512e-05
3.983051e+00 3.813559e+00 -2.217524e-02 -1.269405e-01 -1.152056e+00 9.318844e-03 1.634193e-03 1.706261e-04
3.983051e+00 3.983051e+00 -1.462727e-02 -8.845300e-02 -9.619503e-01 6.183091e-03 1.164259e-03 1.456551e-04
3.983051e+00 4.152542e+00 7.603980e-04 3.037180e-03 -1.418833e-01 -8.661592e-05 1.467536e-04 5.056328e-05
3.983051e+00 4.322034e+00 1.558066e-02 9.844426e-02 8.950005e-01 -6.034615e-03 -8.383495e-04 -5.412369e-05
3.983051e+00 4.491525e+00 2.120188e-02 1.394601e-01 1.493332e+00 -8.283596e-03 -1.252260e-03 -1.104298e-04
3.983051e+00 4.661017e+00 1.406666e-02 9.553875e-02 1.171630e+00 -5.557052e-03 -9.019167e-04 -9.396959e-05
3.983051e+00 4.830508e+00 -1.620519e-03 -1.140835e-02 1.385013e-02 4.220688e-04 -4.934037e-05 -2.457715e-05
3.983051e+00 5.000000e+00 -1.601560e-02 -1.149162e-01 -1.277414e+00 5.876452e-03 7.525133e-04 4.911143e-05

4.152542e+00 -5.000000e+00 -7.549325e-03 -1.081679e-03 -9.024744e-05 -7.549325e-03 -1.081679e-03 -9.024744e-05
4.152542e+00 -4.830508e+00 -5.231928e-03 -6.886006e-04 -4.297932e-05 -5.231928e-03 -6.886006e-04 -4.297932e-05
4.152542e+00 -4.661017e+00 4.890669e-04 1.969260e-04 4.298620e-05 4.890669e-04 1.969260e-04 4.298620e-05
4.152542e+00 -4.491525e+00 6.162288e-03 1.053441e-03 1.163184e-04 6.162288e-03 1.053441e-03 1.163184e-04
4.152542e+00 -4.322034e+00 8.426862e-03 1.354369e-03 1.271669e-04 8.426862e-03 1.354369e-03 1.271669e-04
4.152542e+00 -4.152542e+00 5.957904e-03 8.778222e-04 5.782698e-05 5.957904e-03 8.778222e-04 5.782698e-05
4.152542e+00 -3.983051e+00 9.078040e-05 -1.659162e-04 -6.372048e-05 9.078040e-05 -1.659162e-04 -6.372048e-05
4.152542e+00 -3.813559e+00 -6.076466e-03 -1.249313e-03 -1.753457e-04 -6.076466e-03 -1.249313e-03 -1.753457e-04
4.152542e+00 -3.644068e+00 -9.423092e-03 -1.805672e-03 -2.113862e-04 -9.423092e-03 -1.805672e-03 -2.113862e-04
4.152542e+00 -3.474576e+00 -8.357663e-03 -1.512860e-03 -1.364837e-04 -8.357663e-03 -1.512860e-03 -1.364837e-04
4.152542e+00 -3.305085e+00 -3.424367e-03 -4.410976e-04 3.414066e-05 -3.424367e-03 -4.410976e-04 3.414066e-05
4.152542e+00 -3.135593e+00 3.176054e-03 9.908859e-04 2.372629e-04 3.176054e-03 9.908859e-04 2.372629e-04
4.152542e+00 -2.966102e+00 8.731687e-03 2.208109e-03 3.852228e-04 8.731687e-03 2.208109e-03 3.852228e-04
4.152542e+00 -2.796610e+00 1.118680e-02 2.716407e-03 3.996214e-04 1.118680e-02 2.716407e-03 3.996214e-04
4.152542e+00 -2.627119e+00 9.824260e-03 2.279765e-03 2.412326e-04 9.824260e-03 2.279765e-03 2.412326e-04
4.152542e+00 -2.457627e+00 5.292580e-03 9.786982e-04 -7.457767e-05 5.292580e-03 9.786982e-04 -7.457767e-05
4.152542e+00 -2.288136e+00 -8.722104e-04 -8.495138e-04 -4.806815e-04 -8.722104e-04 -8.495138e-04 -4.806815e-04
4.152542e+00 -2.118644e+00 -6.917051e-03 -2.743071e-03 -8.759157e-04 -6.917051e-03 -2.743071e-03 -8.759157e-04
4.152542e+00 -1.949153e+00 -1.143954e-02 -4.259541e-03 -1.149883e-03 -1.143954e-02 -4.259541e-03 -1.149883e-03
4.152542e+00 -1.779661e+00 -1.368848e-02 -5.082616e-03 -1.206207e-03 -1.368848e-02 -5.082616e-03 -1.206207e-03
