x_by_lambda_0 z_by_lambda_0 g1_1 g1_2 g1_3 g2_1 g2_2 g2_3

-2.288136e+00 -5.000000e+00 -8.169682e-03 -8.221201e-04 -4.483741e-05 -8.169682e-03 -8.221201e-04 -4.483741e-05
-2.288136e+00 -4.830508e+00 -4.617373e-03 -4.045059e-04 -1.573099e-05 -4.617373e-03 -4.045059e-04 -1.573099e-05
-2.288136e+00 -4.661017e+00 3.238535e-03 4.176745e-04 3.188078e-05 3.238535e-03 4.176745e-04 3.188078e-05
-2.288136e+00 -4.491525e+00 8.765080e-03 9.463885e-04 5.646026e-05 8.765080e-03 9.463885e-04 5.646026e-05
-2.288136e+00 -4.322034e+00 7.090722e-03 6.912110e-04 3.255446e-05 7.090722e-03 6.912110e-04 3.255446e-05
-2.288136e+00 -4.152542e+00 -7.269821e-04 -1.966043e-04 -2.493446e-05 -7.269821e-04 -1.966043e-04 -2.493446e-05
-2.288136e+00 -3.983051e+00 -8.473942e-03 -1.015778e-03 -6.944341e-05 -8.473942e-03 -1.015778e-03 -6.944341e-05
-2.288136e+00 -3.813559e+00 -9.798208e-03 -1.068666e-03 -5.944872e-05 -9.798208e-03 -1.068666e-03 -5.944872e-05
-2.288136e+00 -3.644068e+00 -3.318616e-03 -2.329439e-04 5.512870e-06 -3.318616e-03 -2.329439e-04 5.512870e-06
-2.288136e+00 -3.474576e+00 6.256743e-03 9.075329e-04 7.924670e-05 6.256743e-03 9.075329e-04 7.924670e-05
-2.288136e+00 -3.305085e+00 1.174641e-02 1.480646e-03 1.006380e-04 1.174641e-02 1.480646e-03 1.006380e-04
-2.288136e+00 -3.135593e+00 8.883960e-03 9.755418e-04 4.069207e-05 8.883960e-03 9.755418e-04 4.069207e-05
-2.288136e+00 -2.966102e+00 -6.289742e-04 -3.606541e-04 -6.993264e-05 -6.289742e-04 -3.606541e-04 -6.993264e-05
-2.288136e+00 -2.796610e+00 -1.046371e-02 -1.662591e-03 -1.548230e-04 -1.046371e-02 -1.662591e-03 -1.548230e-04
-2.288136e+00 -2.627119e+00 -1.410556e-02 -2.013502e-03 -1.403242e-04 -1.410556e-02 -2.013502e-03 -1.403242e-04
-2.288136e+00 -2.457627e+00 -9.075600e-03 -1.043713e-03 -7.951714e-06 -9.075600e-03 -1.043713e-03 -7.951714e-06
-2.288136e+00 -2.288136e+00 1.812950e-03 8.250738e-04 1.830347e-04 1.812950e-03 8.250738e-04 1.830347e-04
-2.288136e+00 -2.118644e+00 1.255642e-02 2.614013e-03 3.181199e-04 1.255642e-02 2.614013e-03 3.181199e-04
-2.288136e+00 -1.949153e+00 1.761352e-02 3.318683e-03 2.836887e-04 1.761352e-02 3.318683e-03 2.836887e-04
-2.288136e+00 -1.779661e+00 1.469885e-02 2.409409e-03 2.768192e-05 1.469885e-02 2.409409e-03 2.768192e-05
-2.288136e+00 -1.610169e+00 5.338823e-03 4.377565e-05 -4.040887e-04 5.338823e-03 4.377565e-05 -4.040887e-04
-2.288136e+00 -1.440678e+00 -6.577793e-03 -3.063010e-03 -8.691655e-04 -6.577793e-03 -3.063010e-03 -8.691655e-04
-2.288136e+00 -1.271186e+00 -1.698524e-02 -5.979130e-03 -1.160152e-03 -1.698524e-02 -5.979130e-03 -1.160152e-03
-2.288136e+00 -1.101695e+00 -2.328446e-02 -7.908674e-03 -1.045595e-03 -2.328446e-02 -7.908674e-03 -1.045595e-03
-2.288136e+00 -9.322034e-01 -2.486221e-02 -8.407189e-03 -2.948157e-04 -2.486221e-02 -8.407189e-03 -2.948157e-04
-2.288136e+00 -7.627119e-01 -2.266117e-02 -7.420555e-03 1.335384e-03 -2.266117e-02 -7.420555e-03 1.335384e-03
-2.288136e+00 -5.932203e-01 -1.835568e-02 -5.202140e-03 4.171025e-03 -1.835568e-02 -5.202140e-03 4.171025e-03
-2.288136e+00 -4.237288e-01 -1.363688e-02 -2.207251e-03 8.767280e-03 -1.363688e-02 -2.207251e-03 8.767280e-03
-2.288136e+00 -2.542373e-01 -9.839825e-03 9.390074e-04 1.613406e-02 -9.839825e-03 9.390074e-04 1.613406e-02
-2.288136e+00 -8.474576e-02 -7.885327e-03 3.335514e-03 2.792874e-02 -7.885327e-03 3.335514e-03 2.792874e-02
-2.288136e+00 8.474576e-02 -8.373246e-03 3.555383e-03 4.609478e-02 7.885327e-03 -3.335514e-03 -2.792874e-02
-2.288136e+00 2.542373e-01 -1.164502e-02 -6.278388e-04 7.057578e-02 9.839825e-03 -9.390074e-04 -1.613406e-02
-2.288136e+00 4.237288e-01 -1.768281e-02 -1.218970e-02 9.316617e-02 1.363688e-02 2.207251e-03 -8.767280e-03
-2.288136e+00 5.932203e-01 -2.580839e-02 -3.387388e-02 8.801142e-02 1.835568e-02 5.202140e-03 -4.171025e-03
-2.288136e+00 7.627119e-01 -3.429509e-02 -6.572761e-02 7.831723e-03 2.266117e-02 7.420555e-03 -1.335384e-03
-2.288136e+00 9.322034e-01 -4.019891e-02 -1.015042e-01 -1.948616e-01 2.486221e-02 8.407189e-03 2.948157e-04
-2.288136e+00 1.101695e+00 -3.984367e-02 -1.261875e-01 -5.088824e-01 2.328446e-02 7.908674e-03 1.045595e-03
-2.288136e+00 1.271186e+00 -3.025800e-02 -1.186273e-01 -7.957290e-01 1.698524e-02 5.979130e-03 1.160152e-03
-2.288136e+00 1.440678e+00 -1.130145e-02 -6.227951e-02 -7.926760e-01 6.577793e-03 3.063010e-03 8.691655e-04
-2.288136e+00 1.610169e+00 1.261621e-02 3.859804e-02 -2.651249e-01 -5.338823e-03 -4.377565e-05 4.040887e-04
-2.288136e+00 1.779661e+00 3.282902e-02 1.480474e-01 7.316119e-01 -1.469885e-02 -2.409409e-03 -2.768192e-05
-2.288136e+00 1.949153e+00 3.974587e-02 2.067998e-01 1.691762e+00 -1.761352e-02 -3.318683e-03 -2.836887e-04
-2.288136e+00 2.118644e+00 2.834806e-02 1.648069e-01 1.851405e+00 -1.255642e-02 -2.614013e-03 -3.181199e-04
-2.288136e+00 2.288136e+00 2.740189e-03 2.262975e-02 7.530151e-01 -1.812950e-03 -8.250738e-04 -1.830347e-04
-2.288136e+00 2.457627e+00 -2.405051e-02 -1.501569e-01 -1.193823e+00 9.075600e-03 1.043713e-03 7.951714e-06
-2.288136e+00 2.627119e+00 -3.655871e-02 -2.453290e-01 -2.721300e+00 1.410556e-02 2.013502e-03 1.403242e-04
-2.288136e+00 2.796610e+00 -2.667925e-02 -1.874381e-01 -2.517346e+00 1.046371e-02 1.662591e-03 1.548230e-04
-2.288136e+00 2.966102e+00 -2.251280e-04 1.040866e-03 -3.627570e-01 6.289742e-04 3.606541e-04 6.993264e-05
-2.288136e+00 3.135593e+00 2.548158e-02 1.978228e-01 2.382552e+00 -8.883960e-03 -9.755418e-04 -4.069207e-05
-2.288136e+00 3.305085e+00 3.284586e-02 2.594521e-01 3.592388e+00 -1.174641e-02 -1.480646e-03 -1.006380e-04
-2.288136e+00 3.474576e+00 1.677686e-02 1.313190e-01 2.066484e+00 -6.256743e-03 -9.075329e-04 -7.924670e-05
-2.288136e+00 3.644068e+00 -1.079251e-02 -9.822464e-02 -1.260461e+00 3.318616e-03 2.329439e-04 -5.512870e-06
-2.288136e+00 3.813559e+00 -2.917052e-02 -2.546370e-01 -3.802334e+00 9.798208e-03 1.068666e-03 5.944872e-05
-2.288136e+00 3.983051e+00 -2.457289e-02 -2.120427e-01 -3.357859e+00 8.473942e-03 1.015778e-03 6.944341e-05
-2.288136e+00 4.152542e+00 -1.112207e-03 -2.902499e-04 -8.472191e-02 7.269821e-04 1.966043e-04 2.493446e-05
-2.288136e+00 4.322034e+00 2.218232e-02 2.107024e-01 3.398335e+00 -7.090722e-03 -6.912110e-04 -3.255446e-05
-2.288136e+00 4.491525e+00 2.661093e-02 2.468276e-01 4.105478e+00 -8.765080e-03 -9.463885e-04 -5.646026e-05
-2.288136e+00 4.661017e+00 9.135696e-03 7.717683e-02 1.302532e+00 -3.238535e-03 -4.176745e-04 -3.188078e-05
-2.288136e+00 4.830508e+00 -1.511063e-02 -1.549864e-01 -2.690159e+00 4.617373e-03 4.045059e-04 1.573099e-05
-2.288136e+00 5.000000e+00 -2.562166e-02 -2.513848e-01 -4.398011e+00 8.169682e-03 8.221201e-04 4.483741e-05

-2.118644e+00 -5.000000e+00 -7.378254e-03 -6.916167e-04 -3.376243e-05 -7.378254e-03 -6.916167e-04 -3.376243e-05
-2.118644e+00 -4.830508e+00 -1.157726e-03 -3.770284e-05 5.151335e-06 -1.157726e-03 -3.770284e-05 5.151335e-06
-2.118644e+00 -4.661017e+00 6.508079e-03 7.107602e-04 4.396914e-05 6.508079e-03 7.107602e-04 4.396914e-05
-2.118644e+00 -4.491525e+00 8.832799e-03 8.786485e-04 4.615370e-05 8.832799e-03 8.786485e-04 4.615370e-05
-2.118644e+00 -4.322034e+00 3.472903e-03 2.644441e-04 5.077906e-06 3.472903e-03 2.644441e-04 5.077906e-06
-2.118644e+00 -4.152542e+00 -5.301559e-03 -6.527852e-04 -4.689037e-05 -5.301559e-03 -6.527852e-04 -4.689037e-05
-2.118644e+00 -3.983051e+00 -1.011397e-02 -1.091193e-03 -6.344778e-05 -1.011397e-02 -1.091193e-03 -6.344778e-05
-2.118644e+00 -3.813559e+00 -6.666026e-03 -6.218638e-04 -2.412536e-05 -6.666026e-03 -6.218638e-04 -2.412536e-05
-2.118644e+00 -3.644068e+00 2.617678e-03 4.453297e-04 4.460098e-05 2.617678e-03 4.453297e-04 4.460098e-05
-2.118644e+00 -3.474576e+00 1.046770e-02 1.274000e-03 8.641977e-05 1.046770e-02 1.274000e-03 8.641977e-05
-2.118644e+00 -3.305085e+00 1.053770e-02 1.151250e-03 5.934469e-05 1.053770e-02 1.151250e-03 5.934469e-05
-2.118644e+00 -3.135593e+00 2.368301e-03 6.353629e-05 -2.705158e-05 2.368301e-03 6.353629e-05 -2.705158e-05
-2.118644e+00 -2.966102e+00 -8.278353e-03 -1.250851e-03 -1.117737e-04 -8.278353e-03 -1.250851e-03 -1.117737e-04
-2.118644e+00 -2.796610e+00 -1.373775e-02 -1.813690e-03 -1.230254e-04 -1.373775e-02 -1.813690e-03 -1.230254e-04
-2.118644e+00 -2.627119e+00 -9.942555e-03 -1.103569e-03 -3.214805e-05 -9.942555e-03 -1.103569e-03 -3.214805e-05
-2.118644e+00 -2.457627e+00 9.179085e-04 5.589073e-04 1.171223e-04 9.179085e-04 5.589073e-04 1.171223e-04
-2.118644e+00 -2.288136e+00 1.214421e-02 2.188538e-03 2.262435e-04 1.214421e-02 2.188538e-03 2.262435e-04
-2.118644e+00 -2.118644e+00 1.700629e-02 2.731162e-03 1.980104e-04 1.700629e-02 2.731162e-03 1.980104e-04
-2.118644e+00 -1.949153e+00 1.270594e-02 1.678744e-03 -1.004686e-06 1.270594e-02 1.678744e-03 -1.004686e-06
-2.118644e+00 -1.779661e+00 1.465273e-03 -6.585042e-04 -3.067331e-04 1.465273e-03 -6.585042e-04 -3.067331e-04
-2.118644e+00 -1.610169e+00 -1.135881e-02 -3.330269e-03 -5.697293e-04 -1.135881e-02 -3.330269e-03 -5.697293e-04
-2.118644e+00 -1.440678e+00 -2.042138e-02 -5.209643e-03 -6.048259e-04 -2.042138e-02 -5.209643e-03 -6.048259e-04
-2.118644e+00 -1.271186e+00 -2.278392e-02 -5.456388e-03 -2.523816e-04 -2.278392e-02 -5.456388e-03 -2.523816e-04
-2.118644e+00 -1.101695e+00 -1.852871e-02 -3.759174e-03 5.769951e-04 -1.852871e-02 -3.759174e-03 5.769951e-04
-2.118644e+00 -9.322034e-01 -9.842925e-03 -2.994358e-04 1.892268e-03 -9.842925e-03 -2.994358e-04 1.892268e-03
-2.118644e+00 -7.627119e-01 4.692980e-04 4.476820e-03 3.653109e-03 4.692980e-04 4.476820e-03 3.653109e-03
-2.118644e+00 -5.932203e-01 1.015734e-02 1.013695e-02 5.851907e-03 1.015734e-02 1.013695e-02 5.851907e-03
-2.118644e+00 -4.237288e-01 1.799007e-02 1.647046e-02 8.694378e-03 1.799007e-02 1.647046e-02 8.694378e-03
-2.118644e+00 -2.542373e-01 2.360882e-02 2.355607e-02 1.303180e-02 2.360882e-02 2.355607e-02 1.303180e-02
-2.118644e+00 -8.474576e-02 2.707144e-02 3.162591e-02 2.137186e-02 2.707144e-02 3.162591e-02 2.137186e-02
-2.118644e+00 8.474576e-02 2.836912e-02 4.062495e-02 3.976252e-02 -2.707144e-02 -3.162591e-02 -2.137186e-02
-2.118644e+00 2.542373e-01 2.709515e-02 4.934615e-02 7.953177e-02 -2.360882e-02 -2.355607e-02 -1.303180e-02
-2.118644e+00 4.237288e-01 2.238723e-02 5.422235e-02 1.538479e-01 -1.799007e-02 -1.647046e-02 -8.694378e-03
-2.118644e+00 5.932203e-01 1.326088e-02 4.849783e-02 2.599548e-01 -1.015734e-02 -1.013695e-02 -5.851907e-03
-2.118644e+00 7.627119e-01 -6.001999e-04 2.342786e-02 3.458079e-01 -4.692980e-04 -4.476820e-03 -3.653109e-03
-2.118644e+00 9.322034e-01 -1.775941e-02 -2.667123e-02 2.901643e-01 9.842925e-03 2.994358e-04 -1.892268e-03
-2.118644e+00 1.101695e+00 -3.422734e-02 -9.588069e-02 -4.538222e-02 1.852871e-02 3.759174e-03 -5.769951e-04
-2.118644e+00 1.271186e+00 -4.386584e-02 -1.597761e-01 -6.664604e-01 2.278392e-02 5.456388e-03 2.523816e-04
-2.118644e+00 1.440678e+00 -4.068813e-02 -1.792141e-01 -1.291224e+00 2.042138e-02 5.209643e-03 6.048259e-04
-2.118644e+00 1.610169e+00 -2.262529e-02 -1.207653e-01 -1.391004e+00 1.135881e-02 3.330269e-03 5.697293e-04
-2.118644e+00 1.779661e+00 5.283660e-03 1.313819e-02 -5.483124e-01 -1.465273e-03 6.585042e-04 3.067331e-04
-2.118644e+00 1.949153e+00 3.114145e-02 1.665145e-01 1.048874e+00 -1.270594e-02 -1.678744e-03 1.004686e-06
-2.118644e+00 2.118644e+00 4.142059e-02 2.485009e-01 2.442329e+00 -1.700629e-02 -2.731162e-03 -1.980104e-04
-2.118644e+00 2.288136e+00 2.926009e-02 1.900404e-01 2.431870e+00 -1.214421e-02 -2.188538e-03 -2.262435e-04
-2.118644e+00 2.457627e+00 5.363980e-04 4.684691e-03 5.853637e-01 -9.179085e-04 -5.589073e-04 -1.171223e-04
-2.118644e+00 2.627119e+00 -2.770707e-02 -1.986593e-01 -2.088899e+00 9.942555e-03 1.103569e-03 3.214805e-05
-2.118644e+00 2.796610e+00 -3.732509e-02 -2.781834e-01 -3.601175e+00 1.373775e-02 1.813690e-03 1.230254e-04
-2.118644e+00 2.966102e+00 -2.173787e-02 -1.642098e-01 -2.494114e+00 8.278353e-03 1.250851e-03 1.117737e-04
-2.118644e+00 3.135593e+00 8.224321e-03 7.342501e-02 7.387224e-01 -2.368301e-03 -6.353629e-05 2.705158e-05
-2.118644e+00 3.305085e+00 3.102191e-02 2.617742e-01 3.699417e+00 -1.053770e-02 -1.151250e-03 -5.934469e-05
-2.118644e+00 3.474576e+00 3.001788e-02 2.526807e-01 3.877755e+00 -1.046770e-02 -1.274000e-03 -8.641977e-05
-2.118644e+00 3.644068e+00 6.457528e-03 4.630649e-02 8.551368e-01 -2.617678e-03 -4.453297e-04 -4.460098e-05
-2.118644e+00 3.813559e+00 -2.096084e-02 -1.970715e-01 -3.055864e+00 6.666026e-03 6.218638e-04 2.412536e-05
-2.118644e+00 3.983051e+00 -3.058967e-02 -2.801442e-01 -4.561827e+00 1.011397e-02 1.091193e-03 6.344778e-05
-2.118644e+00 4.152542e+00 -1.526931e-02 -1.327015e-01 -2.226197e+00 5.301559e-03 6.527852e-04 4.689037e-05
-2.118644e+00 4.322034e+00 1.173366e-02 1.232167e-01 2.096749e+00 -3.472903e-03 -2.644441e-04 -5.077906e-06
-2.118644e+00 4.491525e+00 2.774265e-02 2.713661e-01 4.693706e+00 -8.832799e-03 -8.786485e-04 -4.615370e-05
-2.118644e+00 4.661017e+00 1.976237e-02 1.857320e-01 3.221003e+00 -6.508079e-03 -7.107602e-04 -4.396914e-05
-2.118644e+00 4.830508e+00 -4.579537e-03 -5.791415e-02 -1.111145e+00 1.157726e-03 3.770284e-05 -5.151335e-06
-2.118644e+00 5.000000e+00 -2.384376e-02 -2.457468e-01 -4.485172e+00 7.378254e-03 6.916167e-04 3.376243e-05

-1.949153e+00 -5.000000e+00 -5.405554e-03 -4.630791e-04 -1.929424e-05 -5.405554e-03 -4.630791e-04 -1.929424e-05
-1.949153e+00 -4.830508e+00 2.329821e-03 2.967448e-04 2.164729e-05 2.329821e-03 2.967448e-04 2.164729e-05
-1.949153e+00 -4.661017e+00 8.404115e-03 8.436892e-04 4.634720e-05 8.404115e-03 8.436892e-04 4.634720e-05
-1.949153e+00 -4.491525e+00 7.147162e-03 6.493450e-04 2.924751e-05 7.147162e-03 6.493450e-04 2.924751e-05
-1.949153e+00 -4.322034e+00 -7.139337e-04 -1.693415e-04 -1.830453e-05 -7.139337e-04 -1.693415e-04 -1.830453e-05
-1.949153e+00 -4.152542e+00 -8.487294e-03 -9.160101e-04 -5.499590e-05 -8.487294e-03 -9.160101e-04 -5.499590e-05
-1.949153e+00 -3.983051e+00 -9.258899e-03 -9.050947e-04 -4.472456e-05 -9.258899e-03 -9.050947e-04 -4.472456e-05
-1.949153e+00 -3.813559e+00 -1.940635e-03 -7.261645e-05 9.655723e-06 -1.940635e-03 -7.261645e-05 9.655723e-06
-1.949153e+00 -3.644068e+00 7.626494e-03 9.264871e-04 6.438721e-05 7.626494e-03 9.264871e-04 6.438721e-05
-1.949153e+00 -3.474576e+00 1.145566e-02 1.236038e-03 6.906838e-05 1.145566e-02 1.236038e-03 6.906838e-05
-1.949153e+00 -3.305085e+00 6.020207e-03 5.117162e-04 1.045182e-05 6.020207e-03 5.117162e-04 1.045182e-05
-1.949153e+00 -3.135593e+00 -4.799749e-03 -7.578577e-04 -7.081778e-05 -4.799749e-03 -7.578577e-04 -7.081778e-05
-1.949153e+00 -2.966102e+00 -1.273167e-02 -1.591823e-03 -1.070275e-04 -1.273167e-02 -1.591823e-03 -1.070275e-04
-1.949153e+00 -2.796610e+00 -1.150544e-02 -1.259885e-03 -5.592465e-05 -1.150544e-02 -1.259885e-03 -5.592465e-05
-1.949153e+00 -2.627119e+00 -1.545287e-03 1.420560e-04 6.036183e-05 -1.545287e-03 1.420560e-04 6.036183e-05
-1.949153e+00 -2.457627e+00 1.045929e-02 1.712320e-03 1.611892e-04 1.045929e-02 1.712320e-03 1.611892e-04
-1.949153e+00 -2.288136e+00 1.640632e-02 2.336041e-03 1.578592e-04 1.640632e-02 2.336041e-03 1.578592e-04
-1.949153e+00 -2.118644e+00 1.222938e-02 1.423491e-03 1.711689e-05 1.222938e-02 1.423491e-03 1.711689e-05
-1.949153e+00 -1.949153e+00 1.775939e-04 -6.988501e-04 -2.032825e-04 1.775939e-04 -6.988501e-04 -2.032825e-04
-1.949153e+00 -1.779661e+00 -1.311722e-02 -2.962554e-03 -3.704467e-04 -1.311722e-02 -2.962554e-03 -3.704467e-04
-1.949153e+00 -1.610169e+00 -2.087428e-02 -4.134962e-03 -3.364119e-04 -2.087428e-02 -4.134962e-03 -3.364119e-04
-1.949153e+00 -1.440678e+00 -1.970489e-02 -3.421876e-03 -1.173189e-05 -1.970489e-02 -3.421876e-03 -1.173189e-05
-1.949153e+00 -1.271186e+00 -1.057822e-02 -7.699682e-04 5.809794e-04 -1.057822e-02 -7.699682e-04 5.809794e-04
-1.949153e+00 -1.101695e+00 2.658005e-03 3.226212e-03 1.290539e-03 2.658005e-03 3.226212e-03 1.290539e-03
-1.949153e+00 -9.322034e-01 1.571510e-02 7.683318e-03 1.850017e-03 1.571510e-02 7.683318e-03 1.850017e-03
-1.949153e+00 -7.627119e-01 2.572744e-02 1.183650e-02 1.890448e-03 2.572744e-02 1.183650e-02 1.890448e-03
-1.949153e+00 -5.932203e-01 3.186092e-02 1.533530e-02 9.165189e-04 3.186092e-02 1.533530e-02 9.165189e-04
-1.949153e+00 -4.237288e-01 3.488328e-02 1.839572e-02 -1.785726e-03 3.488328e-02 1.839572e-02 -1.785726e-03
-1.949153e+00 -2.542373e-01 3.631295e-02 2.187579e-02 -7.246555e-03 3.631295e-02 2.187579e-02 -7.246555e-03
-1.949153e+00 -8.474576e-02 3.764462e-02 2.734017e-02 -1.641431e-02 3.764462e-02 2.734017e-02 -1.641431e-02
-1.949153e+00 8.474576e-02 3.981906e-02 3.701933e-02 -2.747178e-02 -3.764462e-02 -2.734017e-02 1.641431e-02
-1.949153e+00 2.542373e-01 4.286363e-02 5.323764e-02 -2.761994e-02 -3.631295e-02 -2.187579e-02 7.246555e-03
-1.949153e+00 4.237288e-01 4.561842e-02 7.658874e-02 1.960204e-02 -3.488328e-02 -1.839572e-02 1.785726e-03
-1.949153e+00 5.932203e-01 4.566042e-02 1.025374e-01 1.720686e-01 -3.186092e-02 -1.533530e-02 -9.165189e-04
-1.949153e+00 7.627119e-01 3.978463e-02 1.180192e-01 4.559237e-01 -2.572744e-02 -1.183650e-02 -1.890448e-03
-1.949153e+00 9.322034e-01 2.541459e-02 1.024533e-01 7.624691e-01 -1.571510e-02 -7.683318e-03 -1.850017e-03
-1.949153e+00 1.101695e+00 2.809453e-03 3.809647e-02 7.979362e-01 -2.658005e-03 -3.226212e-03 -1.290539e-03
-1.949153e+00 1.271186e+00 -2.304094e-02 -7.126621e-02 2.391072e-01 1.057822e-02 7.699682e-04 -5.809794e-04
-1.949153e+00 1.440678e+00 -4.270127e-02 -1.856520e-01 -9.048719e-01 1.970489e-02 3.421876e-03 1.173189e-05
-1.949153e+00 1.610169e+00 -4.608878e-02 -2.372498e-01 -2.021748e+00 2.087428e-02 4.134962e-03 3.364119e-04
-1.949153e+00 1.779661e+00 -2.881867e-02 -1.701462e-01 -2.126781e+00 1.311722e-02 2.962554e-03 3.704467e-04
-1.949153e+00 1.949153e+00 2.741227e-03 8.102363e-03 -6.517280e-01 -1.775939e-04 6.988501e-04 2.032825e-04
-1.949153e+00 2.118644e+00 3.239893e-02 2.060228e-01 1.782829e+00 -1.222938e-02 -1.423491e-03 -1.711689e-05
-1.949153e+00 2.288136e+00 4.264349e-02 2.922491e-01 3.456882e+00 -1.640632e-02 -2.336041e-03 -1.578592e-04
-1.949153e+00 2.457627e+00 2.643636e-02 1.890391e-01 2.771077e+00 -1.045929e-02 -1.712320e-03 -1.611892e-04
-1.949153e+00 2.627119e+00 -6.201726e-03 -5.237918e-02 -2.341553e-01 1.545287e-03 -1.420560e-04 -6.036183e-05
-1.949153e+00 2.796610e+00 -3.328687e-02 -2.670257e-01 -3.481163e+00 1.150544e-02 1.259885e-03 5.592465e-05
-1.949153e+00 2.966102e+00 -3.585508e-02 -2.907669e-01 -4.279233e+00 1.273167e-02 1.591823e-03 1.070275e-04
-1.949153e+00 3.135593e+00 -1.237789e-02 -9.433092e-02 -1.633827e+00 4.799749e-03 7.578577e-04 7.081778e-05
-1.949153e+00 3.305085e+00 1.914031e-02 1.773635e-01 2.578845e+00 -6.020207e-03 -5.117162e-04 -1.045182e-05
-1.949153e+00 3.474576e+00 3.443410e-02 3.094000e-01 4.891790e+00 -1.145566e-02 -1.236038e-03 -6.906838e-05
-1.949153e+00 3.644068e+00 2.204238e-02 1.916218e-01 3.168880e+00 -7.626494e-03 -9.264871e-04 -6.438721e-05
-1.949153e+00 3.813559e+00 -7.265306e-03 -8.198363e-02 -1.339439e+00 1.940635e-03 7.261645e-05 -9.655723e-06
-1.949153e+00 3.983051e+00 -2.914124e-02 -2.837236e-01 -4.828696e+00 9.258899e-03 9.050947e-04 4.472456e-05
-1.949153e+00 4.152542e+00 -2.584555e-02 -2.430804e-01 -4.187191e+00 8.487294e-03 9.160101e-04 5.499590e-05
-1.949153e+00 4.322034e+00 -1.102445e-03 3.850533e-03 1.451417e-01 7.139337e-04 1.693415e-04 1.830453e-05
-1.949153e+00 4.491525e+00 2.329398e-02 2.417688e-01 4.394172e+00 -7.147162e-03 -6.493450e-04 -2.924751e-05
-1.949153e+00 4.661017e+00 2.646238e-02 2.633347e-01 4.748386e+00 -8.404115e-03 -8.436892e-04 -4.634720e-05
-1.949153e+00 4.830508e+00 6.530550e-03 5.308516e-02 8.417278e-01 -2.329821e-03 -2.967448e-04 -2.164729e-05
-1.949153e+00 5.000000e+00 -1.811953e-02 -1.982139e-01 -3.814723e+00 5.405554e-03 4.630791e-04 1.929424e-05

-1.779661e+00 -5.000000e+00 -2.777509e-03 -1.949079e-04 -4.661989e-06 -2.777509e-03 -1.949079e-04 -4.661989e-06
-1.779661e+00 -4.830508e+00 5.257762e-03 5.500776e-04 3.224090e-05 5.257762e-03 5.500776e-04 3.224090e-05
-1.779661e+00 -4.661017e+00 8.832929e-03 8.289709e-04 4.134596e-05 8.832929e-03 8.289709e-04 4.134596e-05
-1.779661e+00 -4.491525e+00 4.324805e-03 3.376144e-04 1.075301e-05 4.324805e-03 3.376144e-04 1.075301e-05
-1.779661e+00 -4.322034e+00 -4.545283e-03 -5.227988e-04 -3.421634e-05 -4.545283e-03 -5.227988e-04 -3.421634e-05
-1.779661e+00 -4.152542e+00 -9.844184e-03 -9.743768e-04 -5.163927e-05 -9.844184e-03 -9.743768e-04 -5.163927e-05
-1.779661e+00 -3.983051e+00 -6.501992e-03 -5.575413e-04 -2.115214e-05 -6.501992e-03 -5.575413e-04 -2.115214e-05
-1.779661e+00 -3.813559e+00 3.001686e-03 4.259027e-04 3.451053e-05 3.001686e-03 4.259027e-04 3.451053e-05
-1.779661e+00 -3.644068e+00 1.057242e-02 1.132800e-03 6.587870e-05 1.057242e-02 1.132800e-03 6.587870e-05
-1.779661e+00 -3.474576e+00 9.422250e-03 8.938586e-04 3.936733e-05 9.422250e-03 8.938586e-04 3.936733e-05
-1.779661e+00 -3.305085e+00 -2.019223e-05 -1.841200e-04 -2.989532e-05 -2.019223e-05 -1.841200e-04 -2.989532e-05
-1.779661e+00 -3.135593e+00 -1.027680e-02 -1.253412e-03 -8.510016e-05 -1.027680e-02 -1.253412e-03 -8.510016e-05
-1.779661e+00 -2.966102e+00 -1.287980e-02 -1.389739e-03 -7.235679e-05 -1.287980e-02 -1.389739e-03 -7.235679e-05
-1.779661e+00 -2.796610e+00 -5.229844e-03 -3.531901e-04 1.156193e-05 -5.229844e-03 -3.531901e-04 1.156193e-05
-1.779661e+00 -2.627119e+00 7.301204e-03 1.167423e-03 1.078996e-04 7.301204e-03 1.167423e-03 1.078996e-04
-1.779661e+00 -2.457627e+00 1.549144e-02 2.026035e-03 1.340058e-04 1.549144e-02 2.026035e-03 1.340058e-04
-1.779661e+00 -2.288136e+00 1.312662e-02 1.450744e-03 4.612513e-05 1.312662e-02 1.450744e-03 4.612513e-05
-1.779661e+00 -2.118644e+00 1.312816e-03 -3.768204e-04 -1.178028e-04 1.312816e-03 -3.768204e-04 -1.178028e-04
-1.779661e+00 -1.949153e+00 -1.261614e-02 -2.392888e-03 -2.478802e-04 -1.261614e-02 -2.392888e-03 -2.478802e-04
-1.779661e+00 -1.779661e+00 -2.022104e-02 -3.293285e-03 -2.226615e-04 -2.022104e-02 -3.293285e-03 -2.226615e-04
-1.779661e+00 -1.610169e+00 -1.713290e-02 -2.295358e-03 1.341458e-05 -1.713290e-02 -2.295358e-03 1.341458e-05
-1.779661e+00 -1.440678e+00 -4.963196e-03 4.491639e-04 3.976444e-04 -4.963196e-03 4.491639e-04 3.976444e-04
-1.779661e+00 -1.271186e+00 1.056883e-02 3.974287e-03 7.458579e-04 1.056883e-02 3.974287e-03 7.458579e-04
