x_by_lambda_0 z_by_lambda_0 G_EJ_xx G_HJ_xx G_EJ_xy G_HJ_xy G_EJ_xz G_HJ_xz G_EJ_yx G_HJ_yx G_EJ_yy G_HJ_yy G_EJ_yz G_HJ_yz G_EJ_zx G_HJ_zx G_EJ_zy G_HJ_zy G_EJ_zz G_HJ_zz 
-2.45763 -1.30508 0.00651021 3.0809e-21 1.16287e-18 6.46365e-05 -0.0145978 9.78586e-21 1.16287e-18 -3.9479e-05 0.0160058 -3.0809e-21 1.78771e-18 7.99076e-05 -0.0050709 -4.89044e-21 6.21006e-19 -3.99335e-05 0.00793949 0 
-2.45763 -1.13559 -0.0112549 -3.50215e-21 -1.25017e-18 -8.4448e-05 0.0186877 -1.20213e-20 -1.25017e-18 5.58508e-05 -0.0214633 3.50215e-21 -2.28859e-18 -9.81614e-05 0.00545311 5.86269e-21 -6.67814e-19 4.78725e-05 -0.0114608 0 
-2.45763 -0.966102 -0.00569829 -3.61734e-21 -1.30613e-18 -6.54548e-05 0.0156111 -1.06137e-20 -1.30613e-18 3.5917e-05 -0.0163637 3.61734e-21 -1.91181e-18 -8.66677e-05 0.00485797 5.15639e-21 -5.94929e-19 4.21051e-05 -0.0088842 0 
-2.45763 -0.79661 0.0116561 4.06706e-21 1.43324e-18 9.15349e-05 -0.0210386 1.35802e-20 1.43324e-18 -5.83248e-05 0.0233594 -4.06706e-21 2.57649e-18 0.000110891 -0.00582937 -6.51322e-21 7.13892e-19 -5.31845e-05 0.0130622 0 
-2.45763 -0.627119 0.00501408 4.22177e-21 1.46335e-18 6.73299e-05 -0.0168808 1.15986e-20 1.46335e-18 -3.28565e-05 0.0169633 -4.22177e-21 2.0673e-18 9.47096e-05 -0.00464763 -5.4599e-21 5.69171e-19 -4.45835e-05 0.00996594 0 
-2.45763 -0.457627 -0.0118674 -4.57354e-21 -1.59809e-18 -9.71376e-05 0.0230907 -1.49547e-20 -1.59809e-18 5.97918e-05 -0.0249168 4.57354e-21 -2.8278e-18 -0.000122114 0.00609248 7.0766e-21 -7.46114e-19 5.77848e-05 -0.0145419 0 
-2.45763 -0.288136 -0.00450266 -4.90884e-21 -1.64434e-18 -7.06644e-05 0.0185056 -1.28156e-20 -1.64434e-18 3.05807e-05 -0.0179297 4.90884e-21 -2.26628e-18 -0.000104648 0.00448494 5.85097e-21 -5.49247e-19 4.77768e-05 -0.0112657 0 
-2.45763 -0.118644 0.0119494 5.01215e-21 1.73827e-18 0.000101394 -0.0248251 1.61175e-20 1.73827e-18 -6.04668e-05 0.0261434 -5.01215e-21 3.04019e-18 0.000131609 -0.00624444 -7.539e-21 7.64723e-19 -6.15606e-05 0.0158563 0 
-2.45763 0.0508475 0.00613834 7.34707e-21 1.99906e-18 0.000107597 -0.026885 1.85158e-20 1.99906e-18 -4.76039e-05 0.0224619 -7.34707e-21 3.29247e-18 0.000151193 -0.0191147 -7.24516e-21 2.34087e-18 -5.91613e-05 0.0532029 0 
-2.45763 0.220339 -0.00328143 6.73824e-21 6.29743e-19 8.34526e-05 -0.017167 1.24817e-20 6.29743e-19 -2.84307e-05 0.00186082 -6.73824e-21 2.10235e-18 0.000101921 -0.0123707 -1.32411e-21 1.51497e-18 -1.08122e-05 0.03604 0 
-2.45763 0.389831 -0.0102259 4.84781e-21 -1.28315e-19 5.36273e-05 -0.00865534 5.93616e-21 -1.28315e-19 -1.40419e-05 -0.0112736 -4.84781e-21 1.05997e-18 4.84724e-05 -0.00619057 2.78884e-21 7.58127e-19 2.27726e-05 0.0168933 0 
-2.45763 0.559322 -0.0137556 1.93857e-21 1.20943e-20 2.05222e-05 -0.00347147 -2.37283e-23 1.20943e-20 -4.69253e-06 -0.0136568 -1.93857e-21 4.25132e-19 -1.93757e-07 -0.00152969 4.089e-21 1.87333e-19 3.33892e-05 -0.000744113 0 
-2.45763 0.728814 -0.0138448 -1.21368e-21 8.23424e-19 -1.18459e-05 -0.00194123 -4.63982e-21 8.23424e-19 1.93542e-06 -0.00712105 1.21368e-21 2.37732e-19 -3.7887e-05 0.00155836 2.95913e-21 -1.90844e-19 2.41631e-05 -0.0142439 0 
-2.45763 0.898305 -0.0114474 -3.56443e-21 1.74053e-18 -3.63946e-05 -0.00276566 -7.30044e-21 1.74053e-18 7.28882e-06 0.0027651 3.56443e-21 3.38695e-19 -5.96126e-05 0.00318278 7.52064e-22 -3.89778e-19 6.14107e-06 -0.0216654 0 
-2.45763 1.0678 -0.00841823 -4.26253e-21 2.2327e-18 -4.52176e-05 -0.00367255 -7.46854e-21 2.2327e-18 1.04114e-05 0.00981317 4.26253e-21 4.49758e-19 -6.09853e-05 0.00335986 -1.07814e-21 -4.11464e-19 -8.80368e-06 -0.0216865 0 
-2.45763 1.23729 -0.006817 -3.11593e-21 2.16714e-18 -3.48942e-05 -0.00242674 -4.84379e-21 2.16714e-18 9.45072e-06 0.010879 3.11593e-21 2.9719e-19 -3.95525e-05 0.00240951 -1.89084e-21 -2.9508e-19 -1.54399e-05 -0.0138915 0 
-2.45763 1.40678 -0.00761069 -7.75674e-22 1.93461e-18 -1.14516e-05 0.00214069 3.51897e-22 1.93461e-18 5.11769e-06 0.00818663 7.75674e-22 -2.62158e-19 2.87346e-06 0.00154449 -2.31345e-21 -1.89145e-19 -1.88908e-05 0.000765827 0 
-2.45763 1.57627 -0.00956362 1.53606e-21 2.21697e-18 9.48654e-06 0.00957328 7.20038e-21 2.21697e-18 3.05632e-06 0.0085393 -1.53606e-21 -1.17239e-18 5.87955e-05 0.00286975 -3.87741e-21 -3.51443e-19 -3.16615e-05 0.0197248 0 
-2.45763 1.74576 -0.00944563 2.661e-21 3.49113e-18 9.71777e-06 0.0180062 1.41982e-20 3.49113e-18 1.2011e-05 0.0190616 -2.661e-21 -2.20513e-18 0.000115937 0.00830915 -7.90201e-21 -1.01758e-18 -6.45248e-05 0.0390823 0 
-2.45763 1.91525 -0.00405171 2.15006e-21 5.56704e-18 -1.97849e-05 0.0249853 1.963e-20 5.56704e-18 3.73415e-05 0.0414066 -2.15006e-21 -3.05981e-18 0.000160291 0.0178301 -1.42164e-20 -2.18355e-18 -0.000116085 0.0543356 0 
-2.45763 2.08475 0.00689242 5.08114e-22 7.49818e-18 -6.94693e-05 0.0283276 2.20201e-20 7.49818e-18 7.36184e-05 0.0681197 -5.08114e-22 -3.46913e-18 0.000179808 0.0281969 -2.05885e-20 -3.45313e-18 -0.000168118 0.0613732 0 
-2.45763 2.25424 0.0190548 -1.14571e-21 8.01322e-18 -0.000111962 0.0265702 2.04817e-20 8.01322e-18 0.000102607 0.0844877 1.14571e-21 -3.25391e-18 0.000167246 0.0336117 -2.34772e-20 -4.11625e-18 -0.000191706 0.0575099 0 
-2.45763 2.42373 0.0249552 -1.80176e-21 6.28029e-18 -0.000115694 0.0190961 1.49406e-20 6.28029e-18 0.000100981 0.0762376 1.80176e-21 -2.3386e-18 0.000121999 0.0286132 -1.99572e-20 -3.5041e-18 -0.000162963 0.0424598 0 
-2.45763 2.59322 0.0185215 -1.19141e-21 2.54592e-18 -6.53121e-05 0.00644387 6.31007e-21 2.54592e-18 5.55835e-05 0.0393105 1.19141e-21 -7.89147e-19 5.15257e-05 0.0119356 -9.80284e-21 -1.46168e-18 -8.00463e-05 0.0190703 0 
-2.45763 2.76271 0.00014042 9.99939e-23 -1.80489e-18 2.38598e-05 -0.00898893 -3.40153e-21 -1.80489e-18 -2.30432e-05 -0.0145976 -9.99939e-23 1.10083e-18 -2.77756e-05 -0.0111982 3.64914e-21 1.37139e-18 2.97975e-05 -0.00665469 0 
-2.45763 2.9322 -0.0216263 1.10392e-21 -4.89804e-18 0.000109 -0.0225229 -1.13098e-20 -4.89804e-18 -9.99858e-05 -0.0616219 -1.10392e-21 2.75826e-18 -9.23516e-05 -0.0305186 1.47151e-20 3.73745e-18 0.000120158 -0.0268628 0 
-2.45763 3.10169 -0.0339501 1.17088e-21 -5.39916e-18 0.000142259 -0.0282666 -1.45097e-20 -5.39916e-18 -0.000132698 -0.0780376 -1.17088e-21 3.46166e-18 -0.00011848 -0.0359275 1.82823e-20 4.39985e-18 0.000149286 -0.0346628 0 
-2.45763 3.27119 -0.0277529 3.92469e-22 -3.30125e-18 0.000100757 -0.0221335 -1.15006e-20 -3.30125e-18 -9.7552e-05 -0.0547096 -3.92469e-22 2.71057e-18 -9.39098e-05 -0.0237821 1.28279e-20 2.91247e-18 0.000104747 -0.0275252 0 
-2.45763 3.44068 -0.00475313 -5.45068e-22 4.76667e-20 4.69118e-06 -0.00536853 -3.45933e-21 4.76667e-20 -9.142e-06 -0.0043639 5.45068e-22 6.57456e-19 -2.82476e-05 -0.000121812 1.60458e-21 1.49177e-20 1.31024e-05 -0.00934886 0 
-2.45763 3.61017 0.0219433 -9.2858e-22 2.73184e-18 -9.08316e-05 0.0142948 5.71373e-21 2.73184e-18 8.32492e-05 0.0442505 9.2858e-22 -1.75061e-18 4.66561e-05 0.0219514 -9.00112e-21 -2.68828e-18 -7.34998e-05 0.0106332 0 
-2.45763 3.77966 0.0353761 -5.51022e-22 3.39398e-18 -0.00012833 0.0259476 1.11407e-20 3.39398e-18 0.00012383 0.06309 5.51022e-22 -3.17766e-18 9.09707e-05 0.0298605 -1.31594e-20 -3.65686e-18 -0.000107455 0.0222947 0 
-2.45763 3.94915 0.0261518 1.90944e-22 1.98871e-18 -8.5321e-05 0.0222179 9.81306e-21 1.98871e-18 8.68801e-05 0.0423909 -1.90944e-22 -2.7209e-18 8.01298e-05 0.0195377 -9.09926e-21 -2.39267e-18 -7.43011e-05 0.0202255 0 
-2.45763 4.11864 -0.000183219 6.71963e-22 -3.09082e-19 8.99647e-06 0.00498003 2.7199e-21 -3.09082e-19 -3.50948e-06 -0.00270706 -6.71963e-22 -6.09878e-19 2.22097e-05 -0.00167374 -1.17256e-22 2.04974e-19 -9.57466e-07 0.00699269 0 
-2.45763 4.28814 -0.0258923 5.51334e-22 -1.95109e-18 9.14534e-05 -0.0147355 -5.47657e-21 -1.95109e-18 -8.69514e-05 -0.0418242 -5.51334e-22 1.80457e-18 -4.47196e-05 -0.0196602 7.67354e-21 2.40768e-18 6.26592e-05 -0.00841324 0 
-2.45763 4.45763 -0.0330463 7.84879e-24 -2.02814e-18 0.000107267 -0.0237019 -9.38968e-21 -2.02814e-18 -0.000107203 -0.0496074 -7.84879e-24 2.90265e-18 -7.66725e-05 -0.0229658 9.41846e-21 2.81249e-18 7.69076e-05 -0.0163181 0 
-2.45763 4.62712 -0.0166233 -4.64139e-22 -7.71672e-19 4.83392e-05 -0.0159209 -6.61727e-21 -7.71672e-19 -5.21292e-05 -0.0229245 4.64139e-22 1.94975e-18 -5.40341e-05 -0.0105473 4.65973e-21 1.29168e-18 3.80496e-05 -0.0125986 0 
-2.45763 4.79661 0.0112267 -4.90612e-22 7.49622e-19 -4.0634e-05 0.00261519 5.11365e-22 7.49622e-19 3.66279e-05 0.0173479 4.90612e-22 -3.20268e-19 4.17561e-06 0.00777237 -2.63037e-21 -9.51841e-19 -2.14786e-05 -0.00110827 0 
-2.45763 4.9661 0.029755 -1.0863e-22 1.46061e-18 -9.43978e-05 0.0180502 6.62645e-21 1.46061e-18 9.35107e-05 0.0416818 1.0863e-22 -2.21052e-18 5.41091e-05 0.0186332 -7.10049e-21 -2.28191e-18 -5.79799e-05 0.00944171 0 
-2.45763 5.13559 0.0252171 3.12071e-22 1.01509e-18 -7.52318e-05 0.0190702 7.32797e-21 1.01509e-18 7.77801e-05 0.033506 -3.12071e-22 -2.33543e-18 5.98374e-05 0.0149133 -5.90089e-21 -1.82635e-18 -4.81844e-05 0.0118707 0 
-2.45763 5.30508 0.001614 4.14676e-22 -6.81859e-20 -9.55043e-07 0.00561797 2.47934e-21 -6.81859e-20 4.34113e-06 0.00105722 -4.14676e-22 -6.88003e-19 2.02454e-05 0.000647793 -5.46589e-22 -7.93318e-20 -4.46324e-06 0.00548512 0 
-2.45763 5.47458 -0.0222389 1.52721e-22 -8.99595e-19 6.92987e-05 -0.0111676 -3.81783e-21 -8.99595e-19 -6.80517e-05 -0.0295847 -1.52721e-22 1.36764e-18 -3.1175e-05 -0.012577 4.53764e-21 1.54024e-18 3.70526e-05 -0.00398055 0 
-2.45763 5.64407 -0.0275422 -2.05953e-22 -9.15125e-19 8.14111e-05 -0.0179632 -6.57421e-21 -9.15125e-19 -8.30929e-05 -0.0350148 2.05953e-22 2.19985e-18 -5.36825e-05 -0.0148353 5.55664e-21 1.8168e-18 4.53734e-05 -0.00915947 0 
-2.45763 5.81356 -0.0106076 -3.42478e-22 -2.42341e-19 2.86584e-05 -0.00998177 -3.89087e-21 -2.42341e-19 -3.1455e-05 -0.0125865 3.42478e-22 1.22241e-18 -3.17714e-05 -0.00539199 2.17575e-21 6.60329e-19 1.77664e-05 -0.00670846 0 
-2.45763 5.98305 0.0141762 -1.65855e-22 4.95921e-19 -4.38521e-05 0.00542104 1.66666e-21 4.95921e-19 4.24978e-05 0.0182257 1.65855e-22 -6.63886e-19 1.36093e-05 0.0073068 -2.50577e-21 -8.94825e-19 -2.04612e-05 0.000547191 0 
-2.45763 6.15254 0.0262613 1.33672e-22 7.24344e-19 -7.664e-05 0.015215 5.37453e-21 7.24344e-19 7.77315e-05 0.032176 -1.33672e-22 -1.86329e-18 4.38864e-05 0.0129078 -4.66274e-21 -1.58075e-18 -3.80742e-05 0.00639857 0 
-2.45763 6.32203 0.0160514 2.80387e-22 3.48794e-19 -4.47313e-05 0.0117025 4.33869e-21 3.48794e-19 4.70209e-05 0.0188996 -2.80387e-22 -1.43314e-18 3.54281e-05 0.00755842 -2.83605e-21 -9.2564e-19 -2.31581e-05 0.00643323 0 
-2.45763 6.49153 -0.00716703 1.63015e-22 -2.39798e-19 2.25242e-05 -0.00129289 -2.10789e-22 -2.39798e-19 -2.11931e-05 -0.00912513 -1.63015e-22 1.58333e-19 -1.72122e-06 -0.00342039 1.09205e-21 4.18877e-19 8.91728e-06 0.00133429 0 
-2.45763 6.66102 -0.0233276 -8.50951e-23 -5.41149e-19 6.72841e-05 -0.0121953 -4.18929e-21 -5.41149e-19 -6.79789e-05 -0.0277464 8.50951e-23 1.4935e-18 -3.42081e-05 -0.0105212 3.70145e-21 1.28848e-18 3.02246e-05 -0.0041856 0 
-2.45763 6.83051 -0.0188795 -2.29375e-22 -3.57911e-19 5.27183e-05 -0.0118969 -4.2775e-21 -3.57911e-19 -5.45913e-05 -0.021802 2.29375e-22 1.45695e-18 -3.49284e-05 -0.00819702 2.96695e-21 1.00385e-18 2.4227e-05 -0.0055984 0 
-2.45763 7 0.00164772 -1.52592e-22 8.82357e-20 -6.1731e-06 -0.00142696 -7.01536e-22 8.82357e-20 4.92709e-06 0.00236822 1.52592e-22 1.74752e-19 -5.72848e-06 0.000791131 -1.76461e-22 -9.68856e-20 -1.44091e-06 -0.00223031 0 

-2.28814 -3 -0.00497583 -6.53834e-22 -2.99788e-19 -3.28728e-05 0.00533179 -3.29873e-21 -2.99788e-19 2.75338e-05 -0.00742378 6.53834e-22 -6.52955e-19 -2.69362e-05 0.00271826 1.78284e-21 -3.3289e-19 1.4558e-05 -0.00161168 0 
-2.28814 -2.83051 0.0107137 1.39143e-21 5.9128e-19 6.43811e-05 -0.0107141 6.6264e-21 5.9128e-19 -5.30192e-05 0.0155418 -1.39143e-21 1.3121e-18 5.41086e-05 -0.00462374 -3.577e-21 5.66245e-19 -2.92084e-05 0.00518665 0 
-2.28814 -2.66102 0.00297399 5.14746e-22 2.43731e-19 2.2624e-05 -0.00389608 2.44738e-21 2.43731e-19 -1.84207e-05 0.0049642 -5.14746e-22 4.77132e-19 1.99843e-05 -0.0021276 -1.31907e-21 2.60556e-19 -1.0771e-05 0.000891682 0 
-2.28814 -2.49153 -0.012339 -1.91317e-21 -7.99489e-19 -7.79053e-05 0.0136761 -8.54654e-21 -7.99489e-19 6.22831e-05 -0.0188673 1.91317e-21 -1.67484e-18 -6.97878e-05 0.00574927 4.56321e-21 -7.04082e-19 3.72615e-05 -0.00672448 0 
-2.28814 -2.32203 -0.000740923 -2.8593e-22 -1.54234e-19 -1.03318e-05 0.00194007 -1.26489e-21 -1.54234e-19 7.997e-06 -0.00200034 2.8593e-22 -2.3759e-19 -1.03286e-05 0.00136463 6.92878e-22 -1.6712e-19 5.65778e-06 0.000103891 0 
-2.28814 -2.15254 0.0134053 2.51191e-21 1.02813e-18 8.94984e-05 -0.0165913 1.04863e-20 1.02813e-18 -6.89871e-05 0.0218006 -2.51191e-21 2.03185e-18 8.56271e-05 -0.00672371 -5.53058e-21 8.23416e-19 -4.51606e-05 0.0083885 0 
-2.28814 -1.98305 -0.0014885 -1.91327e-23 3.88966e-20 -2.73895e-06 0.000366234 -1.45591e-22 3.88966e-20 2.58272e-06 -0.00117088 1.91327e-23 -4.48507e-20 -1.18884e-06 -0.000523268 3.33311e-23 6.40819e-20 2.72169e-07 -0.00130956 0 
-2.28814 -1.81356 -0.0139316 -3.1948e-21 -1.27471e-18 -9.91649e-05 0.0194222 -1.2425e-20 -1.27471e-18 7.30774e-05 -0.0243404 3.1948e-21 -2.37853e-18 -0.000101458 0.00749442 6.45894e-21 -9.17802e-19 5.27412e-05 -0.010176 0 
-2.28814 -1.64407 0.00352175 3.67256e-22 8.87828e-20 1.53466e-05 -0.00280558 1.64389e-21 8.87828e-20 -1.23477e-05 0.00424671 -3.67256e-22 3.43585e-19 1.34234e-05 -0.000305384 -7.81666e-22 3.73987e-20 -6.38279e-06 0.00261422 0 
-2.28814 -1.47458 0.0139925 3.9657e-21 1.53468e-18 0.000107129 -0.0221578 1.435e-20 1.53468e-18 -7.4747e-05 0.0265241 -3.9657e-21 2.71355e-18 0.000117177 -0.0080245 -7.32964e-21 9.82718e-19 -5.9851e-05 0.0120714 0 
-2.28814 -1.30508 -0.00524117 -7.06744e-22 -2.12469e-19 -2.64896e-05 0.00515324 -3.07946e-21 -2.12469e-19 2.07186e-05 -0.00697611 7.06744e-22 -6.3109e-19 -2.51457e-05 0.00106365 1.47835e-21 -1.3026e-19 1.20717e-05 -0.00388369 0 
-2.28814 -1.13559 -0.0137053 -4.81251e-21 -1.7999e-18 -0.000113739 0.0248 -1.62434e-20 -1.7999e-18 7.44419e-05 -0.0284026 4.81251e-21 -3.03712e-18 -0.000132638 0.00831098 8.12278e-21 -1.0178e-18 6.63275e-05 -0.0140281 0 
-2.28814 -0.966102 0.00660713 9.84114e-22 3.19819e-19 3.55785e-05 -0.00722812 4.33509e-21 3.19819e-19 -2.75427e-05 0.00921865 -9.84114e-22 8.85189e-19 3.53987e-05 -0.00173784 -2.08034e-21 2.12823e-19 -1.69873e-05 0.00501573 0 
-2.28814 -0.79661 0.0132201 5.7035e-21 2.06283e-18 0.000119482 -0.0273757 1.80982e-20 2.06283e-18 -7.2909e-05 0.0300644 -5.7035e-21 3.35256e-18 0.000147783 -0.00841282 -8.83653e-21 1.03027e-18 -7.21557e-05 0.0159972 0 
-2.28814 -0.627119 -0.0076251 -1.17292e-21 -4.06137e-19 -4.23985e-05 0.00891363 -5.34931e-21 -4.06137e-19 3.28209e-05 -0.0109415 1.17292e-21 -1.09161e-18 -4.36804e-05 0.00231484 2.57806e-21 -2.83487e-19 2.10515e-05 -0.00597472 0 
-2.28814 -0.457627 -0.0126827 -6.61726e-21 -2.32565e-18 -0.000125002 0.029961 -1.99593e-20 -2.32565e-18 7.09679e-05 -0.031673 6.61726e-21 -3.66916e-18 -0.00016298 0.00842178 9.51313e-21 -1.03137e-18 7.76806e-05 -0.0180031 0 
-2.28814 -0.288136 0.00831953 1.26823e-21 4.64634e-19 4.68503e-05 -0.0101199 6.06658e-21 4.64634e-19 -3.64944e-05 0.0121136 -1.26823e-21 1.23933e-18 4.95374e-05 -0.00274857 -2.94895e-21 3.36603e-19 -2.408e-05 0.0067151 0 
-2.28814 -0.118644 0.0121951 7.56869e-21 2.59481e-18 0.000130879 -0.03265 2.18923e-20 2.59481e-18 -6.90762e-05 0.0333834 -7.56869e-21 3.99848e-18 0.000178764 -0.00837862 -1.01996e-20 1.02609e-18 -8.32863e-05 0.0201077 0 
-2.28814 0.0508475 -0.00430586 3.2673e-21 -9.93423e-19 1.22221e-05 -0.00201873 9.98716e-22 -9.93423e-19 1.44574e-05 -0.0124178 -3.2673e-21 2.47223e-19 8.15514e-06 -0.000956957 3.03036e-21 1.17193e-19 2.47447e-05 0.0032614 0 
-2.28814 0.220339 -0.00880936 5.46508e-21 -6.4657e-18 6.24173e-06 0.00811848 -9.65291e-21 -6.4657e-18 3.8384e-05 -0.0616058 -5.46508e-21 -9.94227e-19 -7.8822e-05 0.00874387 1.79958e-20 -1.07082e-18 0.000146947 -0.0278326 0 
-2.28814 0.389831 -0.010724 6.38231e-21 -1.03557e-17 1.00001e-05 0.0135278 -1.77004e-20 -1.03557e-17 4.21154e-05 -0.0952849 -6.38231e-21 -1.65667e-18 -0.000144534 0.0125109 2.85532e-20 -1.53214e-18 0.000233154 -0.0525997 0 
-2.28814 0.559322 -0.0110229 5.53833e-21 -1.20681e-17 1.26892e-05 0.0137732 -2.32221e-20 -1.20681e-17 3.25348e-05 -0.109566 -5.53833e-21 -1.68673e-18 -0.000189622 0.0117678 3.35023e-20 -1.44114e-18 0.000273567 -0.0703942 0 
-2.28814 0.728814 -0.00988669 3.09362e-21 -1.17457e-17 6.1861e-06 0.00946036 -2.69173e-20 -1.17457e-17 1.90752e-05 -0.105797 -3.09362e-21 -1.15856e-18 -0.000219796 0.00882578 3.32802e-20 -1.08085e-18 0.000271754 -0.0823249 0 
-2.28814 0.898305 -0.00723461 -7.5379e-23 -1.01646e-17 -9.03488e-06 0.00202114 -2.93538e-20 -1.01646e-17 8.41936e-06 -0.0902348 7.5379e-23 -2.47518e-19 -0.000239692 0.00529788 2.96954e-20 -6.48803e-19 0.000242481 -0.0895375 0 
-2.28814 1.0678 -0.00383469 -2.6875e-21 -8.36368e-18 -2.32695e-05 -0.00632962 -3.0508e-20 -8.36368e-18 1.32436e-06 -0.0721293 2.6875e-21 7.75155e-19 -0.000249117 0.00142344 2.5204e-20 -1.74321e-19 0.000205806 -0.0921041 0 
-2.28814 1.23729 -0.00174129 -3.66656e-21 -7.12765e-18 -2.33552e-05 -0.0129407 -2.97969e-20 -7.12765e-18 -6.58449e-06 -0.059943 3.66656e-21 1.58478e-18 -0.00024331 -0.00336114 2.18265e-20 4.11622e-19 0.000178227 -0.0889825 0 
-2.28814 1.40678 -0.00324618 -2.73048e-21 -6.56822e-18 -2.43668e-06 -0.0155242 -2.6513e-20 -6.56822e-18 -1.98593e-05 -0.0568798 2.73048e-21 1.90116e-18 -0.000216495 -0.00900286 2.01098e-20 1.10253e-18 0.000164209 -0.0788371 0 
-2.28814 1.57627 -0.00877009 -5.81669e-22 -6.06712e-18 3.21003e-05 -0.013006 -2.03582e-20 -6.06712e-18 -3.685e-05 -0.0583119 5.81669e-22 1.59278e-18 -0.000166238 -0.0136272 1.87488e-20 1.66885e-18 0.000153095 -0.061113 0 
-2.28814 1.74576 -0.0153338 1.47675e-21 -4.68435e-18 5.89422e-05 -0.0058414 -1.17577e-20 -4.68435e-18 -4.68836e-05 -0.0535844 -1.47675e-21 7.15365e-19 -9.6009e-05 -0.013724 1.53012e-20 1.68071e-18 0.000124944 -0.036807 0 
-2.28814 1.91525 -0.0173655 2.3064e-21 -1.84921e-18 5.38153e-05 0.00437121 -1.83812e-21 -1.84921e-18 -3.49822e-05 -0.0324654 -2.3064e-21 -5.35319e-19 -1.50094e-05 -0.00613915 7.83407e-21 7.51829e-19 6.397e-05 -0.00872127 0 
-2.28814 2.08475 -0.0101608 1.60524e-21 2.08079e-18 6.27172e-06 0.0155012 7.80139e-21 2.08079e-18 6.83605e-06 0.00683015 -1.60524e-21 -1.89835e-18 6.37032e-05 0.00907137 -3.35904e-21 -1.11092e-18 -2.74286e-05 0.0187329 0 
-2.28814 2.25424 0.00592032 3.84863e-23 5.79948e-18 -6.84004e-05 0.0251051 1.53362e-20 5.79948e-18 6.87146e-05 0.0532766 -3.84863e-23 -3.07449e-18 0.00012523 0.0269395 -1.51291e-20 -3.29914e-18 -0.000123539 0.0401454 0 
-2.28814 2.42373 0.0237575 -1.26309e-21 7.67949e-18 -0.000132253 0.0302751 1.89731e-20 7.67949e-18 0.000121939 0.0864653 1.26309e-21 -3.70763e-18 0.000154927 0.0388634 -2.26397e-20 -4.75939e-18 -0.000184867 0.0502968 0 
-2.28814 2.59322 0.0325054 -1.48696e-21 6.73047e-18 -0.000144468 0.0279549 1.74115e-20 6.73047e-18 0.000132326 0.0874639 1.48696e-21 -3.42348e-18 0.000142176 0.0369891 -2.19703e-20 -4.52986e-18 -0.000179401 0.0460304 0 
-2.28814 2.76271 0.0244229 -6.52845e-22 3.29811e-18 -8.77964e-05 0.0165158 1.06083e-20 3.29811e-18 8.24655e-05 0.0513541 6.52845e-22 -2.0226e-18 8.66236e-05 0.0194824 -1.27254e-20 -2.38591e-18 -0.000103911 0.0283151 0 
-2.28814 2.9322 0.00125496 4.91938e-22 -9.87167e-19 1.55244e-05 -0.00192269 4.97143e-22 -9.87167e-19 -1.15074e-05 -0.00680587 -4.91938e-22 2.35462e-19 4.05948e-06 -0.00684703 1.08415e-21 8.38519e-19 8.85279e-06 0.00323971 0 
-2.28814 3.10169 -0.0248366 1.08353e-21 -4.05506e-18 0.000111575 -0.0204816 -9.0891e-21 -4.05506e-18 -0.000102728 -0.0579486 -1.08353e-21 2.50827e-18 -7.42181e-05 -0.0290963 1.27735e-20 3.56327e-18 0.000104303 -0.0194197 0 
-2.28814 3.27119 -0.0377692 7.78172e-22 -4.55341e-18 0.000145117 -0.0298851 -1.38427e-20 -4.55341e-18 -0.000138763 -0.0749506 -7.78172e-22 3.65987e-18 -0.000113034 -0.0353527 1.66014e-20 4.32946e-18 0.000135561 -0.0302626 0 
-2.28814 3.44068 -0.0281386 -5.84045e-23 -2.60011e-18 9.51004e-05 -0.0239549 -1.13575e-20 -2.60011e-18 -9.55773e-05 -0.0493701 5.84045e-23 2.93363e-18 -9.27407e-05 -0.0222478 1.11627e-20 2.72457e-18 9.11503e-05 -0.0251981 0 
-2.28814 3.61017 -0.000749402 -7.12591e-22 3.5669e-19 -8.55504e-06 -0.00482365 -2.99943e-21 3.5669e-19 2.73629e-06 0.00216319 7.12591e-22 5.90727e-19 -2.44922e-05 0.00218122 3.24803e-22 -2.67123e-19 2.65221e-06 -0.00818935 0 
-2.28814 3.77966 0.0270933 -7.09442e-22 2.48219e-18 -0.000100968 0.0166483 6.34399e-21 2.48219e-18 9.51747e-05 0.0473619 7.09442e-22 -2.03883e-18 5.18026e-05 0.0229385 -9.10184e-21 -2.80916e-18 -7.43222e-05 0.0105201 0 
-2.28814 3.94915 0.0366564 -1.49563e-22 2.68445e-18 -0.000123557 0.0270015 1.10163e-20 2.68445e-18 0.000122336 0.0585766 1.49563e-22 -3.30674e-18 8.99549e-05 0.0275247 -1.16197e-20 -3.3708e-18 -9.4882e-05 0.0202537 0 
-2.28814 4.11864 0.0211235 4.42367e-22 1.19697e-18 -6.38602e-05 0.0194209 8.28947e-21 1.19697e-18 6.74724e-05 0.0308975 -4.42367e-22 -2.37838e-18 6.76886e-05 0.0141934 -6.46644e-21 -1.73819e-18 -5.28025e-05 0.0163601 0 
-2.28814 4.28814 -0.00866224 5.8758e-22 -7.32502e-19 3.4689e-05 -0.000736393 3.66824e-22 -7.32502e-19 -2.98911e-05 -0.0146436 -5.8758e-22 9.01821e-20 2.99535e-06 -0.00692276 2.1274e-21 8.47794e-19 1.73716e-05 0.0029363 0 
