x_by_lambda_0 z_by_lambda_0 g_tm_full_log g_tm_refl_re g_te_full_log g_te_refl_re
2.463768e+00 -3.043478e-01 -1.075750e+03 -2.930209e-53 -1.091413e+03 -3.001999e-53
2.463768e+00 -1.884058e-01 -6.984679e+02 -2.125363e-34 -7.141355e+02 -2.182857e-34
2.463768e+00 -7.246377e-02 -3.211853e+02 -1.535998e-15 -3.368581e+02 -1.581550e-15
2.463768e+00 4.347826e-02 -7.204690e+01 3.949274e-04 -7.351859e+01 4.384397e-04
2.463768e+00 1.594203e-01 -6.233177e+01 1.208223e-04 -6.264285e+01 1.573580e-04
2.463768e+00 2.753623e-01 -5.827824e+01 -1.778978e-04 -5.838907e+01 -1.510263e-04
2.463768e+00 3.913043e-01 -5.603386e+01 -4.671298e-04 -5.606203e+01 -4.515589e-04
2.463768e+00 5.072464e-01 -5.480203e+01 -7.039477e-04 -5.478522e+01 -6.999529e-04
2.463768e+00 6.231884e-01 -5.428857e+01 -8.440208e-04 -5.424318e+01 -8.503854e-04
2.463768e+00 7.391304e-01 -5.436478e+01 -8.520609e-04 -5.429890e+01 -8.661908e-04
2.463768e+00 8.550725e-01 -5.498168e+01 -7.131524e-04 -5.489919e+01 -7.314590e-04
2.463768e+00 9.710145e-01 -5.614701e+01 -4.416936e-04 -5.604914e+01 -4.602037e-04
2.463768e+00 1.086957e+00 -5.793068e+01 -8.434390e-05 -5.781659e+01 -9.942947e-05
2.463768e+00 1.202899e+00 -6.049685e+01 2.857224e-04 -6.036465e+01 2.766515e-04
2.463768e+00 1.318841e+00 -6.414821e+01 5.837420e-04 -6.400497e+01 5.817497e-04
2.463768e+00 1.434783e+00 -6.876955e+01 7.348704e-04 -6.873409e+01 7.393442e-04
2.463768e+00 1.550725e+00 -6.915580e+01 6.966944e-04 -6.941073e+01 7.055894e-04
2.463768e+00 1.666667e+00 -6.525049e+01 4.754973e-04 -6.541626e+01 4.859241e-04
2.463768e+00 1.782609e+00 -6.225179e+01 1.296685e-04 -6.234261e+01 1.386790e-04
2.463768e+00 1.898551e+00 -6.024581e+01 -2.430701e-04 -6.029779e+01 -2.377112e-04
2.463768e+00 2.014493e+00 -5.888750e+01 -5.327423e-04 -5.891727e+01 -5.320139e-04
2.463768e+00 2.130435e+00 -5.796515e+01 -6.511338e-04 -5.798096e+01 -6.545943e-04
2.463768e+00 2.246377e+00 -5.735248e+01 -5.617410e-04 -5.735891e+01 -5.677814e-04
2.463768e+00 2.362319e+00 -5.696928e+01 -2.946204e-04 -5.696909e+01 -3.010468e-04
2.463768e+00 2.478261e+00 -5.676138e+01 6.068663e-05 -5.675634e+01 5.593309e-05
2.463768e+00 2.594203e+00 -5.669031e+01 3.835859e-04 -5.668163e+01 3.818014e-04
2.463768e+00 2.710145e+00 -5.672766e+01 5.635635e-04 -5.671620e+01 5.649422e-04
2.463768e+00 2.826087e+00 -5.685183e+01 5.397491e-04 -5.683820e+01 5.434255e-04
2.463768e+00 2.942029e+00 -5.704600e+01 3.240332e-04 -5.703066e+01 3.284711e-04
2.463768e+00 3.057971e+00 -5.729682e+01 -1.929579e-06 -5.728013e+01 1.646057e-06
2.463768e+00 3.173913e+00 -5.759359e+01 -3.160204e-04 -5.757580e+01 -3.144529e-04
2.463768e+00 3.289855e+00 -5.792757e+01 -5.011599e-04 -5.790891e+01 -5.019151e-04
2.463768e+00 3.405797e+00 -5.829165e+01 -4.899655e-04 -5.827227e+01 -4.924955e-04
2.463768e+00 3.521739e+00 -5.867991e+01 -2.910027e-04 -5.865996e+01 -2.941767e-04
2.463768e+00 3.637681e+00 -5.908749e+01 1.432524e-05 -5.906707e+01 1.175437e-05
2.463768e+00 3.753623e+00 -5.951031e+01 3.037858e-04 -5.948950e+01 3.027110e-04
2.463768e+00 3.869565e+00 -5.994496e+01 4.629884e-04 -5.992384e+01 4.636494e-04
2.463768e+00 3.985507e+00 -6.038861e+01 4.312871e-04 -6.036724e+01 4.332414e-04
2.463768e+00 4.101449e+00 -6.083887e+01 2.260917e-04 -6.081729e+01 2.284462e-04
2.463768e+00 4.217391e+00 -6.129373e+01 -6.472395e-05 -6.127198e+01 -6.292816e-05
2.463768e+00 4.333333e+00 -6.175151e+01 -3.195229e-04 -6.172963e+01 -3.189325e-04
2.463768e+00 4.449275e+00 -6.221079e+01 -4.336460e-04 -6.218880e+01 -4.343708e-04
2.463768e+00 4.565217e+00 -6.267037e+01 -3.629621e-04 -6.264830e+01 -3.645799e-04
2.463768e+00 4.681159e+00 -6.312927e+01 -1.417786e-04 -6.310713e+01 -1.435501e-04
2.463768e+00 4.797101e+00 -6.358665e+01 1.325858e-04 -6.356446e+01 1.313928e-04
2.463768e+00 4.913043e+00 -6.404179e+01 3.420167e-04 -6.401957e+01 3.418325e-04
2.463768e+00 5.028986e+00 -6.449413e+01 3.984597e-04 -6.447189e+01 3.992639e-04
2.463768e+00 5.144928e+00 -6.494318e+01 2.814283e-04 -6.492092e+01 2.827965e-04
2.463768e+00 5.260870e+00 -6.538854e+01 4.591083e-05 -6.536627e+01 4.722308e-05
2.463768e+00 5.376812e+00 -6.582988e+01 -2.026650e-04 -6.580761e+01 -2.019512e-04
2.463768e+00 5.492754e+00 -6.626694e+01 -3.552843e-04 -6.624467e+01 -3.554149e-04
2.463768e+00 5.608696e+00 -6.669950e+01 -3.472729e-04 -6.667724e+01 -3.481182e-04
2.463768e+00 5.724638e+00 -6.712739e+01 -1.861140e-04 -6.710514e+01 -1.872538e-04
2.463768e+00 5.840580e+00 -6.755048e+01 5.303851e-05 -6.752825e+01 5.211473e-05
2.463768e+00 5.956522e+00 -6.796868e+01 2.618955e-04 -6.794647e+01 2.615644e-04
2.463768e+00 6.072464e+00 -6.838191e+01 3.479201e-04 -6.835972e+01 3.482745e-04
2.463768e+00 6.188406e+00 -6.879012e+01 2.755121e-04 -6.876795e+01 2.763429e-04
2.463768e+00 6.304348e+00 -6.919329e+01 8.103119e-05 -6.917115e+01 8.194025e-05
2.463768e+00 6.420290e+00 -6.959141e+01 -1.448495e-04 -6.956929e+01 -1.442634e-04
2.463768e+00 6.536232e+00 -6.998448e+01 -2.991187e-04 -6.996239e+01 -2.990856e-04
2.463768e+00 6.652174e+00 -7.037252e+01 -3.133947e-04 -7.035046e+01 -3.138861e-04
2.463768e+00 6.768116e+00 -7.075556e+01 -1.844375e-04 -7.073352e+01 -1.851976e-04
2.463768e+00 6.884058e+00 -7.113362e+01 2.553082e-05 -7.111162e+01 2.485712e-05
2.463768e+00 7.000000e+00 -7.150677e+01 2.184746e-04 -7.148479e+01 2.181784e-04

2.608696e+00 -1.000000e+00 -3.339519e+03 -1.515804e-166 -3.355940e+03 -1.593950e-166
2.608696e+00 -8.840580e-01 -2.962236e+03 -1.061623e-147 -2.978662e+03 -1.120665e-147
2.608696e+00 -7.681159e-01 -2.584953e+03 -7.393410e-129 -2.601384e+03 -7.837538e-129
2.608696e+00 -6.521739e-01 -2.207670e+03 -5.116994e-110 -2.224107e+03 -5.449686e-110
2.608696e+00 -5.362319e-01 -1.830388e+03 -3.516942e-91 -1.846829e+03 -3.765169e-91
2.608696e+00 -4.202899e-01 -1.453105e+03 -2.398258e-72 -1.469551e+03 -2.582758e-72
2.608696e+00 -3.043478e-01 -1.075822e+03 -1.620661e-53 -1.092273e+03 -1.757289e-53
2.608696e+00 -1.884058e-01 -6.985393e+02 -1.083624e-34 -7.149953e+02 -1.184436e-34
2.608696e+00 -7.246377e-02 -3.212565e+02 -7.153945e-16 -3.377175e+02 -7.895170e-16
2.608696e+00 4.347826e-02 -7.274671e+01 -3.768754e-04 -7.437596e+01 -3.486528e-04
2.608696e+00 1.594203e-01 -6.312813e+01 -5.843566e-04 -6.348044e+01 -5.692541e-04
2.608696e+00 2.753623e-01 -5.905362e+01 -7.521542e-04 -5.918418e+01 -7.497484e-04
2.608696e+00 3.913043e-01 -5.675197e+01 -8.503770e-04 -5.679101e+01 -8.591076e-04
2.608696e+00 5.072464e-01 -5.543323e+01 -8.526666e-04 -5.542260e+01 -8.698777e-04
2.608696e+00 6.231884e-01 -5.480231e+01 -7.433975e-04 -5.476038e+01 -7.655744e-04
2.608696e+00 7.391304e-01 -5.472594e+01 -5.246893e-04 -5.466196e+01 -5.478872e-04
2.608696e+00 8.550725e-01 -5.514610e+01 -2.210328e-04 -5.506479e+01 -2.414440e-04
2.608696e+00 9.710145e-01 -5.605369e+01 1.207397e-04 -5.595704e+01 1.061773e-04
2.608696e+00 1.086957e+00 -5.748671e+01 4.376826e-04 -5.737463e+01 4.307639e-04
2.608696e+00 1.202899e+00 -5.954771e+01 6.631500e-04 -5.941843e+01 6.640976e-04
2.608696e+00 1.318841e+00 -6.244638e+01 7.432797e-04 -6.229861e+01 7.507481e-04
2.608696e+00 1.434783e+00 -6.650391e+01 6.534263e-04 -6.636098e+01 6.648440e-04
2.608696e+00 1.550725e+00 -7.067239e+01 4.093126e-04 -7.076550e+01 4.215026e-04
2.608696e+00 1.666667e+00 -6.882950e+01 6.815961e-05 -6.909619e+01 7.809860e-05
2.608696e+00 1.782609e+00 -6.504083e+01 -2.825920e-04 -6.519200e+01 -2.770612e-04
2.608696e+00 1.898551e+00 -6.237274e+01 -5.475533e-04 -6.245747e+01 -5.472456e-04
2.608696e+00 2.014493e+00 -6.056415e+01 -6.511176e-04 -6.061364e+01 -6.553939e-04
2.608696e+00 2.130435e+00 -5.931699e+01 -5.621882e-04 -5.934568e+01 -5.692387e-04
2.608696e+00 2.246377e+00 -5.845480e+01 -3.071048e-04 -5.847009e+01 -3.145439e-04
2.608696e+00 2.362319e+00 -5.787051e+01 3.514429e-05 -5.787664e+01 2.955125e-05
2.608696e+00 2.478261e+00 -5.749488e+01 3.557717e-04 -5.749445e+01 3.534669e-04
2.608696e+00 2.594203e+00 -5.728041e+01 5.509221e-04 -5.727514e+01 5.521912e-04
2.608696e+00 2.710145e+00 -5.719298e+01 5.570349e-04 -5.718405e+01 5.610218e-04
2.608696e+00 2.826087e+00 -5.720719e+01 3.741666e-04 -5.719543e+01 3.792453e-04
2.608696e+00 2.942029e+00 -5.730354e+01 6.788663e-05 -5.728957e+01 7.225325e-05
2.608696e+00 3.057971e+00 -5.746674e+01 -2.523954e-04 -5.745102e+01 -2.501150e-04
2.608696e+00 3.173913e+00 -5.768460e+01 -4.720224e-04 -5.766748e+01 -4.723536e-04
2.608696e+00 3.289855e+00 -5.794726e+01 -5.130025e-04 -5.792902e+01 -5.155217e-04
2.608696e+00 3.405797e+00 -5.824664e+01 -3.634746e-04 -5.822749e+01 -3.670420e-04
2.608696e+00 3.521739e+00 -5.857609e+01 -8.288415e-05 -5.855620e+01 -8.610897e-05
2.608696e+00 3.637681e+00 -5.893009e+01 2.200566e-04 -5.890960e+01 2.182994e-04
2.608696e+00 3.753623e+00 -5.930401e+01 4.289215e-04 -5.928304e+01 4.291106e-04
2.608696e+00 3.869565e+00 -5.969400e+01 4.648180e-04 -5.967262e+01 4.666700e-04
2.608696e+00 3.985507e+00 -6.009678e+01 3.174219e-04 -6.007508e+01 3.200646e-04
2.608696e+00 4.101449e+00 -6.050961e+01 4.902862e-05 -6.048765e+01 5.137924e-05
2.608696e+00 4.217391e+00 -6.093017e+01 -2.305415e-04 -6.090799e+01 -2.293495e-04
2.608696e+00 4.333333e+00 -6.135648e+01 -4.084481e-04 -6.133413e+01 -4.087544e-04
2.608696e+00 4.449275e+00 -6.178687e+01 -4.147609e-04 -6.176439e+01 -4.162940e-04
2.608696e+00 4.565217e+00 -6.221994e+01 -2.508584e-04 -6.219734e+01 -2.528945e-04
2.608696e+00 4.681159e+00 -6.265447e+01 1.168028e-05 -6.263179e+01 9.995596e-06
2.608696e+00 4.797101e+00 -6.308944e+01 2.614509e-04 -6.306670e+01 2.607543e-04
2.608696e+00 4.913043e+00 -6.352400e+01 3.942497e-04 -6.350121e+01 3.947259e-04
2.608696e+00 5.028986e+00 -6.395741e+01 3.569070e-04 -6.393459e+01 3.582531e-04
2.608696e+00 5.144928e+00 -6.438904e+01 1.692615e-04 -6.436621e+01 1.708491e-04
2.608696e+00 5.260870e+00 -6.481839e+01 -8.515762e-05 -6.479555e+01 -8.400019e-05
2.608696e+00 5.376812e+00 -6.524501e+01 -2.957256e-04 -6.522217e+01 -2.954359e-04
2.608696e+00 5.492754e+00 -6.566854e+01 -3.727429e-04 -6.564570e+01 -3.733634e-04
2.608696e+00 5.608696e+00 -6.608867e+01 -2.859991e-04 -6.606584e+01 -2.871917e-04
2.608696e+00 5.724638e+00 -6.650515e+01 -7.709251e-05 -6.648233e+01 -7.830859e-05
2.608696e+00 5.840580e+00 -6.691777e+01 1.597799e-04 -6.689498e+01 1.590537e-04
2.608696e+00 5.956522e+00 -6.732637e+01 3.199460e-04 -6.730360e+01 3.199753e-04
2.608696e+00 6.072464e+00 -6.773080e+01 3.345588e-04 -6.770806e+01 3.352683e-04
2.608696e+00 6.188406e+00 -6.813098e+01 2.005195e-04 -6.810827e+01 2.015510e-04
2.608696e+00 6.304348e+00 -6.852682e+01 -1.916682e-05 -6.850413e+01 -1.828093e-05
2.608696e+00 6.420290e+00 -6.891825e+01 -2.245283e-04 -6.889560e+01 -2.241573e-04
2.608696e+00 6.536232e+00 -6.930525e+01 -3.239510e-04 -6.928263e+01 -3.242145e-04
2.608696e+00 6.652174e+00 -6.968778e+01 -2.751764e-04 -6.966520e+01 -2.759110e-04
2.608696e+00 6.768116e+00 -7.006585e+01 -1.035306e-04 -7.004330e+01 -1.043808e-04
2.608696e+00 6.884058e+00 -7.043944e+01 1.106306e-04 -7.041692e+01 1.100444e-04
2.608696e+00 7.000000e+00 -7.080857e+01 2.692478e-04 -7.078609e+01 2.691625e-04

2.753623e+00 -1.000000e+00 -3.339591e+03 -2.067528e-167 -3.356768e+03 -2.931928e-167
2.753623e+00 -8.840580e-01 -2.962308e+03 -7.551041e-149 -2.979490e+03 -1.373832e-148
2.753623e+00 -7.681159e-01 -2.585025e+03 3.158487e-132 -2.602211e+03 -4.379233e-130
2.753623e+00 -6.521739e-01 -2.207742e+03 4.083718e-111 -2.224933e+03 9.527480e-112
2.753623e+00 -5.362319e-01 -1.830459e+03 5.944879e-92 -1.847655e+03 3.732477e-92
2.753623e+00 -4.202899e-01 -1.453176e+03 6.495254e-73 -1.470377e+03 4.939528e-73
2.753623e+00 -3.043478e-01 -1.075893e+03 6.303559e-54 -1.093098e+03 5.215353e-54
2.753623e+00 -1.884058e-01 -6.986099e+02 5.729416e-35 -7.158202e+02 4.972611e-35
2.753623e+00 -7.246377e-02 -3.213269e+02 4.993733e-16 -3.385420e+02 4.470754e-16
2.753623e+00 4.347826e-02 -7.340651e+01 -8.373093e-04 -7.519873e+01 -8.439429e-04
2.753623e+00 1.594203e-01 -6.388989e+01 -8.630832e-04 -6.428586e+01 -8.801425e-04
2.753623e+00 2.753623e-01 -5.980061e+01 -8.218921e-04 -5.995246e+01 -8.465080e-04
2.753623e+00 3.913043e-01 -5.745057e+01 -7.024577e-04 -5.750159e+01 -7.311766e-04
2.753623e+00 5.072464e-01 -5.605719e+01 -5.039628e-04 -5.605360e+01 -5.330412e-04
2.753623e+00 6.231884e-01 -5.532542e+01 -2.397755e-04 -5.528764e+01 -2.655905e-04
2.753623e+00 7.391304e-01 -5.511901e+01 6.100570e-05 -5.505744e+01 4.148498e-05
2.753623e+00 8.550725e-01 -5.537372e+01 3.555117e-04 -5.529390e+01 3.442754e-04
2.753623e+00 9.710145e-01 -5.606912e+01 5.932954e-04 -5.597375e+01 5.909664e-04
2.753623e+00 1.086957e+00 -5.722238e+01 7.263953e-04 -5.711208e+01 7.321162e-04
2.753623e+00 1.202899e+00 -5.889651e+01 7.215125e-04 -5.877017e+01 7.331011e-04
2.753623e+00 1.318841e+00 -6.122683e+01 5.712630e-04 -6.108204e+01 5.856396e-04
2.753623e+00 1.434783e+00 -6.446932e+01 3.008347e-04 -6.430765e+01 3.146497e-04
2.753623e+00 1.550725e+00 -6.887306e+01 -3.316601e-05 -6.875557e+01 -2.282902e-05
2.753623e+00 1.666667e+00 -7.169464e+01 -3.531421e-04 -7.193918e+01 -3.481537e-04
2.753623e+00 1.782609e+00 -6.838691e+01 -5.789326e-04 -6.863802e+01 -5.797474e-04
2.753623e+00 1.898551e+00 -6.491396e+01 -6.499619e-04 -6.505214e+01 -6.555947e-04
2.753623e+00 2.014493e+00 -6.252826e+01 -5.446717e-04 -6.260770e+01 -5.530339e-04
2.753623e+00 2.130435e+00 -6.088470e+01 -2.904641e-04 -6.093196e+01 -2.989751e-04
2.753623e+00 2.246377e+00 -5.973184e+01 4.054924e-05 -5.975953e+01 3.424106e-05
2.753623e+00 2.362319e+00 -5.892153e+01 3.505285e-04 -5.893633e+01 3.479193e-04
2.753623e+00 2.478261e+00 -5.836220e+01 5.450601e-04 -5.836805e+01 5.464352e-04
2.753623e+00 2.594203e+00 -5.799359e+01 5.636793e-04 -5.799296e+01 5.681273e-04
2.753623e+00 2.710145e+00 -5.777380e+01 4.013417e-04 -5.776834e+01 4.071244e-04
2.753623e+00 2.826087e+00 -5.767241e+01 1.124761e-04 -5.766326e+01 1.176266e-04
2.753623e+00 2.942029e+00 -5.766653e+01 -2.053004e-04 -5.765451e+01 -2.023455e-04
2.753623e+00 3.057971e+00 -5.773849e+01 -4.435230e-04 -5.772423e+01 -4.434611e-04
2.753623e+00 3.173913e+00 -5.787436e+01 -5.206528e-04 -5.785830e+01 -5.231639e-04
2.753623e+00 3.289855e+00 -5.806294e+01 -4.117595e-04 -5.804544e+01 -4.157004e-04
2.753623e+00 3.405797e+00 -5.829511e+01 -1.586404e-04 -5.827646e+01 -1.625003e-04
2.753623e+00 3.521739e+00 -5.856340e+01 1.444101e-04 -5.854381e+01 1.419620e-04
2.753623e+00 3.637681e+00 -5.886158e+01 3.848979e-04 -5.884122e+01 3.845667e-04
2.753623e+00 3.753623e+00 -5.918446e+01 4.741877e-04 -5.916348e+01 4.758596e-04
2.753623e+00 3.869565e+00 -5.952768e+01 3.813602e-04 -5.950619e+01 3.842147e-04
2.753623e+00 3.985507e+00 -5.988756e+01 1.454076e-04 -5.986566e+01 1.482748e-04
2.753623e+00 4.101449e+00 -6.026098e+01 -1.396508e-04 -6.023874e+01 -1.378331e-04
2.753623e+00 4.217391e+00 -6.064529e+01 -3.615159e-04 -6.062277e+01 -3.613188e-04
2.753623e+00 4.333333e+00 -6.103824e+01 -4.340173e-04 -6.101550e+01 -4.353501e-04
2.753623e+00 4.449275e+00 -6.143789e+01 -3.314457e-04 -6.141497e+01 -3.336465e-04
2.753623e+00 4.565217e+00 -6.184261e+01 -9.871030e-05 -6.181955e+01 -1.008460e-04
2.753623e+00 4.681159e+00 -6.225098e+01 1.671789e-04 -6.222781e+01 1.659311e-04
2.753623e+00 4.797101e+00 -6.266181e+01 3.570319e-04 -6.263856e+01 3.570751e-04
2.753623e+00 4.913043e+00 -6.307406e+01 3.944909e-04 -6.305075e+01 3.956856e-04
2.753623e+00 5.028986e+00 -6.348686e+01 2.674190e-04 -6.346350e+01 2.691825e-04
2.753623e+00 5.144928e+00 -6.389944e+01 3.242000e-05 -6.387605e+01 3.399387e-05
2.753623e+00 5.260870e+00 -6.431117e+01 -2.095499e-04 -6.428776e+01 -2.087828e-04
2.753623e+00 5.376812e+00 -6.472149e+01 -3.562410e-04 -6.469808e+01 -3.565194e-04
2.753623e+00 5.492754e+00 -6.512995e+01 -3.475319e-04 -6.510654e+01 -3.486497e-04
2.753623e+00 5.608696e+00 -6.553613e+01 -1.906180e-04 -6.551273e+01 -1.920430e-04
2.753623e+00 5.724638e+00 -6.593971e+01 4.386865e-05 -6.591632e+01 4.275136e-05
2.753623e+00 5.840580e+00 -6.634040e+01 2.530927e-04 -6.631704e+01 2.527208e-04
2.753623e+00 5.956522e+00 -6.673796e+01 3.469746e-04 -6.671463e+01 3.474409e-04
2.753623e+00 6.072464e+00 -6.713220e+01 2.872239e-04 -6.710890e+01 2.882634e-04
2.753623e+00 6.188406e+00 -6.752296e+01 1.033749e-04 -6.749969e+01 1.045029e-04
2.753623e+00 6.304348e+00 -6.791010e+01 -1.211139e-04 -6.788686e+01 -1.203820e-04
2.753623e+00 6.420290e+00 -6.829351e+01 -2.863969e-04 -6.827031e+01 -2.863408e-04
2.753623e+00 6.536232e+00 -6.867311e+01 -3.206419e-04 -6.864995e+01 -3.212325e-04
2.753623e+00 6.652174e+00 -6.904884e+01 -2.115091e-04 -6.902572e+01 -2.124432e-04
2.753623e+00 6.768116e+00 -6.942064e+01 -1.076467e-05 -6.939756e+01 -1.161390e-05
2.753623e+00 6.884058e+00 -6.978849e+01 1.898260e-04 -6.976545e+01 1.894220e-04
2.753623e+00 7.000000e+00 -7.015236e+01 3.002621e-04 -7.012936e+01 3.004452e-04

2.898551e+00 -1.000000e+00 -3.339662e+03 1.125719e-166 -3.357563e+03 1.090714e-166
2.898551e+00 -8.840580e-01 -2.962379e+03 8.752090e-148 -2.980284e+03 8.533066e-148
2.898551e+00 -7.681159e-01 -2.585095e+03 6.757738e-129 -2.603006e+03 6.625176e-129
2.898551e+00 -6.521739e-01 -2.207812e+03 5.185709e-110 -2.225727e+03 5.109308e-110
2.898551e+00 -5.362319e-01 -1.830529e+03 3.957122e-91 -1.848448e+03 3.916476e-91
2.898551e+00 -4.202899e-01 -1.453246e+03 3.004102e-72 -1.471170e+03 2.985622e-72
2.898551e+00 -3.043478e-01 -1.075963e+03 2.269738e-53 -1.093891e+03 2.264497e-53
2.898551e+00 -1.884058e-01 -6.986796e+02 1.707237e-34 -7.166124e+02 1.709471e-34
2.898551e+00 -7.246377e-02 -3.213964e+02 1.278721e-15 -3.393338e+02 1.284789e-15
2.898551e+00 4.347826e-02 -7.402893e+01 -7.091076e-04 -7.598903e+01 -7.466257e-04
2.898551e+00 1.594203e-01 -6.461889e+01 -5.670919e-04 -6.506091e+01 -6.056387e-04
2.898551e+00 2.753623e-01 -6.052024e+01 -3.749591e-04 -6.069486e+01 -4.113039e-04
2.898551e+00 3.913043e-01 -5.812932e+01 -1.413133e-04 -5.819342e+01 -1.724146e-04
2.898551e+00 5.072464e-01 -5.667160e+01 1.151683e-04 -5.667591e+01 9.182266e-05
2.898551e+00 6.231884e-01 -5.585274e+01 3.661440e-04 -5.581977e+01 3.521969e-04
2.898551e+00 7.391304e-01 -5.553458e+01 5.765116e-04 -5.547593e+01 5.724645e-04
2.898551e+00 8.550725e-01 -5.564857e+01 7.100124e-04 -5.557059e+01 7.150906e-04
2.898551e+00 9.710145e-01 -5.616651e+01 7.369858e-04 -5.607254e+01 7.491968e-04
2.898551e+00 1.086957e+00 -5.709161e+01 6.428322e-04 -5.698295e+01 6.592422e-04
2.898551e+00 1.202899e+00 -5.846134e+01 4.349870e-04 -5.833756e+01 4.521946e-04
2.898551e+00 1.318841e+00 -6.036233e+01 1.459209e-04 -6.022145e+01 1.606529e-04
2.898551e+00 1.434783e+00 -6.296486e+01 -1.698559e-04 -6.280440e+01 -1.601395e-04
2.898551e+00 1.550725e+00 -6.656614e+01 -4.454888e-04 -6.639537e+01 -4.421169e-04
2.898551e+00 1.666667e+00 -7.111357e+01 -6.169097e-04 -7.107134e+01 -6.197697e-04
2.898551e+00 1.782609e+00 -7.184734e+01 -6.400411e-04 -7.218460e+01 -6.476661e-04
2.898551e+00 1.898551e+00 -6.798043e+01 -5.052113e-04 -6.820884e+01 -5.151811e-04
2.898551e+00 2.014493e+00 -6.485562e+01 -2.437525e-04 -6.498261e+01 -2.533185e-04
2.898551e+00 2.130435e+00 -6.270828e+01 7.669208e-05 -6.278310e+01 6.991086e-05
2.898551e+00 2.246377e+00 -6.120408e+01 3.684920e-04 -6.124933e+01 3.659260e-04
2.898551e+00 2.362319e+00 -6.013213e+01 5.484397e-04 -6.015889e+01 5.502565e-04
2.898551e+00 2.478261e+00 -5.936706e+01 5.633492e-04 -5.938141e+01 5.684977e-04
2.898551e+00 2.594203e+00 -5.882995e+01 4.084864e-04 -5.883555e+01 4.150800e-04
2.898551e+00 2.710145e+00 -5.846798e+01 1.318127e-04 -5.846717e+01 1.377347e-04
2.898551e+00 2.826087e+00 -5.824396e+01 -1.788820e-04 -5.823833e+01 -1.753371e-04
2.898551e+00 2.942029e+00 -5.813060e+01 -4.231356e-04 -5.812127e+01 -4.227800e-04
2.898551e+00 3.057971e+00 -5.810723e+01 -5.209990e-04 -5.809501e+01 -5.235727e-04
2.898551e+00 3.173913e+00 -5.815777e+01 -4.409805e-04 -5.814325e+01 -4.453203e-04
2.898551e+00 3.289855e+00 -5.826942e+01 -2.123710e-04 -5.825308e+01 -2.168573e-04
2.898551e+00 3.405797e+00 -5.843190e+01 8.352559e-05 -5.841408e+01 8.040122e-05
2.898551e+00 3.521739e+00 -5.863676e+01 3.412769e-04 -5.861774e+01 3.404202e-04
2.898551e+00 3.637681e+00 -5.887703e+01 4.690130e-04 -5.885704e+01 4.704705e-04
2.898551e+00 3.753623e+00 -5.914689e+01 4.222883e-04 -5.912611e+01 4.253036e-04
2.898551e+00 3.869565e+00 -5.944147e+01 2.211549e-04 -5.942004e+01 2.244982e-04
2.898551e+00 3.985507e+00 -5.975663e+01 -5.672140e-05 -5.973467e+01 -5.427969e-05
2.898551e+00 4.101449e+00 -6.008888e+01 -3.050842e-04 -6.006648e+01 -3.043348e-04
2.898551e+00 4.217391e+00 -6.043523e+01 -4.296624e-04 -6.041248e+01 -4.307072e-04
2.898551e+00 4.333333e+00 -6.079314e+01 -3.847145e-04 -6.077011e+01 -3.869866e-04
2.898551e+00 4.449275e+00 -6.116042e+01 -1.910012e-04 -6.113715e+01 -1.935294e-04
2.898551e+00 4.565217e+00 -6.153520e+01 7.237974e-05 -6.151175e+01 7.057518e-05
2.898551e+00 4.681159e+00 -6.191587e+01 2.995222e-04 -6.189226e+01 2.990593e-04
2.898551e+00 4.797101e+00 -6.230102e+01 4.002488e-04 -6.227730e+01 4.011780e-04
2.898551e+00 4.913043e+00 -6.268948e+01 3.365000e-04 -6.266567e+01 3.383303e-04
2.898551e+00 5.028986e+00 -6.308020e+01 1.375835e-04 -6.305633e+01 1.395160e-04
2.898551e+00 5.144928e+00 -6.347230e+01 -1.122296e-04 -6.344839e+01 -1.109654e-04
2.898551e+00 5.260870e+00 -6.386501e+01 -3.088580e-04 -6.384107e+01 -3.087036e-04
2.898551e+00 5.376812e+00 -6.425767e+01 -3.717998e-04 -6.423371e+01 -3.727181e-04
2.898551e+00 5.492754e+00 -6.464971e+01 -2.775876e-04 -6.462574e+01 -2.791152e-04
2.898551e+00 5.608696e+00 -6.504063e+01 -6.914344e-05 -6.501667e+01 -7.060926e-05
2.898551e+00 5.724638e+00 -6.543003e+01 1.630081e-04 -6.540608e+01 1.621958e-04
2.898551e+00 5.840580e+00 -6.581752e+01 3.197072e-04 -6.579360e+01 3.198259e-04
2.898551e+00 5.956522e+00 -6.620282e+01 3.356193e-04 -6.617892e+01 3.365427e-04
2.898551e+00 6.072464e+00 -6.658566e+01 2.069082e-04 -6.656179e+01 2.081877e-04
2.898551e+00 6.188406e+00 -6.696580e+01 -7.827796e-06 -6.694197e+01 -6.753578e-06
2.898551e+00 6.304348e+00 -6.734307e+01 -2.137036e-04 -6.731928e+01 -2.132676e-04
2.898551e+00 6.420290e+00 -6.771732e+01 -3.212954e-04 -6.769356e+01 -3.216303e-04
2.898551e+00 6.536232e+00 -6.808840e+01 -2.856516e-04 -6.806468e+01 -2.865559e-04
2.898551e+00 6.652174e+00 -6.845620e+01 -1.254337e-04 -6.843254e+01 -1.264799e-04
2.898551e+00 6.768116e+00 -6.882066e+01 8.615466e-05 -6.879704e+01 8.542265e-05
