z_by_lambda_0 V_re V_im I_re I_im Z_rel_re Z_rel_im
-0.220275 -4.187330e+01 6.180837e+01 3.066582e-01 -5.114490e-01 -3.318039e-01 -1.837700e-02
-0.212766 -5.058185e+01 5.570764e+01 3.788080e-01 -4.666394e-01 -3.318039e-01 -1.837700e-02
-0.205257 -5.840221e+01 4.838036e+01 4.444159e-01 -4.116551e-01 -3.318039e-01 -1.837700e-02
-0.197747 -6.516170e+01 3.995575e+01 5.020476e-01 -3.474505e-01 -3.318039e-01 -1.837700e-02
-0.190238 -7.070641e+01 3.058732e+01 5.504077e-01 -2.751818e-01 -3.318039e-01 -1.837700e-02
-0.182728 -7.490465e+01 2.045017e+01 5.883685e-01 -1.961875e-01 -3.318039e-01 -1.837700e-02
-0.175219 -7.764995e+01 9.737759e+00 6.149956e-01 -1.119633e-01 -3.318039e-01 -1.837700e-02
-0.167710 -7.886362e+01 -1.341726e+00 6.295693e-01 -2.413503e-02 -3.318039e-01 -1.837700e-02
-0.160200 -7.849681e+01 -1.256935e+01 6.316033e-01 6.557294e-02 -3.318039e-01 -1.837700e-02
-0.152691 -7.653193e+01 -2.371973e+01 6.208579e-01 1.553706e-01 -3.318039e-01 -1.837700e-02
-0.145181 -7.298357e+01 -3.456544e+01 5.973487e-01 2.434380e-01 -3.318039e-01 -1.837700e-02
-0.137672 -6.789861e+01 -4.488168e+01 5.613506e-01 3.279613e-01 -3.318039e-01 -1.837700e-02
-0.130163 -6.135590e+01 -5.445081e+01 5.133961e-01 4.071699e-01 -3.318039e-01 -1.837700e-02
-0.122653 -5.346508e+01 -6.306689e+01 4.542688e-01 4.793731e-01 -3.318039e-01 -1.837700e-02
-0.115144 -4.436486e+01 -7.054007e+01 3.849911e-01 5.429952e-01 -3.318039e-01 -1.837700e-02
-0.107635 -3.422069e+01 -7.670068e+01 3.068076e-01 5.966100e-01 -3.318039e-01 -1.837700e-02
-0.100125 -2.322183e+01 -8.140298e+01 2.211633e-01 6.389716e-01 -3.318039e-01 -1.837700e-02
-0.092616 -1.157784e+01 -8.452849e+01 1.296773e-01 6.690426e-01 -3.318039e-01 -1.837700e-02
-0.085106 4.852879e-01 -8.598888e+01 3.411294e-02 6.860185e-01 -3.318039e-01 -1.837700e-02
-0.077597 1.272950e+01 -8.572815e+01 -6.365593e-02 6.893476e-01 -3.318039e-01 -1.837700e-02
-0.070088 2.490930e+01 -8.372435e+01 -1.616810e-01 6.787465e-01 -3.318039e-01 -1.837700e-02
-0.062578 3.677661e+01 -7.999056e+01 -2.579780e-01 6.542096e-01 -3.318039e-01 -1.837700e-02
-0.055069 4.808575e+01 -7.457511e+01 -3.505662e-01 6.160143e-01 -3.318039e-01 -1.837700e-02
-0.047559 5.859851e+01 -6.756124e+01 -4.375089e-01 5.647189e-01 -3.318039e-01 -1.837700e-02
-0.040050 6.808902e+01 -5.906593e+01 -5.169530e-01 5.011568e-01 -3.318039e-01 -1.837700e-02
-0.032541 7.634861e+01 -4.923805e+01 -5.871685e-01 4.264230e-01 -3.318039e-01 -1.837700e-02
-0.025031 8.319024e+01 -3.825586e+01 -6.465851e-01 3.418567e-01 -3.318039e-01 -1.837700e-02
-0.017522 8.845271e+01 -2.632385e+01 -6.938265e-01 2.490175e-01 -3.318039e-01 -1.837700e-02
-0.010013 9.200426e+01 -1.366903e+01 -7.277418e-01 1.496578e-01 -3.318039e-01 -1.837700e-02
-0.002503 9.374578e+01 -5.366533e-01 -7.474322e-01 4.568984e-02 -3.318039e-01 -1.837700e-02
0.005006 9.398822e+01 1.279522e+01 -7.500212e-01 2.513802e-03 -3.324805e-01 -4.639822e-02
0.012516 9.392829e+01 2.610782e+01 -7.475846e-01 -9.256004e-03 -3.346039e-01 -8.855719e-02
0.020025 9.365929e+01 3.936231e+01 -7.434840e-01 -2.100521e-02 -3.380870e-01 -1.309813e-01
0.027534 9.318182e+01 5.252919e+01 -7.377285e-01 -3.270766e-02 -3.429827e-01 -1.737988e-01
0.035044 9.249695e+01 6.557915e+01 -7.303310e-01 -4.433731e-02 -3.493663e-01 -2.171407e-01
0.042553 9.160620e+01 7.848315e+01 -7.213080e-01 -5.586827e-02 -3.573380e-01 -2.611413e-01
0.050063 9.051155e+01 9.121245e+01 -7.106794e-01 -6.727488e-02 -3.670256e-01 -3.059388e-01
0.057572 8.921543e+01 1.037387e+02 -6.984690e-01 -7.853175e-02 -3.785892e-01 -3.516760e-01
0.065081 8.772074e+01 1.160341e+02 -6.847039e-01 -8.961382e-02 -3.922260e-01 -3.984996e-01
0.072591 8.603081e+01 1.280712e+02 -6.694148e-01 -1.004964e-01 -4.081767e-01 -4.465607e-01
0.080100 8.414938e+01 1.398233e+02 -6.526357e-01 -1.111554e-01 -4.267345e-01 -4.960128e-01
0.087610 8.208065e+01 1.512641e+02 -6.344040e-01 -1.215669e-01 -4.482549e-01 -5.470100e-01
0.095119 7.982923e+01 1.623682e+02 -6.147602e-01 -1.317078e-01 -4.731693e-01 -5.997024e-01
0.102628 7.740012e+01 1.731110e+02 -5.937481e-01 -1.415556e-01 -5.020012e-01 -6.542302e-01
0.110138 7.479873e+01 1.834684e+02 -5.714144e-01 -1.510883e-01 -5.353864e-01 -7.107126e-01
0.117647 7.203086e+01 1.934175e+02 -5.478089e-01 -1.602847e-01 -5.740982e-01 -7.692315e-01
0.125156 6.910266e+01 2.029360e+02 -5.229840e-01 -1.691243e-01 -6.190782e-01 -8.298075e-01
0.132666 6.602065e+01 2.120029e+02 -4.969950e-01 -1.775875e-01 -6.714729e-01 -8.923615e-01
0.140175 6.279169e+01 2.205979e+02 -4.698999e-01 -1.856554e-01 -7.326759e-01 -9.566588e-01
0.147685 5.942296e+01 2.287018e+02 -4.417588e-01 -1.933101e-01 -8.043749e-01 -1.022224e+00
0.155194 5.592198e+01 2.362968e+02 -4.126345e-01 -2.005345e-01 -8.885966e-01 -1.088218e+00
0.162703 5.229652e+01 2.433657e+02 -3.825917e-01 -2.073126e-01 -9.877376e-01 -1.153251e+00
0.170213 4.855466e+01 2.498930e+02 -3.516974e-01 -2.136292e-01 -1.104557e+00 -1.215121e+00
0.177722 4.470472e+01 2.558641e+02 -3.200202e-01 -2.194704e-01 -1.242083e+00 -1.270451e+00
0.185232 4.075529e+01 2.612656e+02 -2.876307e-01 -2.248230e-01 -1.403342e+00 -1.314202e+00
0.192741 3.671513e+01 2.660857e+02 -2.546010e-01 -2.296752e-01 -1.590790e+00 -1.339106e+00
0.200250 3.259326e+01 2.703135e+02 -2.210047e-01 -2.340162e-01 -1.805222e+00 -1.335148e+00
0.207760 2.839884e+01 2.739396e+02 -1.869164e-01 -2.378363e-01 -2.043990e+00 -1.289428e+00
0.215269 2.414121e+01 2.769560e+02 -1.524120e-01 -2.411271e-01 -2.298502e+00 -1.187085e+00
0.222778 1.982985e+01 2.793559e+02 -1.175685e-01 -2.438811e-01 -2.551597e+00 -1.014226e+00
0.230288 1.547435e+01 2.811340e+02 -8.246321e-02 -2.460924e-01 -2.776551e+00 -7.634853e-01
0.237797 1.108441e+01 2.822864e+02 -4.717441e-02 -2.477558e-01 -2.940383e+00 -4.411125e-01
0.245307 6.669791e+00 2.828105e+02 -1.178060e-02 -2.488678e-01 -3.013066e+00 -7.148901e-02
0.252816 2.240330e+00 2.827051e+02 2.363943e-02 -2.494259e-01 -2.979556e+00 3.062303e-01
0.260325 -2.194118e+00 2.819704e+02 5.900684e-02 -2.494288e-01 -2.846924e+00 6.501409e-01
0.267835 -6.623682e+00 2.806081e+02 9.424291e-02 -2.488765e-01 -2.640917e+00 9.293994e-01
0.275344 -1.103850e+01 2.786213e+02 1.292692e-01 -2.477703e-01 -2.394769e+00 1.131165e+00
0.282854 -1.542875e+01 2.760142e+02 1.640078e-01 -2.461125e-01 -2.138255e+00 1.258514e+00
0.290363 -1.978466e+01 2.727929e+02 1.983813e-01 -2.439070e-01 -1.892170e+00 1.323678e+00
0.297872 -2.409654e+01 2.689643e+02 2.323133e-01 -2.411586e-01 -1.668047e+00 1.341637e+00
0.305382 -2.835478e+01 2.645371e+02 2.657282e-01 -2.378734e-01 -1.470441e+00 1.326218e+00
0.312891 -3.254990e+01 2.595211e+02 2.985516e-01 -2.340587e-01 -1.299593e+00 1.288542e+00
0.320401 -3.667258e+01 2.539274e+02 3.307105e-01 -2.297231e-01 -1.153513e+00 1.236856e+00
0.327910 -4.071363e+01 2.477685e+02 3.621333e-01 -2.248762e-01 -1.029295e+00 1.176963e+00
0.335419 -4.466406e+01 2.410582e+02 3.927501e-01 -2.195287e-01 -9.238686e-01 1.112804e+00
0.342929 -4.851507e+01 2.338113e+02 4.224926e-01 -2.136926e-01 -8.343558e-01 1.046971e+00
0.350438 -5.225810e+01 2.260440e+02 4.512948e-01 -2.073808e-01 -7.582198e-01 9.811214e-01
0.357947 -5.588482e+01 2.177735e+02 4.790925e-01 -2.006075e-01 -6.932976e-01 9.162768e-01
0.365457 -5.938714e+01 2.090183e+02 5.058238e-01 -1.933877e-01 -6.377794e-01 8.530311e-01
0.372966 -6.275728e+01 1.997979e+02 5.314293e-01 -1.857374e-01 -5.901668e-01 7.916976e-01
0.380476 -6.598774e+01 1.901328e+02 5.558519e-01 -1.776737e-01 -5.492259e-01 7.324056e-01
0.387985 -6.907131e+01 1.800445e+02 5.790373e-01 -1.692145e-01 -5.139431e-01 6.751669e-01
0.395494 -7.200115e+01 1.695554e+02 6.009338e-01 -1.603787e-01 -4.834858e-01 6.199189e-01
0.403004 -7.477073e+01 1.586889e+02 6.214928e-01 -1.511859e-01 -4.571699e-01 5.665540e-01
0.410513 -7.737388e+01 1.474693e+02 6.406684e-01 -1.416566e-01 -4.344324e-01 5.149387e-01
0.418023 -7.980482e+01 1.359213e+02 6.584181e-01 -1.318120e-01 -4.148096e-01 4.649254e-01
0.425532 -8.205812e+01 1.240709e+02 6.747022e-01 -1.216740e-01 -3.979191e-01 4.163610e-01
0.433041 -8.412877e+01 1.119443e+02 6.894846e-01 -1.112652e-01 -3.834459e-01 3.690914e-01
0.440551 -8.601218e+01 9.956851e+01 7.027323e-01 -1.006087e-01 -3.711305e-01 3.229645e-01
0.448060 -8.770413e+01 8.697112e+01 7.144159e-01 -8.972833e-02 -3.607603e-01 2.778317e-01
0.455569 -8.920087e+01 7.418014e+01 7.245093e-01 -7.864820e-02 -3.521620e-01 2.335488e-01
0.463079 -9.049907e+01 6.122405e+01 7.329901e-01 -6.739303e-02 -3.451963e-01 1.899759e-01
0.470588 -9.159584e+01 4.813169e+01 7.398394e-01 -5.598785e-02 -3.397530e-01 1.469773e-01
0.478098 -9.248873e+01 3.493220e+01 7.450420e-01 -4.445805e-02 -3.357477e-01 1.044210e-01
0.485607 -9.317575e+01 2.165496e+01 7.485862e-01 -3.282930e-02 -3.331196e-01 6.217753e-02
0.493116 -9.365539e+01 8.329511e+00 7.504642e-01 -2.112747e-02 -3.318289e-01 2.011995e-02
0.500626 -9.392656e+01 -5.014474e+00 7.506718e-01 -9.378619e-03 -3.318564e-01 -2.187756e-02
0.508135 -9.398868e+01 -1.834730e+01 7.492086e-01 2.391108e-03 -3.332025e-01 -6.394039e-02
0.515645 -9.384159e+01 -3.163928e+01 7.460778e-01 1.415551e-02 -3.358874e-01 -1.061944e-01
0.523154 -9.348563e+01 -4.486085e+01 7.412864e-01 2.588841e-02 -3.399514e-01 -1.487666e-01
0.530663 -9.292159e+01 -5.798256e+01 7.348449e-01 3.756368e-02 -3.454566e-01 -1.917865e-01
0.538173 -9.215072e+01 -7.097521e+01 7.267679e-01 4.915535e-02 -3.524882e-01 -2.353864e-01
0.545682 -9.117474e+01 -8.380989e+01 7.170732e-01 6.063760e-02 -3.611575e-01 -2.797020e-01
0.553191 -8.999583e+01 -9.645802e+01 7.057825e-01 7.198489e-02 -3.716054e-01 -3.248735e-01
0.560701 -8.861660e+01 -1.088915e+02 6.929208e-01 8.317195e-02 -3.840065e-01 -3.710452e-01
0.568210 -8.704013e+01 -1.210825e+02 6.785168e-01 9.417389e-02 -3.985754e-01 -4.183659e-01
0.575720 -8.526992e+01 -1.330041e+02 6.626026e-01 1.049662e-01 -4.155734e-01 -4.669878e-01
0.583229 -8.330992e+01 -1.446296e+02 6.452135e-01 1.155249e-01 -4.353184e-01 -5.170651e-01
0.590738 -8.116448e+01 -1.559332e+02 6.263883e-01 1.258264e-01 -4.581957e-01 -5.687508e-01
0.598248 -7.883839e+01 -1.668897e+02 6.061689e-01 1.358479e-01 -4.846728e-01 -6.221919e-01
0.605757 -7.633682e+01 -1.774747e+02 5.846002e-01 1.455671e-01 -5.153174e-01 -6.775212e-01
0.613267 -7.366534e+01 -1.876648e+02 5.617304e-01 1.549622e-01 -5.508191e-01 -7.348450e-01
0.620776 -7.082989e+01 -1.974371e+02 5.376102e-01 1.640124e-01 -5.920174e-01 -7.942233e-01
0.628285 -6.783679e+01 -2.067700e+02 5.122935e-01 1.726975e-01 -6.399344e-01 -8.556404e-01
0.635795 -6.469270e+01 -2.156426e+02 4.858364e-01 1.809982e-01 -6.958140e-01 -9.189608e-01
0.643304 -6.140461e+01 -2.240353e+02 4.582980e-01 1.888961e-01 -7.611668e-01 -9.838618e-01
0.650814 -5.797985e+01 -2.319292e+02 4.297395e-01 1.963735e-01 -8.378165e-01 -1.049734e+00
0.658323 -5.442604e+01 -2.393070e+02 4.002245e-01 2.034139e-01 -9.279416e-01 -1.115536e+00
0.665832 -5.075108e+01 -2.461521e+02 3.698187e-01 2.100014e-01 -1.034094e+00 -1.179577e+00
0.673342 -4.696317e+01 -2.524493e+02 3.385897e-01 2.161216e-01 -1.159165e+00 -1.239216e+00
0.680851 -4.307072e+01 -2.581847e+02 3.066070e-01 2.217607e-01 -1.306227e+00 -1.290448e+00
0.688360 -3.908240e+01 -2.633453e+02 2.739420e-01 2.269062e-01 -1.478164e+00 -1.327377e+00
0.695870 -3.500710e+01 -2.679198e+02 2.406672e-01 2.315467e-01 -1.676906e+00 -1.341642e+00
0.703379 -3.085387e+01 -2.718980e+02 2.068567e-01 2.356718e-01 -1.902078e+00 -1.322002e+00
0.710889 -2.663197e+01 -2.752709e+02 1.725857e-01 2.392723e-01 -2.148889e+00 -1.254534e+00
0.718398 -2.235079e+01 -2.780312e+02 1.379307e-01 2.423402e-01 -2.405456e+00 -1.124278e+00
0.725907 -1.801987e+01 -2.801726e+02 1.029686e-01 2.448688e-01 -2.650572e+00 -9.192413e-01
0.733417 -1.364883e+01 -2.816904e+02 6.777735e-02 2.468523e-01 -2.854166e+00 -6.368915e-01
0.740926 -9.247419e+00 -2.825812e+02 3.243523e-02 2.482863e-01 -2.983070e+00 -2.908338e-01
0.748436 -4.825421e+00 -2.828431e+02 -2.979082e-03 2.491678e-01 -3.012121e+00 8.741919e-02
0.755945 -3.926829e-01 -2.824754e+02 -3.838676e-02 2.494946e-01 -2.935182e+00 4.557793e-01
0.763454 4.040929e+00 -2.814789e+02 -7.370900e-02 2.492661e-01 -2.768128e+00 7.755152e-01
0.770964 8.465547e+00 -2.798559e+02 -1.088672e-01 2.484828e-01 -2.541356e+00 1.023005e+00
0.778473 1.287132e+01 -2.776101e+02 -1.437830e-01 2.471464e-01 -2.287728e+00 1.192697e+00
0.785982 1.724845e+01 -2.747463e+02 -1.783789e-01 2.452599e-01 -2.033599e+00 1.292370e+00
0.793492 2.158718e+01 -2.712710e+02 -2.125777e-01 2.428275e-01 -1.795727e+00 1.336052e+00
0.801001 2.587787e+01 -2.671919e+02 -2.463033e-01 2.398546e-01 -1.582403e+00 1.338563e+00
0.808511 3.011095e+01 -2.625180e+02 -2.794807e-01 2.363478e-01 -1.396084e+00 1.312690e+00
0.816020 3.427702e+01 -2.572599e+02 -3.120360e-01 2.323150e-01 -1.235873e+00 1.268327e+00
0.823529 3.836679e+01 -2.514291e+02 -3.438968e-01 2.277651e-01 -1.099276e+00 1.212635e+00
0.831039 4.237116e+01 -2.450387e+02 -3.749922e-01 2.227082e-01 -9.832555e-01 1.150574e+00
0.838548 4.628123e+01 -2.381029e+02 -4.052529e-01 2.171556e-01 -8.847917e-01 1.085464e+00
0.846058 5.008828e+01 -2.306372e+02 -4.346116e-01 2.111197e-01 -8.011394e-01 1.019465e+00
0.853567 5.378384e+01 -2.226580e+02 -4.630029e-01 2.046139e-01 -7.299176e-01 9.539388e-01
0.861076 5.735969e+01 -2.141833e+02 -4.903636e-01 1.976526e-01 -6.691148e-01 8.897070e-01
0.868586 6.080787e+01 -2.052319e+02 -5.166329e-01 1.902514e-01 -6.170564e-01 8.272324e-01
0.876095 6.412070e+01 -1.958236e+02 -5.417523e-01 1.824267e-01 -5.723600e-01 7.667417e-01
0.883605 6.729081e+01 -1.859795e+02 -5.656658e-01 1.741960e-01 -5.338887e-01 7.083089e-01
0.891114 7.031115e+01 -1.757214e+02 -5.883203e-01 1.655776e-01 -5.007085e-01 6.519104e-01
0.898623 7.317498e+01 -1.650722e+02 -6.096653e-01 1.565906e-01 -4.720524e-01 5.974619e-01
0.906133 7.587594e+01 -1.540556e+02 -6.296533e-01 1.472550e-01 -4.472897e-01 5.448433e-01
0.913642 7.840802e+01 -1.426961e+02 -6.482398e-01 1.375918e-01 -4.259013e-01 4.939138e-01
0.921151 8.076558e+01 -1.310189e+02 -6.653834e-01 1.276222e-01 -4.074593e-01 4.445230e-01
0.928661 8.294336e+01 -1.190502e+02 -6.810460e-01 1.173686e-01 -3.916109e-01 3.965168e-01
0.936170 8.493653e+01 -1.068164e+02 -6.951928e-01 1.068537e-01 -3.780654e-01 3.497416e-01
0.943680 8.674065e+01 -9.434493e+01 -7.077921e-01 9.610106e-02 -3.665839e-01 3.040467e-01
0.951189 8.835170e+01 -8.166345e+01 -7.188161e-01 8.513447e-02 -3.569710e-01 2.592853e-01
0.958698 8.976609e+01 -6.880019e+01 -7.282401e-01 7.397839e-02 -3.490682e-01 2.153150e-01
0.966208 9.098069e+01 -5.578380e+01 -7.360432e-01 6.265765e-02 -3.427486e-01 1.719977e-01
0.973717 9.199277e+01 -4.264324e+01 -7.422080e-01 5.119744e-02 -3.379134e-01 1.291993e-01
0.981227 9.280010e+01 -2.940777e+01 -7.467208e-01 3.962328e-02 -3.344881e-01 8.678883e-02
0.988736 9.340088e+01 -1.610684e+01 -7.495715e-01 2.796092e-02 -3.324208e-01 4.463819e-02
0.996245 9.379376e+01 -2.770066e+00 -7.507538e-01 1.623633e-02 -3.316806e-01 2.620885e-03
1.003755 9.397787e+01 1.686094e+00 2.494566e-01 4.475600e-03 1.000000e+00 0.000000e+00
1.011264 9.395281e+01 -2.748283e+00 2.493901e-01 -7.295093e-03 1.000000e+00 0.000000e+00
1.018773 9.371862e+01 -7.176543e+00 2.487685e-01 -1.904955e-02 1.000000e+00 0.000000e+00
1.026283 9.327584e+01 -1.158883e+01 2.475931e-01 -3.076160e-02 1.000000e+00 1.875463e-17
1.033792 9.262544e+01 -1.597532e+01 2.458667e-01 -4.240519e-02 1.000000e+00 0.000000e+00
1.041302 9.176888e+01 -2.032625e+01 2.435930e-01 -5.395439e-02 1.000000e+00 0.000000e+00
1.048811 9.070805e+01 -2.463195e+01 2.407771e-01 -6.538350e-02 1.000000e+00 0.000000e+00
1.056320 8.944533e+01 -2.888281e+01 2.374253e-01 -7.666707e-02 1.000000e+00 0.000000e+00
1.063830 8.798351e+01 -3.306939e+01 2.335451e-01 -8.778000e-02 1.000000e+00 0.000000e+00
1.071339 8.632587e+01 -3.718236e+01 2.291450e-01 -9.869755e-02 1.000000e+00 0.000000e+00
1.078849 8.447607e+01 -4.121257e+01 2.242349e-01 -1.093954e-01 1.000000e+00 6.794116e-17
1.086358 8.243826e+01 -4.515105e+01 2.188256e-01 -1.198498e-01 1.000000e+00 6.630221e-17
1.093867 8.021694e+01 -4.898903e+01 2.129294e-01 -1.300374e-01 1.000000e+00 0.000000e+00
1.101377 7.781708e+01 -5.271797e+01 2.065591e-01 -1.399356e-01 1.000000e+00 0.000000e+00
1.108886 7.524402e+01 -5.632957e+01 1.997291e-01 -1.495223e-01 1.000000e+00 -6.051614e-17
1.116395 7.250347e+01 -5.981579e+01 1.924546e-01 -1.587762e-01 1.000000e+00 5.831201e-17
1.123905 6.960155e+01 -6.316888e+01 1.847517e-01 -1.676767e-01 1.000000e+00 0.000000e+00
1.131414 6.654471e+01 -6.638136e+01 1.766375e-01 -1.762039e-01 1.000000e+00 0.000000e+00
1.138924 6.333975e+01 -6.944609e+01 1.681302e-01 -1.843390e-01 1.000000e+00 -0.000000e+00
1.146433 5.999381e+01 -7.235624e+01 1.592487e-01 -1.920638e-01 1.000000e+00 -0.000000e+00
1.153942 5.651433e+01 -7.510535e+01 1.500127e-01 -1.993610e-01 1.000000e+00 1.208092e-16
1.161452 5.290907e+01 -7.768728e+01 1.404428e-01 -2.062146e-01 1.000000e+00 -6.248117e-17
1.168961 4.918603e+01 -8.009630e+01 1.305603e-01 -2.126091e-01 1.000000e+00 -0.000000e+00
1.176471 4.535352e+01 -8.232704e+01 1.203872e-01 -2.185304e-01 1.000000e+00 -0.000000e+00
1.183980 4.142007e+01 -8.437453e+01 1.099462e-01 -2.239653e-01 1.000000e+00 6.785949e-17
1.191489 3.739441e+01 -8.623422e+01 9.926043e-02 -2.289017e-01 1.000000e+00 -0.000000e+00
1.198999 3.328553e+01 -8.790197e+01 8.835373e-02 -2.333286e-01 1.000000e+00 -0.000000e+00
1.206508 2.910256e+01 -8.937407e+01 7.725037e-02 -2.372362e-01 1.000000e+00 -0.000000e+00
1.214018 2.485481e+01 -9.064724e+01 6.597507e-02 -2.406157e-01 1.000000e+00 -0.000000e+00
1.221527 2.055174e+01 -9.171864e+01 5.455291e-02 -2.434597e-01 1.000000e+00 -0.000000e+00
1.229036 1.620292e+01 -9.258590e+01 4.300934e-02 -2.457617e-01 1.000000e+00 -3.723180e-17
1.236546 1.181804e+01 -9.324708e+01 3.137003e-02 -2.475168e-01 1.000000e+00 -0.000000e+00
1.244055 7.406857e+00 -9.370070e+01 1.966090e-02 -2.487209e-01 1.000000e+00 -0.000000e+00
1.251564 2.979186e+00 -9.394577e+01 7.908007e-03 -2.493714e-01 1.000000e+00 -0.000000e+00
1.259074 -1.455116e+00 -9.398173e+01 -3.862487e-03 -2.494669e-01 1.000000e+00 -2.362070e-18
1.266583 -5.886179e+00 -9.380851e+01 -1.562438e-02 -2.490071e-01 1.000000e+00 -0.000000e+00
1.274093 -1.030414e+01 -9.342648e+01 -2.735150e-02 -2.479930e-01 1.000000e+00 -0.000000e+00
1.281602 -1.469917e+01 -9.283651e+01 -3.901774e-02 -2.464270e-01 1.000000e+00 1.866629e-17
1.289111 -1.906148e+01 -9.203990e+01 -5.059714e-02 -2.443124e-01 1.000000e+00 -0.000000e+00
1.296621 -2.338136e+01 -9.103843e+01 -6.206391e-02 -2.416541e-01 1.000000e+00 -0.000000e+00
1.304130 -2.764920e+01 -8.983432e+01 -7.339255e-02 -2.384579e-01 1.000000e+00 3.612530e-17
1.311640 -3.185549e+01 -8.843026e+01 -8.455782e-02 -2.347309e-01 1.000000e+00 -0.000000e+00
1.319149 -3.599089e+01 -8.682937e+01 -9.553489e-02 -2.304815e-01 1.000000e+00 -0.000000e+00
1.326658 -4.004617e+01 -8.503521e+01 -1.062993e-01 -2.257191e-01 1.000000e+00 -0.000000e+00
1.334168 -4.401232e+01 -8.305178e+01 -1.168271e-01 -2.204542e-01 1.000000e+00 6.679565e-17
1.341677 -4.788051e+01 -8.088350e+01 -1.270949e-01 -2.146987e-01 1.000000e+00 -0.000000e+00
1.349186 -5.164212e+01 -7.853518e+01 -1.370798e-01 -2.084653e-01 1.000000e+00 6.316311e-17
1.356696 -5.528879e+01 -7.601206e+01 -1.467596e-01 -2.017678e-01 1.000000e+00 -0.000000e+00
1.364205 -5.881239e+01 -7.331975e+01 -1.561127e-01 -1.946213e-01 1.000000e+00 -0.000000e+00
1.371715 -6.220509e+01 -7.046424e+01 -1.651184e-01 -1.870416e-01 1.000000e+00 5.667193e-17
1.379224 -6.545934e+01 -6.745190e+01 -1.737565e-01 -1.790456e-01 1.000000e+00 1.084984e-16
1.386733 -6.856788e+01 -6.428942e+01 -1.820079e-01 -1.706510e-01 1.000000e+00 1.102935e-16
1.394243 -7.152380e+01 -6.098384e+01 -1.898541e-01 -1.618766e-01 1.000000e+00 -0.000000e+00
1.401752 -7.432053e+01 -5.754252e+01 -1.972778e-01 -1.527420e-01 1.000000e+00 -5.977341e-17
1.409262 -7.695183e+01 -5.397313e+01 -2.042624e-01 -1.432673e-01 1.000000e+00 -6.188967e-17
1.416771 -7.941185e+01 -5.028360e+01 -2.107923e-01 -1.334737e-01 1.000000e+00 -0.000000e+00
1.424280 -8.169512e+01 -4.648215e+01 -2.168531e-01 -1.233831e-01 1.000000e+00 -0.000000e+00
1.431790 -8.379655e+01 -4.257724e+01 -2.224311e-01 -1.130178e-01 1.000000e+00 -6.739464e-17
1.439299 -8.571146e+01 -3.857756e+01 -2.275141e-01 -1.024010e-01 1.000000e+00 -0.000000e+00
1.446809 -8.743560e+01 -3.449202e+01 -2.320907e-01 -9.155625e-02 1.000000e+00 -0.000000e+00
1.454318 -8.896512e+01 -3.032970e+01 -2.361507e-01 -8.050772e-02 1.000000e+00 -0.000000e+00
1.461827 -9.029662e+01 -2.609987e+01 -2.396850e-01 -6.927999e-02 1.000000e+00 -0.000000e+00
1.469337 -9.142714e+01 -2.181195e+01 -2.426859e-01 -5.789805e-02 1.000000e+00 -3.676583e-17
1.476846 -9.235416e+01 -1.747548e+01 -2.451466e-01 -4.638725e-02 1.000000e+00 -3.713861e-17
1.484355 -9.307561e+01 -1.310012e+01 -2.470617e-01 -3.477320e-02 1.000000e+00 -0.000000e+00
1.491865 -9.358990e+01 -8.695593e+00 -2.484268e-01 -2.308174e-02 1.000000e+00 -0.000000e+00
1.499374 -9.389588e+01 -4.271714e+00 -2.492390e-01 -1.133892e-02 1.000000e+00 -0.000000e+00
1.506884 -9.399286e+01 1.616733e-01 -2.494964e-01 4.291486e-04 1.000000e+00 -0.000000e+00
1.514393 -9.388063e+01 4.594701e+00 -2.491985e-01 1.219626e-02 1.000000e+00 -0.000000e+00
1.521902 -9.355943e+01 9.017501e+00 -2.483459e-01 2.393622e-02 1.000000e+00 1.881165e-17
1.529412 -9.303000e+01 1.342023e+01 -2.469406e-01 3.562291e-02 1.000000e+00 -0.000000e+00
1.536921 -9.229349e+01 1.779309e+01 -2.449856e-01 4.723031e-02 1.000000e+00 -0.000000e+00
1.544431 -9.135156e+01 2.212634e+01 -2.424853e-01 5.873258e-02 1.000000e+00 -3.673544e-17
1.551940 -9.020630e+01 2.641035e+01 -2.394453e-01 7.010412e-02 1.000000e+00 -0.000000e+00
1.559449 -8.886026e+01 3.063557e+01 -2.358723e-01 8.131963e-02 1.000000e+00 -0.000000e+00
1.566959 -8.731643e+01 3.479260e+01 -2.317744e-01 9.235413e-02 1.000000e+00 -0.000000e+00
1.574468 -8.557824e+01 3.887219e+01 -2.271605e-01 1.031831e-01 1.000000e+00 -6.882760e-17
1.581977 -8.364958e+01 4.286526e+01 -2.220410e-01 1.137823e-01 1.000000e+00 -0.000000e+00
1.589487 -8.153473e+01 4.676292e+01 -2.164273e-01 1.241284e-01 1.000000e+00 -6.557554e-17
1.596996 -7.923840e+01 5.055649e+01 -2.103319e-01 1.341981e-01 1.000000e+00 -0.000000e+00
1.604506 -7.676570e+01 5.423753e+01 -2.037683e-01 1.439691e-01 1.000000e+00 -0.000000e+00
1.612015 -7.412214e+01 5.779785e+01 -1.967512e-01 1.534197e-01 1.000000e+00 -0.000000e+00
1.619524 -7.131359e+01 6.122953e+01 -1.892961e-01 1.625288e-01 1.000000e+00 -5.735503e-17
