z_by_lambda_0 rho_by_lambda_0 rel_err_db_tm rel_err_db_te abs_ref_tm abs_ref_te
1.123188e+01 3.799357e-01 -2.303023e+02 -2.607610e+02 5.832054e-05 5.829514e-05
1.123188e+01 4.341913e-01 -2.307865e+02 -2.613131e+02 5.830205e-05 5.829645e-05
1.123188e+01 4.961948e-01 -2.314662e+02 -2.617758e+02 5.827792e-05 5.829815e-05
1.123188e+01 5.670524e-01 -2.323783e+02 -2.634766e+02 5.824643e-05 5.830038e-05
1.123188e+01 6.480286e-01 -2.336445e+02 -2.636321e+02 5.820534e-05 5.830327e-05
1.123188e+01 7.405685e-01 -2.354506e+02 -2.652396e+02 5.815173e-05 5.830705e-05
1.123188e+01 8.463232e-01 -2.383388e+02 -2.687652e+02 5.808183e-05 5.831196e-05
1.123188e+01 9.671799e-01 -2.426330e+02 -2.743409e+02 5.799072e-05 5.831834e-05
1.123188e+01 1.105295e+00 -2.442047e+02 -2.728346e+02 5.787204e-05 5.832663e-05
1.123188e+01 1.263134e+00 -2.394145e+02 -2.707897e+02 5.771757e-05 5.833737e-05
1.123188e+01 1.443512e+00 -2.354741e+02 -2.668087e+02 5.751671e-05 5.835126e-05
1.123188e+01 1.649648e+00 -2.331292e+02 -2.641512e+02 5.725590e-05 5.836917e-05
1.123188e+01 1.885221e+00 -2.322303e+02 -2.639308e+02 5.691780e-05 5.839215e-05
1.123188e+01 2.154435e+00 -2.329373e+02 -2.646272e+02 5.648050e-05 5.842150e-05
1.123188e+01 2.462092e+00 -2.355291e+02 -2.669947e+02 5.591653e-05 5.845871e-05
1.123188e+01 2.813684e+00 -2.361308e+02 -2.665199e+02 5.519188e-05 5.850543e-05
1.123188e+01 3.215484e+00 -2.319357e+02 -2.638373e+02 5.426518e-05 5.856336e-05
1.123188e+01 3.674662e+00 -2.299144e+02 -2.622283e+02 5.308725e-05 5.863396e-05
1.123188e+01 4.199411e+00 -2.308994e+02 -2.629578e+02 5.160139e-05 5.871797e-05
1.123188e+01 4.799096e+00 -2.297794e+02 -2.624477e+02 4.974501e-05 5.881465e-05
1.123188e+01 5.484417e+00 -2.266172e+02 -2.599079e+02 4.745318e-05 5.892050e-05
1.123188e+01 6.267603e+00 -2.236103e+02 -2.575163e+02 4.466472e-05 5.902761e-05
1.123188e+01 7.162629e+00 -2.178281e+02 -2.529201e+02 4.133119e-05 5.912144e-05
1.123188e+01 8.185467e+00 -2.107845e+02 -2.466645e+02 3.742824e-05 5.917838e-05
1.123188e+01 9.354369e+00 -2.017658e+02 -2.389683e+02 3.296795e-05 5.916367e-05
1.123188e+01 1.069019e+01 -1.915306e+02 -2.303876e+02 2.800933e-05 5.903051e-05
1.123188e+01 1.221677e+01 -1.797854e+02 -2.205899e+02 2.266368e-05 5.872155e-05
1.123188e+01 1.396135e+01 -1.666882e+02 -2.101077e+02 1.709295e-05 5.817351e-05
1.123188e+01 1.595506e+01 -1.520714e+02 -1.990997e+02 1.150384e-05 5.732496e-05
1.123188e+01 1.823348e+01 -1.352616e+02 -1.878567e+02 6.169737e-06 5.612599e-05
1.123188e+01 2.083726e+01 -1.145958e+02 -1.766999e+02 2.095018e-06 5.454744e-05
1.123188e+01 2.381286e+01 -1.101703e+02 -1.659725e+02 4.374491e-06 5.258697e-05
1.123188e+01 2.721339e+01 -1.055234e+02 -1.560020e+02 8.130314e-06 5.027050e-05
1.123188e+01 3.109952e+01 -9.941644e+01 -1.470259e+02 1.133953e-05 4.764862e-05
1.123188e+01 3.554059e+01 -9.331346e+01 -1.391477e+02 1.386541e-05 4.478949e-05
1.123188e+01 4.061586e+01 -8.768300e+01 -1.323443e+02 1.570882e-05 4.177024e-05
1.123188e+01 4.641589e+01 -8.265947e+01 -1.265177e+02 1.691789e-05 3.866873e-05
1.123188e+01 5.304417e+01 -7.824787e+01 -1.215449e+02 1.756565e-05 3.555712e-05
1.123188e+01 6.061899e+01 -7.440378e+01 -1.173041e+02 1.773730e-05 3.249761e-05
1.123188e+01 6.927551e+01 -7.106689e+01 -1.136846e+02 1.752114e-05 2.954039e-05
1.123188e+01 7.916819e+01 -6.817514e+01 -1.105909e+02 1.700221e-05 2.672327e-05
1.123188e+01 9.047357e+01 -6.567049e+01 -1.079422e+02 1.625817e-05 2.407245e-05
1.123188e+01 1.033934e+02 -6.350090e+01 -1.056697e+02 1.535707e-05 2.160405e-05
1.123188e+01 1.181582e+02 -6.162069e+01 -1.037168e+02 1.435638e-05 1.932577e-05
1.123188e+01 1.350314e+02 -5.999024e+01 -1.020353e+02 1.330311e-05 1.723874e-05
1.123188e+01 1.543142e+02 -5.857536e+01 -1.005850e+02 1.223445e-05 1.533911e-05
1.123188e+01 1.763505e+02 -5.734665e+01 -9.933226e+01 1.117891e-05 1.361945e-05
1.123188e+01 2.015338e+02 -5.627883e+01 -9.824865e+01 1.015743e-05 1.206995e-05
1.123188e+01 2.303132e+02 -5.535020e+01 -9.731004e+01 9.184719e-06 1.067931e-05
1.123188e+01 2.632024e+02 -5.454208e+01 -9.649622e+01 8.270371e-06 9.435505e-06
1.123188e+01 3.007883e+02 -5.383843e+01 -9.579000e+01 7.419948e-06 8.326283e-06
1.123188e+01 3.437414e+02 -5.322539e+01 -9.517657e+01 6.635896e-06 7.339570e-06
1.123188e+01 3.928284e+02 -5.269105e+01 -9.464326e+01 5.918332e-06 6.463739e-06
1.123188e+01 4.489251e+02 -5.222508e+01 -9.417914e+01 5.265675e-06 5.687785e-06
1.123188e+01 5.130326e+02 -5.181858e+01 -9.377555e+01 4.675172e-06 5.001429e-06
1.123188e+01 5.862947e+02 -5.146383e+01 -9.342406e+01 4.143295e-06 4.395177e-06
1.123188e+01 6.700188e+02 -5.115414e+01 -9.311782e+01 3.666064e-06 3.860327e-06
1.123188e+01 7.656988e+02 -5.088372e+01 -9.285124e+01 3.239275e-06 3.388967e-06
1.123188e+01 8.750422e+02 -5.064752e+01 -9.261925e+01 2.858683e-06 2.973940e-06
1.123188e+01 1.000000e+03 -5.044118e+01 -9.241701e+01 2.520120e-06 2.608803e-06

1.159420e+01 1.000000e-01 -2.317372e+02 -2.577814e+02 5.669539e-05 5.661548e-05
1.159420e+01 1.142802e-01 -2.317573e+02 -2.588266e+02 5.669421e-05 5.661557e-05
1.159420e+01 1.305997e-01 -2.318671e+02 -2.562736e+02 5.669268e-05 5.661567e-05
1.159420e+01 1.492496e-01 -2.318350e+02 -2.579793e+02 5.669067e-05 5.661582e-05
1.159420e+01 1.705627e-01 -2.319305e+02 -2.582899e+02 5.668805e-05 5.661600e-05
1.159420e+01 1.949194e-01 -2.320801e+02 -2.573877e+02 5.668464e-05 5.661624e-05
1.159420e+01 2.227543e-01 -2.320981e+02 -2.584390e+02 5.668017e-05 5.661656e-05
1.159420e+01 2.545641e-01 -2.322826e+02 -2.589534e+02 5.667434e-05 5.661697e-05
1.159420e+01 2.909163e-01 -2.324567e+02 -2.587273e+02 5.666673e-05 5.661751e-05
1.159420e+01 3.324598e-01 -2.326315e+02 -2.585592e+02 5.665679e-05 5.661821e-05
1.159420e+01 3.799357e-01 -2.330663e+02 -2.584344e+02 5.664382e-05 5.661913e-05
1.159420e+01 4.341913e-01 -2.336448e+02 -2.587453e+02 5.662688e-05 5.662033e-05
1.159420e+01 4.961948e-01 -2.341612e+02 -2.589471e+02 5.660477e-05 5.662189e-05
1.159420e+01 5.670524e-01 -2.351173e+02 -2.585648e+02 5.657591e-05 5.662393e-05
1.159420e+01 6.480286e-01 -2.363002e+02 -2.614733e+02 5.653825e-05 5.662658e-05
1.159420e+01 7.405685e-01 -2.381417e+02 -2.625034e+02 5.648913e-05 5.663004e-05
1.159420e+01 8.463232e-01 -2.406299e+02 -2.653177e+02 5.642506e-05 5.663454e-05
1.159420e+01 9.671799e-01 -2.452803e+02 -2.657617e+02 5.634155e-05 5.664040e-05
1.159420e+01 1.105295e+00 -2.492538e+02 -2.679391e+02 5.623275e-05 5.664801e-05
1.159420e+01 1.263134e+00 -2.439104e+02 -2.657163e+02 5.609110e-05 5.665787e-05
1.159420e+01 1.443512e+00 -2.390684e+02 -2.685427e+02 5.590689e-05 5.667063e-05
1.159420e+01 1.649648e+00 -2.362641e+02 -2.620588e+02 5.566760e-05 5.668708e-05
1.159420e+01 1.885221e+00 -2.350275e+02 -2.614827e+02 5.535728e-05 5.670823e-05
1.159420e+01 2.154435e+00 -2.351721e+02 -2.632082e+02 5.495569e-05 5.673527e-05
1.159420e+01 2.462092e+00 -2.375518e+02 -2.639961e+02 5.443742e-05 5.676961e-05
1.159420e+01 2.813684e+00 -2.394945e+02 -2.629368e+02 5.377089e-05 5.681283e-05
1.159420e+01 3.215484e+00 -2.358908e+02 -2.648818e+02 5.291754e-05 5.686658e-05
1.159420e+01 3.674662e+00 -2.328415e+02 -2.612885e+02 5.183127e-05 5.693237e-05
1.159420e+01 4.199411e+00 -2.332987e+02 -2.627804e+02 5.045854e-05 5.701112e-05
1.159420e+01 4.799096e+00 -2.335979e+02 -2.561734e+02 4.873957e-05 5.710250e-05
1.159420e+01 5.484417e+00 -2.304717e+02 -2.565327e+02 4.661138e-05 5.720385e-05
1.159420e+01 6.267603e+00 -2.281960e+02 -2.658614e+02 4.401311e-05 5.730856e-05
1.159420e+01 7.162629e+00 -2.227774e+02 -2.537548e+02 4.089411e-05 5.740414e-05
1.159420e+01 8.185467e+00 -2.165822e+02 -2.486103e+02 3.722459e-05 5.746976e-05
1.159420e+01 9.354369e+00 -2.075685e+02 -2.407083e+02 3.300756e-05 5.747415e-05
1.159420e+01 1.069019e+01 -1.976804e+02 -2.322307e+02 2.828965e-05 5.737441e-05
1.159420e+01 1.221677e+01 -1.860232e+02 -2.226788e+02 2.316772e-05 5.711679e-05
1.159420e+01 1.396135e+01 -1.730517e+02 -2.122543e+02 1.778866e-05 5.664054e-05
1.159420e+01 1.595506e+01 -1.585543e+02 -2.011959e+02 1.234364e-05 5.588483e-05
1.159420e+01 1.823348e+01 -1.420933e+02 -1.898224e+02 7.075300e-06 5.479793e-05
1.159420e+01 2.083726e+01 -1.217000e+02 -1.784647e+02 2.569406e-06 5.334646e-05
1.159420e+01 2.381286e+01 -1.130155e+02 -1.674794e+02 3.431139e-06 5.152218e-05
1.159420e+01 2.721339e+01 -1.089189e+02 -1.572153e+02 7.129287e-06 4.934440e-05
1.159420e+01 3.109952e+01 -1.027601e+02 -1.479399e+02 1.038493e-05 4.685751e-05
1.159420e+01 3.554059e+01 -9.644231e+01 -1.397828e+02 1.298640e-05 4.412470e-05
1.159420e+01 4.061586e+01 -9.056143e+01 -1.327340e+02 1.491936e-05 4.121968e-05
1.159420e+01 4.641589e+01 -8.529463e+01 -1.266987e+02 1.622320e-05 3.821853e-05
1.159420e+01 5.304417e+01 -8.066136e+01 -1.215506e+02 1.696488e-05 3.519297e-05
1.159420e+01 6.061899e+01 -7.662079e+01 -1.171632e+02 1.722548e-05 3.220577e-05
1.159420e+01 6.927551e+01 -7.311202e+01 -1.134212e+02 1.709072e-05 2.930830e-05
1.159420e+01 7.916819e+01 -7.007087e+01 -1.102249e+02 1.664432e-05 2.653988e-05
1.159420e+01 9.047357e+01 -6.743676e+01 -1.074899e+02 1.596354e-05 2.392832e-05
1.159420e+01 1.033934e+02 -6.515513e+01 -1.051448e+02 1.511661e-05 2.149127e-05
1.159420e+01 1.181582e+02 -6.317798e+01 -1.031304e+02 1.416163e-05 1.923784e-05
1.159420e+01 1.350314e+02 -6.146364e+01 -1.013967e+02 1.314643e-05 1.717039e-05
1.159420e+01 1.543142e+02 -5.997612e+01 -9.990195e+01 1.210916e-05 1.528611e-05
1.159420e+01 1.763505e+02 -5.868446e+01 -9.861128e+01 1.107923e-05 1.357844e-05
1.159420e+01 2.015338e+02 -5.756206e+01 -9.749518e+01 1.007849e-05 1.203826e-05
1.159420e+01 2.303132e+02 -5.658605e+01 -9.652873e+01 9.122465e-06 1.065487e-05
1.159420e+01 2.632024e+02 -5.573679e+01 -9.569092e+01 8.221449e-06 9.416670e-06
1.159420e+01 3.007883e+02 -5.499737e+01 -9.496394e+01 7.381623e-06 8.311782e-06
1.159420e+01 3.437414e+02 -5.435323e+01 -9.433253e+01 6.605957e-06 7.328416e-06
1.159420e+01 3.928284e+02 -5.379180e+01 -9.378366e+01 5.895000e-06 6.455165e-06
1.159420e+01 4.489251e+02 -5.330226e+01 -9.330613e+01 5.247533e-06 5.681198e-06
1.159420e+01 5.130326e+02 -5.287521e+01 -9.289069e+01 4.661091e-06 4.996371e-06
1.159420e+01 5.862947e+02 -5.250255e+01 -9.252892e+01 4.132385e-06 4.391294e-06
1.159420e+01 6.700188e+02 -5.217725e+01 -9.221376e+01 3.657622e-06 3.857348e-06
1.159420e+01 7.656988e+02 -5.189320e+01 -9.193927e+01 3.232752e-06 3.386682e-06
1.159420e+01 8.750422e+02 -5.164511e+01 -9.170022e+01 2.853648e-06 2.972188e-06
1.159420e+01 1.000000e+03 -5.142839e+01 -9.149186e+01 2.516238e-06 2.607460e-06

1.195652e+01 1.000000e-01 -2.319570e+02 -2.584760e+02 5.510813e-05 5.503344e-05
1.195652e+01 1.142802e-01 -2.319568e+02 -2.577384e+02 5.510705e-05 5.503351e-05
1.195652e+01 1.305997e-01 -2.320599e+02 -2.595452e+02 5.510564e-05 5.503361e-05
1.195652e+01 1.492496e-01 -2.321269e+02 -2.584200e+02 5.510380e-05 5.503374e-05
1.195652e+01 1.705627e-01 -2.321504e+02 -2.582691e+02 5.510140e-05 5.503391e-05
1.195652e+01 1.949194e-01 -2.322070e+02 -2.586844e+02 5.509826e-05 5.503414e-05
1.195652e+01 2.227543e-01 -2.323030e+02 -2.587158e+02 5.509416e-05 5.503443e-05
1.195652e+01 2.545641e-01 -2.324150e+02 -2.596287e+02 5.508881e-05 5.503481e-05
1.195652e+01 2.909163e-01 -2.326436e+02 -2.587735e+02 5.508181e-05 5.503530e-05
1.195652e+01 3.324598e-01 -2.329278e+02 -2.601731e+02 5.507269e-05 5.503595e-05
1.195652e+01 3.799357e-01 -2.331655e+02 -2.605173e+02 5.506077e-05 5.503679e-05
1.195652e+01 4.341913e-01 -2.336135e+02 -2.602299e+02 5.504521e-05 5.503789e-05
1.195652e+01 4.961948e-01 -2.341889e+02 -2.608969e+02 5.502490e-05 5.503932e-05
1.195652e+01 5.670524e-01 -2.349794e+02 -2.613833e+02 5.499839e-05 5.504120e-05
1.195652e+01 6.480286e-01 -2.362740e+02 -2.615891e+02 5.496380e-05 5.504364e-05
1.195652e+01 7.405685e-01 -2.377364e+02 -2.635717e+02 5.491866e-05 5.504682e-05
1.195652e+01 8.463232e-01 -2.402199e+02 -2.640917e+02 5.485980e-05 5.505095e-05
1.195652e+01 9.671799e-01 -2.447037e+02 -2.690338e+02 5.478306e-05 5.505634e-05
1.195652e+01 1.105295e+00 -2.504252e+02 -2.625099e+02 5.468307e-05 5.506333e-05
1.195652e+01 1.263134e+00 -2.459063e+02 -2.687402e+02 5.455288e-05 5.507241e-05
1.195652e+01 1.443512e+00 -2.403888e+02 -2.607468e+02 5.438352e-05 5.508415e-05
1.195652e+01 1.649648e+00 -2.371673e+02 -2.606397e+02 5.416346e-05 5.509931e-05
1.195652e+01 1.885221e+00 -2.355230e+02 -2.630971e+02 5.387797e-05 5.511881e-05
1.195652e+01 2.154435e+00 -2.354021e+02 -2.623429e+02 5.350833e-05 5.514377e-05
1.195652e+01 2.462092e+00 -2.371828e+02 -2.626294e+02 5.303099e-05 5.517552e-05
1.195652e+01 2.813684e+00 -2.402468e+02 -2.729494e+02 5.241659e-05 5.521557e-05
1.195652e+01 3.215484e+00 -2.373760e+02 -2.617176e+02 5.162916e-05 5.526552e-05
1.195652e+01 3.674662e+00 -2.336440e+02 -2.638513e+02 5.062545e-05 5.532688e-05
1.195652e+01 4.199411e+00 -2.332272e+02 -2.626743e+02 4.935491e-05 5.540073e-05
1.195652e+01 4.799096e+00 -2.344350e+02 -2.627658e+02 4.776053e-05 5.548708e-05
1.195652e+01 5.484417e+00 -2.316220e+02 -2.588863e+02 4.578141e-05 5.558392e-05
1.195652e+01 6.267603e+00 -2.298434e+02 -2.597519e+02 4.335738e-05 5.568581e-05
1.195652e+01 7.162629e+00 -2.250157e+02 -2.556607e+02 4.043630e-05 5.578199e-05
1.195652e+01 8.185467e+00 -2.194816e+02 -2.512343e+02 3.698395e-05 5.585413e-05
1.195652e+01 9.354369e+00 -2.107599e+02 -2.435582e+02 3.299549e-05 5.587414e-05
1.195652e+01 1.069019e+01 -2.012145e+02 -2.357277e+02 2.850650e-05 5.580273e-05
1.195652e+01 1.221677e+01 -1.897287e+02 -2.260164e+02 2.360050e-05 5.558968e-05
1.195652e+01 1.396135e+01 -1.769462e+02 -2.156265e+02 1.841021e-05 5.517693e-05
1.195652e+01 1.595506e+01 -1.626199e+02 -2.045251e+02 1.311255e-05 5.450466e-05
1.195652e+01 1.823348e+01 -1.464931e+02 -1.930072e+02 7.928434e-06 5.351992e-05
1.195652e+01 2.083726e+01 -1.269658e+02 -1.814327e+02 3.257586e-06 5.218582e-05
1.195652e+01 2.381286e+01 -1.135827e+02 -1.701739e+02 2.612150e-06 5.048878e-05
1.195652e+01 2.721339e+01 -1.103048e+02 -1.595967e+02 6.181151e-06 4.844195e-05
1.195652e+01 3.109952e+01 -1.042607e+02 -1.499985e+02 9.471052e-06 4.608372e-05
1.195652e+01 3.554059e+01 -9.784613e+01 -1.415374e+02 1.213965e-05 4.347225e-05
1.195652e+01 4.061586e+01 -9.181379e+01 -1.342202e+02 1.415514e-05 4.067773e-05
1.195652e+01 4.641589e+01 -8.639039e+01 -1.279558e+02 1.554796e-05 3.777422e-05
1.195652e+01 5.304417e+01 -8.161200e+01 -1.226153e+02 1.637888e-05 3.483280e-05
1.195652e+01 6.061899e+01 -7.744254e+01 -1.180670e+02 1.672471e-05 3.191658e-05
1.195652e+01 6.927551e+01 -7.382143e+01 -1.141907e+02 1.666848e-05 2.907796e-05
1.195652e+01 7.916819e+01 -7.068322e+01 -1.108820e+02 1.629243e-05 2.635765e-05
1.195652e+01 9.047357e+01 -6.796557e+01 -1.080526e+02 1.567325e-05 2.378494e-05
1.195652e+01 1.033934e+02 -6.561212e+01 -1.056281e+02 1.487927e-05 2.137897e-05
1.195652e+01 1.181582e+02 -6.357325e+01 -1.035465e+02 1.396910e-05 1.915023e-05
1.195652e+01 1.350314e+02 -6.180582e+01 -1.017559e+02 1.299133e-05 1.710225e-05
1.195652e+01 1.543142e+02 -6.027259e+01 -1.002128e+02 1.198497e-05 1.523324e-05
1.195652e+01 1.763505e+02 -5.894153e+01 -9.888092e+01 1.098032e-05 1.353751e-05
1.195652e+01 2.015338e+02 -5.778512e+01 -9.772956e+01 1.000010e-05 1.200663e-05
1.195652e+01 2.303132e+02 -5.677973e+01 -9.673291e+01 9.060587e-06 1.063046e-05
1.195652e+01 2.632024e+02 -5.590504e+01 -9.586914e+01 8.172786e-06 9.397858e-06
1.195652e+01 3.007883e+02 -5.514360e+01 -9.511980e+01 7.343477e-06 8.297298e-06
1.195652e+01 3.437414e+02 -5.448036e+01 -9.446909e+01 6.576141e-06 7.317272e-06
1.195652e+01 3.928284e+02 -5.390236e+01 -9.390355e+01 5.871753e-06 6.446598e-06
1.195652e+01 4.489251e+02 -5.339841e+01 -9.341166e+01 5.229447e-06 5.674615e-06
1.195652e+01 5.130326e+02 -5.295884e+01 -9.298369e+01 4.647048e-06 4.991316e-06
1.195652e+01 5.862947e+02 -5.257529e+01 -9.261109e+01 4.121500e-06 4.387414e-06
1.195652e+01 6.700188e+02 -5.224050e+01 -9.228655e+01 3.649198e-06 3.854370e-06
1.195652e+01 7.656988e+02 -5.194819e+01 -9.200389e+01 3.226241e-06 3.384398e-06
1.195652e+01 8.750422e+02 -5.169290e+01 -9.175769e+01 2.848621e-06 2.970436e-06
1.195652e+01 1.000000e+03 -5.146990e+01 -9.154317e+01 2.512361e-06 2.606116e-06

1.231884e+01 1.000000e-01 -2.321317e+02 -2.591004e+02 5.360736e-05 5.353739e-05
1.231884e+01 1.142802e-01 -2.321550e+02 -2.625904e+02 5.360637e-05 5.353746e-05
1.231884e+01 1.305997e-01 -2.321775e+02 -2.616556e+02 5.360507e-05 5.353756e-05
1.231884e+01 1.492496e-01 -2.321409e+02 -2.589908e+02 5.360338e-05 5.353768e-05
1.231884e+01 1.705627e-01 -2.322481e+02 -2.577940e+02 5.360116e-05 5.353783e-05
1.231884e+01 1.949194e-01 -2.324147e+02 -2.608928e+02 5.359827e-05 5.353804e-05
1.231884e+01 2.227543e-01 -2.324601e+02 -2.597518e+02 5.359450e-05 5.353830e-05
1.231884e+01 2.545641e-01 -2.326065e+02 -2.603988e+02 5.358957e-05 5.353865e-05
1.231884e+01 2.909163e-01 -2.327534e+02 -2.622989e+02 5.358313e-05 5.353911e-05
1.231884e+01 3.324598e-01 -2.329982e+02 -2.601363e+02 5.357473e-05 5.353970e-05
1.231884e+01 3.799357e-01 -2.333570e+02 -2.628012e+02 5.356376e-05 5.354048e-05
1.231884e+01 4.341913e-01 -2.337791e+02 -2.612374e+02 5.354943e-05 5.354149e-05
1.231884e+01 4.961948e-01 -2.342715e+02 -2.625861e+02 5.353073e-05 5.354281e-05
1.231884e+01 5.670524e-01 -2.350733e+02 -2.648544e+02 5.350632e-05 5.354454e-05
1.231884e+01 6.480286e-01 -2.360864e+02 -2.621898e+02 5.347447e-05 5.354678e-05
1.231884e+01 7.405685e-01 -2.375018e+02 -2.656483e+02 5.343291e-05 5.354971e-05
1.231884e+01 8.463232e-01 -2.398876e+02 -2.641109e+02 5.337870e-05 5.355353e-05
1.231884e+01 9.671799e-01 -2.433977e+02 -2.666335e+02 5.330803e-05 5.355849e-05
1.231884e+01 1.105295e+00 -2.500586e+02 -2.766968e+02 5.321593e-05 5.356494e-05
1.231884e+01 1.263134e+00 -2.484174e+02 -2.738448e+02 5.309599e-05 5.357330e-05
1.231884e+01 1.443512e+00 -2.417029e+02 -2.627570e+02 5.293993e-05 5.358414e-05
1.231884e+01 1.649648e+00 -2.380381e+02 -2.594601e+02 5.273710e-05 5.359814e-05
1.231884e+01 1.885221e+00 -2.361998e+02 -2.645833e+02 5.247387e-05 5.361615e-05
1.231884e+01 2.154435e+00 -2.357428e+02 -2.621989e+02 5.213290e-05 5.363924e-05
1.231884e+01 2.462092e+00 -2.372793e+02 -2.663970e+02 5.169231e-05 5.366865e-05
1.231884e+01 2.813684e+00 -2.405980e+02 -2.704039e+02 5.112480e-05 5.370581e-05
1.231884e+01 3.215484e+00 -2.389635e+02 -2.713108e+02 5.039675e-05 5.375229e-05
1.231884e+01 3.674662e+00 -2.344644e+02 -2.587589e+02 4.946759e-05 5.380959e-05
1.231884e+01 4.199411e+00 -2.333153e+02 -2.611938e+02 4.828956e-05 5.387888e-05
1.231884e+01 4.799096e+00 -2.350092e+02 -2.679589e+02 4.680837e-05 5.396045e-05
1.231884e+01 5.484417e+00 -2.327339e+02 -2.587873e+02 4.496527e-05 5.405285e-05
1.231884e+01 6.267603e+00 -2.310411e+02 -2.603312e+02 4.270106e-05 5.415162e-05
1.231884e+01 7.162629e+00 -2.271944e+02 -2.579676e+02 3.996270e-05 5.424752e-05
1.231884e+01 8.185467e+00 -2.220235e+02 -2.545266e+02 3.671240e-05 5.432443e-05
1.231884e+01 9.354369e+00 -2.138803e+02 -2.464051e+02 3.293860e-05 5.435714e-05
1.231884e+01 1.069019e+01 -2.045710e+02 -2.385403e+02 2.866704e-05 5.430971e-05
1.231884e+01 1.221677e+01 -1.933220e+02 -2.293261e+02 2.396895e-05 5.413535e-05
1.231884e+01 1.396135e+01 -1.807183e+02 -2.190431e+02 1.896373e-05 5.377875e-05
1.231884e+01 1.595506e+01 -1.665598e+02 -2.078221e+02 1.381498e-05 5.318146e-05
1.231884e+01 1.823348e+01 -1.507036e+02 -1.962042e+02 8.726691e-06 5.228983e-05
1.231884e+01 2.083726e+01 -1.319554e+02 -1.844380e+02 4.008019e-06 5.106406e-05
1.231884e+01 2.381286e+01 -1.141335e+02 -1.729236e+02 1.985212e-06 4.948588e-05
1.231884e+01 2.721339e+01 -1.115785e+02 -1.620443e+02 5.285507e-06 4.756264e-05
1.231884e+01 3.109952e+01 -1.057317e+02 -1.521262e+02 8.596455e-06 4.532695e-05
1.231884e+01 3.554059e+01 -9.924349e+01 -1.433586e+02 1.132403e-05 4.283200e-05
1.231884e+01 4.061586e+01 -9.306695e+01 -1.357681e+02 1.341538e-05 4.014432e-05
1.231884e+01 4.641589e+01 -8.748908e+01 -1.292695e+02 1.489162e-05 3.733579e-05
1.231884e+01 5.304417e+01 -8.256593e+01 -1.237318e+02 1.580726e-05 3.447660e-05
1.231884e+01 6.061899e+01 -7.826735e+01 -1.190188e+02 1.623475e-05 3.163004e-05
1.231884e+01 6.927551e+01 -7.453350e+01 -1.150048e+02 1.625426e-05 2.884939e-05
1.231884e+01 7.916819e+01 -7.129781e+01 -1.115811e+02 1.594642e-05 2.617657e-05
1.231884e+01 9.047357e+01 -6.849623e+01 -1.086551e+02 1.538723e-05 2.364232e-05
1.231884e+01 1.033934e+02 -6.607065e+01 -1.061494e+02 1.464501e-05 2.126717e-05
1.231884e+01 1.181582e+02 -6.396980e+01 -1.039993e+02 1.377877e-05 1.906293e-05
1.231884e+01 1.350314e+02 -6.214908e+01 -1.021506e+02 1.283779e-05 1.703431e-05
1.231884e+01 1.543142e+02 -6.056998e+01 -1.005582e+02 1.186188e-05 1.518051e-05
1.231884e+01 1.763505e+02 -5.919939e+01 -9.918427e+01 1.088219e-05 1.349667e-05
1.231884e+01 2.015338e+02 -5.800888e+01 -9.799698e+01 9.922246e-06 1.197506e-05
1.231884e+01 2.303132e+02 -5.697402e+01 -9.696955e+01 8.999082e-06 1.060609e-05
1.231884e+01 2.632024e+02 -5.607385e+01 -9.607937e+01 8.124382e-06 9.379071e-06
1.231884e+01 3.007883e+02 -5.529033e+01 -9.530728e+01 7.305509e-06 8.282829e-06
1.231884e+01 3.437414e+02 -5.460796e+01 -9.463695e+01 6.546446e-06 7.306139e-06
1.231884e+01 3.928284e+02 -5.401335e+01 -9.405447e+01 5.848589e-06 6.438038e-06
1.231884e+01 4.489251e+02 -5.349498e+01 -9.354796e+01 5.211419e-06 5.668037e-06
1.231884e+01 5.130326e+02 -5.304287e+01 -9.310730e+01 4.633045e-06 4.986264e-06
1.231884e+01 5.862947e+02 -5.264841e+01 -9.272369e+01 4.110642e-06 4.383535e-06
1.231884e+01 6.700188e+02 -5.230412e+01 -9.238963e+01 3.640792e-06 3.851394e-06
1.231884e+01 7.656988e+02 -5.200354e+01 -9.209868e+01 3.219742e-06 3.382114e-06
1.231884e+01 8.750422e+02 -5.174104e+01 -9.184525e+01 2.843602e-06 2.968684e-06
1.231884e+01 1.000000e+03 -5.151175e+01 -9.162447e+01 2.508490e-06 2.604773e-06

1.268116e+01 1.000000e-01 -2.323192e+02 -2.582683e+02 5.218619e-05 5.212052e-05
1.268116e+01 1.142802e-01 -2.323966e+02 -2.615229e+02 5.218527e-05 5.212059e-05
1.268116e+01 1.305997e-01 -2.323625e+02 -2.590446e+02 5.218408e-05 5.212067e-05
1.268116e+01 1.492496e-01 -2.324305e+02 -2.593054e+02 5.218251e-05 5.212078e-05
1.268116e+01 1.705627e-01 -2.324318e+02 -2.597730e+02 5.218047e-05 5.212093e-05
1.268116e+01 1.949194e-01 -2.325451e+02 -2.612848e+02 5.217780e-05 5.212112e-05
1.268116e+01 2.227543e-01 -2.326086e+02 -2.596912e+02 5.217432e-05 5.212136e-05
1.268116e+01 2.545641e-01 -2.327640e+02 -2.594798e+02 5.216977e-05 5.212169e-05
