z_by_lambda_0 rho_by_lambda_0 rel_err_db_tm rel_err_db_te abs_ref_tm abs_ref_te
4.347826e+00 9.047357e+01 -4.332163e+01 -9.790510e+01 2.278486e-05 2.694626e-05
4.347826e+00 1.033934e+02 -4.255480e+01 -9.700143e+01 2.058468e-05 2.383484e-05
4.347826e+00 1.181582e+02 -4.189041e+01 -9.621607e+01 1.852119e-05 2.105360e-05
4.347826e+00 1.350314e+02 -4.131399e+01 -9.553309e+01 1.660556e-05 1.857456e-05
4.347826e+00 1.543142e+02 -4.081331e+01 -9.493880e+01 1.484220e-05 1.637028e-05
4.347826e+00 1.763505e+02 -4.037797e+01 -9.442139e+01 1.323050e-05 1.441446e-05
4.347826e+00 2.015338e+02 -3.999913e+01 -9.397070e+01 1.176622e-05 1.268223e-05
4.347826e+00 2.303132e+02 -3.966919e+01 -9.357796e+01 1.044266e-05 1.115045e-05
4.347826e+00 2.632024e+02 -3.938168e+01 -9.323560e+01 9.251478e-06 9.797778e-06
4.347826e+00 3.007883e+02 -3.913099e+01 -9.293708e+01 8.183433e-06 8.604671e-06
4.347826e+00 3.437414e+02 -3.891230e+01 -9.267671e+01 7.228861e-06 7.553386e-06
4.347826e+00 3.928284e+02 -3.872146e+01 -9.244962e+01 6.378062e-06 6.627889e-06
4.347826e+00 4.489251e+02 -3.855486e+01 -9.225152e+01 5.621563e-06 5.813759e-06
4.347826e+00 5.130326e+02 -3.840937e+01 -9.207874e+01 4.950303e-06 5.098075e-06
4.347826e+00 5.862947e+02 -3.828229e+01 -9.192808e+01 4.355744e-06 4.469303e-06
4.347826e+00 6.700188e+02 -3.817126e+01 -9.179674e+01 3.829940e-06 3.917168e-06
4.347826e+00 7.656988e+02 -3.807424e+01 -9.168233e+01 3.365569e-06 3.432545e-06
4.347826e+00 8.750422e+02 -3.798945e+01 -9.158273e+01 2.955936e-06 3.007344e-06
4.347826e+00 1.000000e+03 -3.791533e+01 -9.149614e+01 2.594958e-06 2.634404e-06

4.710145e+00 1.000000e-01 -1.753858e+02 -2.380382e+02 1.252921e-04 1.247268e-04
4.710145e+00 1.142802e-01 -1.754949e+02 -2.381725e+02 1.252796e-04 1.247277e-04
4.710145e+00 1.305997e-01 -1.756381e+02 -2.382532e+02 1.252631e-04 1.247289e-04
4.710145e+00 1.492496e-01 -1.758262e+02 -2.384026e+02 1.252417e-04 1.247304e-04
4.710145e+00 1.705627e-01 -1.760737e+02 -2.386100e+02 1.252137e-04 1.247324e-04
4.710145e+00 1.949194e-01 -1.763999e+02 -2.388615e+02 1.251771e-04 1.247350e-04
4.710145e+00 2.227543e-01 -1.768310e+02 -2.392453e+02 1.251294e-04 1.247383e-04
4.710145e+00 2.545641e-01 -1.774016e+02 -2.397011e+02 1.250672e-04 1.247427e-04
4.710145e+00 2.909163e-01 -1.781578e+02 -2.403032e+02 1.249859e-04 1.247484e-04
4.710145e+00 3.324598e-01 -1.791555e+02 -2.410507e+02 1.248799e-04 1.247559e-04
4.710145e+00 3.799357e-01 -1.804449e+02 -2.419628e+02 1.247416e-04 1.247656e-04
4.710145e+00 4.341913e-01 -1.819893e+02 -2.430470e+02 1.245614e-04 1.247783e-04
4.710145e+00 4.961948e-01 -1.833804e+02 -2.439443e+02 1.243266e-04 1.247947e-04
4.710145e+00 5.670524e-01 -1.835524e+02 -2.441382e+02 1.240208e-04 1.248160e-04
4.710145e+00 6.480286e-01 -1.821080e+02 -2.432468e+02 1.236232e-04 1.248435e-04
4.710145e+00 7.405685e-01 -1.801994e+02 -2.416598e+02 1.231066e-04 1.248791e-04
4.710145e+00 8.463232e-01 -1.787264e+02 -2.401086e+02 1.224366e-04 1.249248e-04
4.710145e+00 9.671799e-01 -1.779543e+02 -2.387904e+02 1.215694e-04 1.249833e-04
4.710145e+00 1.105295e+00 -1.777132e+02 -2.377464e+02 1.204500e-04 1.250576e-04
4.710145e+00 1.263134e+00 -1.771457e+02 -2.365248e+02 1.190100e-04 1.251512e-04
4.710145e+00 1.443512e+00 -1.753815e+02 -2.346180e+02 1.171657e-04 1.252678e-04
4.710145e+00 1.649648e+00 -1.731678e+02 -2.321362e+02 1.148169e-04 1.254107e-04
4.710145e+00 1.885221e+00 -1.711812e+02 -2.294246e+02 1.118470e-04 1.255822e-04
4.710145e+00 2.154435e+00 -1.687983e+02 -2.263368e+02 1.081253e-04 1.257818e-04
4.710145e+00 2.462092e+00 -1.657205e+02 -2.227021e+02 1.035137e-04 1.260044e-04
4.710145e+00 2.813684e+00 -1.623349e+02 -2.185702e+02 9.787743e-05 1.262362e-04
4.710145e+00 3.215484e+00 -1.583949e+02 -2.139689e+02 9.110318e-05 1.264511e-04
4.710145e+00 3.674662e+00 -1.539417e+02 -2.088540e+02 8.312186e-05 1.266050e-04
4.710145e+00 4.199411e+00 -1.489451e+02 -2.032753e+02 7.393528e-05 1.266310e-04
4.710145e+00 4.799096e+00 -1.433637e+02 -1.972613e+02 6.364104e-05 1.264366e-04
4.710145e+00 5.484417e+00 -1.371479e+02 -1.908749e+02 5.244930e-05 1.259050e-04
4.710145e+00 6.267603e+00 -1.301242e+02 -1.841864e+02 4.068714e-05 1.249031e-04
4.710145e+00 7.162629e+00 -1.218505e+02 -1.772814e+02 2.879786e-05 1.232958e-04
4.710145e+00 8.185467e+00 -1.113987e+02 -1.702516e+02 1.740016e-05 1.209663e-04
4.710145e+00 9.354369e+00 -9.759911e+01 -1.631964e+02 8.060358e-06 1.178371e-04
4.710145e+00 1.069019e+01 -9.003045e+01 -1.562190e+02 8.297117e-06 1.138849e-04
4.710145e+00 1.221677e+01 -8.760454e+01 -1.494261e+02 1.562130e-05 1.091475e-04
4.710145e+00 1.396135e+01 -8.325266e+01 -1.429245e+02 2.265270e-05 1.037188e-04
4.710145e+00 1.595506e+01 -7.822706e+01 -1.368147e+02 2.839409e-05 9.773544e-05
4.710145e+00 1.823348e+01 -7.320333e+01 -1.311809e+02 3.271064e-05 9.135877e-05
4.710145e+00 2.083726e+01 -6.850705e+01 -1.260786e+02 3.565511e-05 8.475675e-05
4.710145e+00 2.381286e+01 -6.428703e+01 -1.215281e+02 3.736029e-05 7.808868e-05
4.710145e+00 2.721339e+01 -6.058581e+01 -1.175168e+02 3.799781e-05 7.149480e-05
4.710145e+00 3.109952e+01 -5.738486e+01 -1.140091e+02 3.775349e-05 6.509047e-05
4.710145e+00 3.554059e+01 -5.463655e+01 -1.109576e+02 3.681087e-05 5.896445e-05
4.710145e+00 4.061586e+01 -5.228382e+01 -1.083107e+02 3.534060e-05 5.317999e-05
4.710145e+00 4.641589e+01 -5.027049e+01 -1.060183e+02 3.349416e-05 4.777766e-05
4.710145e+00 5.304417e+01 -4.854577e+01 -1.040339e+02 3.140103e-05 4.277895e-05
4.710145e+00 6.061899e+01 -4.706564e+01 -1.023162e+02 2.916817e-05 3.819010e-05
4.710145e+00 6.927551e+01 -4.579282e+01 -1.008286e+02 2.688113e-05 3.400571e-05
4.710145e+00 7.916819e+01 -4.469601e+01 -9.953949e+01 2.460610e-05 3.021191e-05
4.710145e+00 9.047357e+01 -4.374904e+01 -9.842162e+01 2.239242e-05 2.678897e-05
4.710145e+00 1.033934e+02 -4.293000e+01 -9.745148e+01 2.027524e-05 2.371351e-05
4.710145e+00 1.181582e+02 -4.222050e+01 -9.660893e+01 1.827806e-05 2.096011e-05
4.710145e+00 1.350314e+02 -4.160507e+01 -9.587665e+01 1.641513e-05 1.850259e-05
4.710145e+00 1.543142e+02 -4.107061e+01 -9.523979e+01 1.469346e-05 1.631493e-05
4.710145e+00 1.763505e+02 -4.060599e+01 -9.468558e+01 1.311460e-05 1.437190e-05
4.710145e+00 2.015338e+02 -4.020174e+01 -9.420302e+01 1.167611e-05 1.264954e-05
4.710145e+00 2.303132e+02 -3.984974e+01 -9.378266e+01 1.037273e-05 1.112535e-05
4.710145e+00 2.632024e+02 -3.954305e+01 -9.341634e+01 9.197298e-06 9.778511e-06
4.710145e+00 3.007883e+02 -3.927569e+01 -9.309700e+01 8.141517e-06 8.589887e-06
4.710145e+00 3.437414e+02 -3.904249e+01 -9.281854e+01 7.196474e-06 7.542046e-06
4.710145e+00 3.928284e+02 -3.883902e+01 -9.257570e+01 6.353065e-06 6.619192e-06
4.710145e+00 4.489251e+02 -3.866140e+01 -9.236391e+01 5.602290e-06 5.807091e-06
4.710145e+00 5.130326e+02 -3.850632e+01 -9.217921e+01 4.935455e-06 5.092964e-06
4.710145e+00 5.862947e+02 -3.837088e+01 -9.201814e+01 4.344314e-06 4.465385e-06
4.710145e+00 6.700188e+02 -3.825255e+01 -9.187775e+01 3.821148e-06 3.914165e-06
4.710145e+00 7.656988e+02 -3.814916e+01 -9.175543e+01 3.358809e-06 3.430244e-06
4.710145e+00 8.750422e+02 -3.805880e+01 -9.164895e+01 2.950741e-06 3.005581e-06
4.710145e+00 1.000000e+03 -3.797983e+01 -9.155635e+01 2.590968e-06 2.633054e-06

5.072464e+00 1.000000e-01 -1.776049e+02 -2.410855e+02 1.177852e-04 1.173022e-04
5.072464e+00 1.142802e-01 -1.777075e+02 -2.411912e+02 1.177747e-04 1.173030e-04
5.072464e+00 1.305997e-01 -1.778423e+02 -2.413445e+02 1.177611e-04 1.173039e-04
5.072464e+00 1.492496e-01 -1.780193e+02 -2.414735e+02 1.177432e-04 1.173052e-04
5.072464e+00 1.705627e-01 -1.782524e+02 -2.416631e+02 1.177200e-04 1.173069e-04
5.072464e+00 1.949194e-01 -1.785600e+02 -2.419087e+02 1.176896e-04 1.173090e-04
5.072464e+00 2.227543e-01 -1.789670e+02 -2.422729e+02 1.176499e-04 1.173118e-04
5.072464e+00 2.545641e-01 -1.795072e+02 -2.426782e+02 1.175980e-04 1.173155e-04
5.072464e+00 2.909163e-01 -1.802264e+02 -2.432330e+02 1.175304e-04 1.173202e-04
5.072464e+00 3.324598e-01 -1.811842e+02 -2.439355e+02 1.174422e-04 1.173264e-04
5.072464e+00 3.799357e-01 -1.824494e+02 -2.449270e+02 1.173271e-04 1.173345e-04
5.072464e+00 4.341913e-01 -1.840507e+02 -2.459911e+02 1.171771e-04 1.173451e-04
5.072464e+00 4.961948e-01 -1.857530e+02 -2.472363e+02 1.169816e-04 1.173588e-04
5.072464e+00 5.670524e-01 -1.865358e+02 -2.479207e+02 1.167269e-04 1.173765e-04
5.072464e+00 6.480286e-01 -1.853798e+02 -2.474295e+02 1.163955e-04 1.173995e-04
5.072464e+00 7.405685e-01 -1.833194e+02 -2.459505e+02 1.159648e-04 1.174293e-04
5.072464e+00 8.463232e-01 -1.816023e+02 -2.442380e+02 1.154056e-04 1.174676e-04
5.072464e+00 9.671799e-01 -1.806511e+02 -2.429448e+02 1.146812e-04 1.175167e-04
5.072464e+00 1.105295e+00 -1.804492e+02 -2.418762e+02 1.137448e-04 1.175793e-04
5.072464e+00 1.263134e+00 -1.803336e+02 -2.409768e+02 1.125382e-04 1.176585e-04
5.072464e+00 1.443512e+00 -1.789831e+02 -2.394381e+02 1.109894e-04 1.177578e-04
5.072464e+00 1.649648e+00 -1.767018e+02 -2.371398e+02 1.090116e-04 1.178804e-04
5.072464e+00 1.885221e+00 -1.747068e+02 -2.345538e+02 1.065019e-04 1.180291e-04
5.072464e+00 2.154435e+00 -1.726379e+02 -2.317004e+02 1.033431e-04 1.182048e-04
5.072464e+00 2.462092e+00 -1.697236e+02 -2.282784e+02 9.940745e-05 1.184051e-04
5.072464e+00 2.813684e+00 -1.664467e+02 -2.242539e+02 9.456500e-05 1.186212e-04
5.072464e+00 3.215484e+00 -1.626858e+02 -2.197990e+02 8.869748e-05 1.188344e-04
5.072464e+00 3.674662e+00 -1.583169e+02 -2.147827e+02 8.171762e-05 1.190116e-04
5.072464e+00 4.199411e+00 -1.534377e+02 -2.092512e+02 7.359315e-05 1.191003e-04
5.072464e+00 4.799096e+00 -1.479223e+02 -2.032300e+02 6.437153e-05 1.190247e-04
5.072464e+00 5.484417e+00 -1.417959e+02 -1.967744e+02 5.419994e-05 1.186850e-04
5.072464e+00 6.267603e+00 -1.349336e+02 -1.899501e+02 4.333459e-05 1.179618e-04
5.072464e+00 7.162629e+00 -1.270716e+02 -1.828444e+02 3.213924e-05 1.167267e-04
5.072464e+00 8.185467e+00 -1.175581e+02 -1.755537e+02 2.109559e-05 1.148596e-04
5.072464e+00 9.354369e+00 -1.051078e+02 -1.681840e+02 1.101390e-05 1.122684e-04
5.072464e+00 1.069019e+01 -9.181955e+01 -1.608483e+02 5.814032e-06 1.089064e-04
5.072464e+00 1.221677e+01 -8.945838e+01 -1.536641e+02 1.131457e-05 1.047828e-04
5.072464e+00 1.396135e+01 -8.567815e+01 -1.467506e+02 1.834662e-05 9.996259e-05
5.072464e+00 1.595506e+01 -8.068581e+01 -1.402222e+02 2.435781e-05 9.455772e-05
5.072464e+00 1.823348e+01 -7.548641e+01 -1.341781e+02 2.904374e-05 8.871145e-05
5.072464e+00 2.083726e+01 -7.054114e+01 -1.286884e+02 3.239962e-05 8.258085e-05
5.072464e+00 2.381286e+01 -6.606106e+01 -1.237844e+02 3.452419e-05 7.632097e-05
5.072464e+00 2.721339e+01 -6.211739e+01 -1.194591e+02 3.556644e-05 7.007285e-05
5.072464e+00 3.109952e+01 -5.870215e+01 -1.156779e+02 3.569776e-05 6.395614e-05
5.072464e+00 3.554059e+01 -5.576915e+01 -1.123909e+02 3.509354e-05 5.806584e-05
5.072464e+00 4.061586e+01 -5.325894e+01 -1.095425e+02 3.392095e-05 5.247223e-05
5.072464e+00 4.641589e+01 -5.111174e+01 -1.070782e+02 3.233136e-05 4.722287e-05
5.072464e+00 5.304417e+01 -4.927317e+01 -1.049474e+02 3.045629e-05 4.234578e-05
5.072464e+00 6.061899e+01 -4.769603e+01 -1.031048e+02 2.840604e-05 3.785298e-05
5.072464e+00 6.927551e+01 -4.634034e+01 -1.015107e+02 2.627015e-05 3.374405e-05
5.072464e+00 7.916819e+01 -4.517257e+01 -1.001305e+02 2.411900e-05 3.000926e-05
5.072464e+00 9.047357e+01 -4.416468e+01 -9.893455e+01 2.200597e-05 2.663231e-05
5.072464e+00 1.033934e+02 -4.329325e+01 -9.789744e+01 1.996995e-05 2.359259e-05
5.072464e+00 1.181582e+02 -4.253862e+01 -9.699731e+01 1.803780e-05 2.086689e-05
5.072464e+00 1.350314e+02 -4.188423e+01 -9.621543e+01 1.622668e-05 1.843079e-05
5.072464e+00 1.543142e+02 -4.131610e+01 -9.553579e+01 1.454607e-05 1.625968e-05
5.072464e+00 1.763505e+02 -4.082235e+01 -9.494461e+01 1.299963e-05 1.432943e-05
5.072464e+00 2.015338e+02 -4.039285e+01 -9.443007e+01 1.158663e-05 1.261690e-05
5.072464e+00 2.303132e+02 -4.001897e+01 -9.398201e+01 1.030323e-05 1.110028e-05
5.072464e+00 2.632024e+02 -3.969327e+01 -9.359166e+01 9.143410e-06 9.759265e-06
5.072464e+00 3.007883e+02 -3.940939e+01 -9.325146e+01 8.099799e-06 8.575117e-06
5.072464e+00 3.437414e+02 -3.916184e+01 -9.295488e+01 7.164221e-06 7.530715e-06
5.072464e+00 3.928284e+02 -3.894586e+01 -9.269628e+01 6.328160e-06 6.610502e-06
5.072464e+00 4.489251e+02 -3.875737e+01 -9.247077e+01 5.583078e-06 5.800427e-06
5.072464e+00 5.130326e+02 -3.859281e+01 -9.227413e+01 4.920649e-06 5.087855e-06
5.072464e+00 5.862947e+02 -3.844910e+01 -9.210267e+01 4.332913e-06 4.461468e-06
5.072464e+00 6.700188e+02 -3.832357e+01 -9.195321e+01 3.812374e-06 3.911163e-06
5.072464e+00 7.656988e+02 -3.821389e+01 -9.182300e+01 3.352062e-06 3.427944e-06
5.072464e+00 8.750422e+02 -3.811804e+01 -9.170963e+01 2.945555e-06 3.003818e-06
5.072464e+00 1.000000e+03 -3.803428e+01 -9.161103e+01 2.586983e-06 2.631703e-06

5.434783e+00 1.000000e-01 -1.795218e+02 -2.437595e+02 1.111281e-04 1.107114e-04
5.434783e+00 1.142802e-01 -1.796183e+02 -2.437585e+02 1.111193e-04 1.107120e-04
5.434783e+00 1.305997e-01 -1.797450e+02 -2.439149e+02 1.111078e-04 1.107128e-04
5.434783e+00 1.492496e-01 -1.799116e+02 -2.440298e+02 1.110929e-04 1.107139e-04
5.434783e+00 1.705627e-01 -1.801310e+02 -2.442108e+02 1.110733e-04 1.107153e-04
5.434783e+00 1.949194e-01 -1.804207e+02 -2.444528e+02 1.110477e-04 1.107171e-04
5.434783e+00 2.227543e-01 -1.808044e+02 -2.447064e+02 1.110143e-04 1.107195e-04
5.434783e+00 2.545641e-01 -1.813146e+02 -2.451210e+02 1.109708e-04 1.107225e-04
5.434783e+00 2.909163e-01 -1.819960e+02 -2.456731e+02 1.109139e-04 1.107265e-04
5.434783e+00 3.324598e-01 -1.829100e+02 -2.462889e+02 1.108397e-04 1.107318e-04
5.434783e+00 3.799357e-01 -1.841357e+02 -2.472312e+02 1.107429e-04 1.107386e-04
5.434783e+00 4.341913e-01 -1.857484e+02 -2.483986e+02 1.106167e-04 1.107474e-04
5.434783e+00 4.961948e-01 -1.876707e+02 -2.498232e+02 1.104522e-04 1.107590e-04
5.434783e+00 5.670524e-01 -1.890959e+02 -2.509147e+02 1.102379e-04 1.107740e-04
5.434783e+00 6.480286e-01 -1.884328e+02 -2.509003e+02 1.099588e-04 1.107934e-04
5.434783e+00 7.405685e-01 -1.862522e+02 -2.497550e+02 1.095959e-04 1.108185e-04
5.434783e+00 8.463232e-01 -1.842448e+02 -2.479777e+02 1.091246e-04 1.108509e-04
5.434783e+00 9.671799e-01 -1.830439e+02 -2.464453e+02 1.085133e-04 1.108925e-04
5.434783e+00 1.105295e+00 -1.827536e+02 -2.454500e+02 1.077224e-04 1.109457e-04
5.434783e+00 1.263134e+00 -1.829819e+02 -2.447600e+02 1.067017e-04 1.110133e-04
5.434783e+00 1.443512e+00 -1.822596e+02 -2.436832e+02 1.053893e-04 1.110984e-04
5.434783e+00 1.649648e+00 -1.800203e+02 -2.416612e+02 1.037092e-04 1.112041e-04
5.434783e+00 1.885221e+00 -1.778874e+02 -2.391689e+02 1.015711e-04 1.113335e-04
5.434783e+00 2.154435e+00 -1.760849e+02 -2.365539e+02 9.886982e-05 1.114883e-04
5.434783e+00 2.462092e+00 -1.734533e+02 -2.333820e+02 9.548840e-05 1.116678e-04
5.434783e+00 2.813684e+00 -1.702550e+02 -2.295268e+02 9.130380e-05 1.118667e-04
5.434783e+00 3.215484e+00 -1.667216e+02 -2.252327e+02 8.619764e-05 1.120718e-04
5.434783e+00 3.674662e+00 -1.624566e+02 -2.201053e+02 8.007220e-05 1.122585e-04
5.434783e+00 4.199411e+00 -1.577160e+02 -2.149124e+02 7.287147e-05 1.123856e-04
5.434783e+00 4.799096e+00 -1.522933e+02 -2.089145e+02 6.460472e-05 1.123914e-04
5.434783e+00 5.484417e+00 -1.462566e+02 -2.024402e+02 5.536794e-05 1.121914e-04
5.434783e+00 6.267603e+00 -1.395093e+02 -1.955374e+02 4.535742e-05 1.116799e-04
5.434783e+00 7.162629e+00 -1.319064e+02 -1.882761e+02 3.487172e-05 1.107380e-04
5.434783e+00 8.185467e+00 -1.230057e+02 -1.807668e+02 2.430940e-05 1.092467e-04
5.434783e+00 9.354369e+00 -1.118201e+02 -1.731199e+02 1.422779e-05 1.071052e-04
5.434783e+00 1.069019e+01 -9.708235e+01 -1.654570e+02 6.211107e-06 1.042495e-04
5.434783e+00 1.221677e+01 -9.074572e+01 -1.579058e+02 7.730156e-06 1.006645e-04
5.434783e+00 1.396135e+01 -8.788182e+01 -1.505976e+02 1.446781e-05 9.638945e-05
5.434783e+00 1.595506e+01 -8.307955e+01 -1.436609e+02 2.065043e-05 9.151232e-05
5.434783e+00 1.823348e+01 -7.776170e+01 -1.372105e+02 2.563462e-05 8.615748e-05
5.434783e+00 2.083726e+01 -7.258682e+01 -1.313325e+02 2.934404e-05 8.046948e-05
5.434783e+00 2.381286e+01 -6.785028e+01 -1.260710e+02 3.184092e-05 7.459711e-05
5.434783e+00 2.721339e+01 -6.366166e+01 -1.214267e+02 3.325031e-05 6.868031e-05
5.434783e+00 3.109952e+01 -6.002792e+01 -1.173670e+02 3.372783e-05 6.284134e-05
5.434783e+00 3.554059e+01 -5.690610e+01 -1.138399e+02 3.343938e-05 5.718010e-05
5.434783e+00 4.061586e+01 -5.423492e+01 -1.107863e+02 3.254736e-05 5.177289e-05
5.434783e+00 4.641589e+01 -5.195115e+01 -1.081472e+02 3.120183e-05 4.667357e-05
5.434783e+00 5.304417e+01 -4.999671e+01 -1.058676e+02 2.953538e-05 4.191617e-05
5.434783e+00 6.061899e+01 -4.832111e+01 -1.038983e+02 2.766085e-05 3.751818e-05
5.434783e+00 6.927551e+01 -4.688153e+01 -1.021961e+02 2.567114e-05 3.348389e-05
5.434783e+00 7.916819e+01 -4.564210e+01 -1.007237e+02 2.364030e-05 2.980758e-05
5.434783e+00 9.047357e+01 -4.457286e+01 -9.944893e+01 2.162538e-05 2.647629e-05
5.434783e+00 1.033934e+02 -4.364877e+01 -9.834420e+01 1.966874e-05 2.347208e-05
5.434783e+00 1.181582e+02 -4.284885e+01 -9.738598e+01 1.780037e-05 2.077393e-05
5.434783e+00 1.350314e+02 -4.215544e+01 -9.655413e+01 1.604017e-05 1.835918e-05
5.434783e+00 1.543142e+02 -4.155363e+01 -9.583141e+01 1.440003e-05 1.620456e-05
5.434783e+00 1.763505e+02 -4.103077e+01 -9.520303e+01 1.288558e-05 1.428703e-05
5.434783e+00 2.015338e+02 -4.057608e+01 -9.465634e+01 1.149778e-05 1.258431e-05
5.434783e+00 2.303132e+02 -4.018036e+01 -9.418043e+01 1.023416e-05 1.107525e-05
5.434783e+00 2.632024e+02 -3.983572e+01 -9.376595e+01 9.089814e-06 9.740041e-06
5.434783e+00 3.007883e+02 -3.953540e+01 -9.340481e+01 8.058279e-06 8.560362e-06
5.434783e+00 3.437414e+02 -3.927354e+01 -9.309005e+01 7.132102e-06 7.519393e-06
5.434783e+00 3.928284e+02 -3.904514e+01 -9.281560e+01 6.303345e-06 6.601817e-06
5.434783e+00 4.489251e+02 -3.884582e+01 -9.257637e+01 5.563928e-06 5.793767e-06
5.434783e+00 5.130326e+02 -3.867183e+01 -9.236775e+01 4.905885e-06 5.082748e-06
5.434783e+00 5.862947e+02 -3.851990e+01 -9.218587e+01 4.321539e-06 4.457554e-06
5.434783e+00 6.700188e+02 -3.838721e+01 -9.202736e+01 3.803619e-06 3.908163e-06
5.434783e+00 7.656988e+02 -3.827128e+01 -9.188920e+01 3.345327e-06 3.425644e-06
5.434783e+00 8.750422e+02 -3.816999e+01 -9.176893e+01 2.940377e-06 3.002056e-06
5.434783e+00 1.000000e+03 -3.808146e+01 -9.166429e+01 2.583005e-06 2.630353e-06

5.797101e+00 1.000000e-01 -1.811595e+02 -2.459617e+02 1.051842e-04 1.048214e-04
5.797101e+00 1.142802e-01 -1.812501e+02 -2.459567e+02 1.051767e-04 1.048220e-04
5.797101e+00 1.305997e-01 -1.813691e+02 -2.461108e+02 1.051670e-04 1.048226e-04
5.797101e+00 1.492496e-01 -1.815256e+02 -2.462179e+02 1.051542e-04 1.048235e-04
5.797101e+00 1.705627e-01 -1.817316e+02 -2.463509e+02 1.051376e-04 1.048247e-04
5.797101e+00 1.949194e-01 -1.820038e+02 -2.466251e+02 1.051159e-04 1.048263e-04
5.797101e+00 2.227543e-01 -1.823645e+02 -2.468988e+02 1.050876e-04 1.048283e-04
5.797101e+00 2.545641e-01 -1.828447e+02 -2.472882e+02 1.050506e-04 1.048309e-04
5.797101e+00 2.909163e-01 -1.834874e+02 -2.477082e+02 1.050023e-04 1.048343e-04
5.797101e+00 3.324598e-01 -1.843536e+02 -2.484144e+02 1.049394e-04 1.048387e-04
5.797101e+00 3.799357e-01 -1.855273e+02 -2.492202e+02 1.048572e-04 1.048445e-04
5.797101e+00 4.341913e-01 -1.871130e+02 -2.503885e+02 1.047500e-04 1.048520e-04
5.797101e+00 4.961948e-01 -1.891582e+02 -2.518866e+02 1.046103e-04 1.048618e-04
5.797101e+00 5.670524e-01 -1.911787e+02 -2.531485e+02 1.044282e-04 1.048746e-04
5.797101e+00 6.480286e-01 -1.912828e+02 -2.539687e+02 1.041910e-04 1.048911e-04
5.797101e+00 7.405685e-01 -1.890728e+02 -2.530000e+02 1.038825e-04 1.049125e-04
5.797101e+00 8.463232e-01 -1.867245e+02 -2.513617e+02 1.034815e-04 1.049401e-04
5.797101e+00 9.671799e-01 -1.852071e+02 -2.497287e+02 1.029612e-04 1.049757e-04
5.797101e+00 1.105295e+00 -1.847109e+02 -2.485796e+02 1.022872e-04 1.050213e-04
5.797101e+00 1.263134e+00 -1.850863e+02 -2.480359e+02 1.014165e-04 1.050794e-04
5.797101e+00 1.443512e+00 -1.851030e+02 -2.474258e+02 1.002950e-04 1.051527e-04
5.797101e+00 1.649648e+00 -1.831590e+02 -2.457790e+02 9.885659e-05 1.052444e-04
5.797101e+00 1.885221e+00 -1.808016e+02 -2.433435e+02 9.702130e-05 1.053574e-04
5.797101e+00 2.154435e+00 -1.791180e+02 -2.408949e+02 9.469516e-05 1.054940e-04
5.797101e+00 2.462092e+00 -1.768926e+02 -2.380777e+02 9.177154e-05 1.056546e-04
5.797101e+00 2.813684e+00 -1.737741e+02 -2.344298e+02 8.813535e-05 1.058363e-04
5.797101e+00 3.215484e+00 -1.704754e+02 -2.299923e+02 8.367112e-05 1.060301e-04
5.797101e+00 3.674662e+00 -1.663745e+02 -2.255799e+02 7.827610e-05 1.062176e-04
5.797101e+00 4.199411e+00 -1.617618e+02 -2.202740e+02 7.187835e-05 1.063668e-04
5.797101e+00 4.799096e+00 -1.564807e+02 -2.143617e+02 6.445848e-05 1.064275e-04
5.797101e+00 5.484417e+00 -1.505340e+02 -2.079100e+02 5.607142e-05 1.063288e-04
5.797101e+00 6.267603e+00 -1.438909e+02 -2.009467e+02 4.686285e-05 1.059782e-04
5.797101e+00 7.162629e+00 -1.364640e+02 -1.935727e+02 3.707543e-05 1.052671e-04
5.797101e+00 8.185467e+00 -1.279581e+02 -1.858860e+02 2.704542e-05 1.040808e-04
5.797101e+00 9.354369e+00 -1.176854e+02 -1.779987e+02 1.721505e-05 1.023149e-04
5.797101e+00 1.069019e+01 -1.041550e+02 -1.700404e+02 8.389864e-06 9.989260e-05
5.797101e+00 1.221677e+01 -9.184064e+01 -1.621477e+02 5.222931e-06 9.677955e-05
5.797101e+00 1.396135e+01 -8.976530e+01 -1.544637e+02 1.100544e-05 9.299199e-05
5.797101e+00 1.595506e+01 -8.537598e+01 -1.471307e+02 1.725017e-05 8.859536e-05
5.797101e+00 1.823348e+01 -8.001856e+01 -1.402796e+02 2.246638e-05 8.369502e-05
5.797101e+00 2.083726e+01 -7.464134e+01 -1.340132e+02 2.647639e-05 7.842191e-05
5.797101e+00 2.381286e+01 -6.965511e+01 -1.283909e+02 2.930223e-05 7.291691e-05
5.797101e+00 2.721339e+01 -6.522036e+01 -1.234228e+02 3.104384e-05 6.731721e-05
5.797101e+00 3.109952e+01 -6.136449e+01 -1.190794e+02 3.184001e-05 6.174616e-05
5.797101e+00 3.554059e+01 -5.804999e+01 -1.153077e+02 3.184596e-05 5.630732e-05
5.797101e+00 4.061586e+01 -5.521453e+01 -1.120451e+02 3.121823e-05 5.108205e-05
5.797101e+00 4.641589e+01 -5.279156e+01 -1.092280e+02 3.010453e-05 4.612982e-05
5.797101e+00 5.304417e+01 -5.071929e+01 -1.067972e+02 2.863763e-05 4.149019e-05
5.797101e+00 6.061899e+01 -4.894378e+01 -1.046993e+02 2.693219e-05 3.718573e-05
